clade	species	ts	te
0.0	Abyssomedon	111.33462236968484	110.84063136318159
0.0	Acadiella	57.166675954977485	55.55516214107054
0.0	Acaenasuchus	52.30552707653827	33.580520275137566
0.0	Acallosuchus	46.87079495897949	44.99772611855928
0.0	Acerosodontosaurus	80.08699223861932	79.96359370735367
0.0	Acleistorhinus	104.46888368534266	102.86191174737368
0.0	Acrodenta	81.92487842571286	81.82227193296649
0.0	Actiosaurus	30.027221891945974	29.14068729014507
0.0	Adamanasuchus	42.58699839069534	40.804127215107556
0.0	Adelosaurus	81.16943771835918	81.06029294297149
0.0	Aenigmasaurus	74.84623148174087	74.41163953026512
0.0	Aenigmaspina	57.000453048524264	55.493319712356175
0.0	Aenigmastropheus	81.27344771485744	81.1645807993997
0.0	Aetosauroides	59.37476730915458	34.85103059329664
0.0	Aetosaurus	51.796435839919965	33.29734077588794
0.0	Agkistrognathus	75.15637289444723	74.73018900950477
0.0	Agnosphitys	58.13713652776388	56.322656484742375
0.0	Alexeyisaurus	42.33054235967984	41.55286851675839
0.0	Alwalkeria	58.59482692896448	57.433818484742375
0.0	Amanasaurus	57.63962330515258	35.39455116758379
0.0	Ammorhynchus	72.22898912306154	69.83922277988997
0.0	Ammosaurus	26.536301105052527	24.302539140570286
0.0	Amotosaurus	72.22904304402202	68.66141210805402
0.0	Anarosaurus	71.87867749424713	67.61828365282642
0.0	Anchisauripus_Temperate_N	46.97485761330665	24.537632647823912
0.0	Anchisauripus_Tropical_N	51.93200983741871	22.697538821410703
0.0	Ancistronychus	48.28621165432716	46.219974408704346
0.0	Angistorhinus	62.041206310155076	36.030005626313155
0.0	Anisodontosaurus	71.95330247223612	63.06980865232616
0.0	Anomoepus_Temperate_N	26.310711632316156	24.411278082541273
0.0	Anomoepus_Tropical_N	47.41910789094547	24.001284020010004
0.0	Anomoiodon	72.26907537468735	68.42895259279639
0.0	Anshunsaurus	64.74715017808904	53.36352666933467
0.0	Anthodon	84.55241448774387	78.94334504002
0.0	Anticheiropus	25.795147269134567	24.89603032166083
0.0	Apachesuchus	45.353226880940475	43.551192367183596
0.0	Apatopus_Temperate_N	57.75953516058029	56.24592242071035
0.0	Apatopus_Tropical_N	53.14323907903952	26.535114950475236
0.0	Apatopus_Tropical_S	57.784571805402706	56.22727885692847
0.0	Apatosuchus	40.94425390145073	39.218814808404204
0.0	Aphelosaurus	121.05737734967484	120.0950982376188
0.0	Araeoscelis	115.31453142021012	97.22708206203102
0.0	Archeopelta	64.98517028714357	64.31670579889945
0.0	Archosaurus	84.919366006003	81.70636924212107
0.0	Arcticodactylus	44.066069667833915	42.67896954677338
0.0	Arganaceras	82.21441957878939	82.094808010005
0.0	Arganasuchus	58.81233103351676	50.76426129564782
0.0	Argoides	26.599894508754378	24.430842870435217
0.0	Arizonasaurus	72.08772502251125	69.95305101550775
