age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
-199.0086555,0.017646323,4.89E-06,0.065595635,0.362642931,0.151510425,0.590733356,-0.344996608,-0.564331068,-0.124437104
-208,0.017646323,4.89E-06,0.065595635,0.362642931,0.151510425,0.590733356,-0.344996608,-0.564331068,-0.124437104
-208.00001,0.028422158,0.000417374,0.069917367,0.029526714,0.000311789,0.086927442,-0.001104556,-0.068269341,0.061958165
-217,0.028422158,0.000417374,0.069917367,0.029526714,0.000311789,0.086927442,-0.001104556,-0.068269341,0.061958165
-217.00001,0.01316841,5.78E-05,0.036008158,0.03358302,0.000308218,0.07720525,-0.02041461,-0.076074189,0.021358778
-227,0.01316841,5.78E-05,0.036008158,0.03358302,0.000308218,0.07720525,-0.02041461,-0.076074189,0.021358778
-227.00001,0.025878643,0.000104294,0.066262745,0.079206541,0.002631381,0.152164534,-0.053327898,-0.142485569,0.020948473
-237,0.025878643,0.000104294,0.066262745,0.079206541,0.002631381,0.152164534,-0.053327898,-0.142485569,0.020948473
-237.00001,0.026205972,0.000522239,0.068810205,0.123617989,0.019822224,0.238743497,-0.097412017,-0.212393736,0.02427315
-242,0.026205972,0.000522239,0.068810205,0.123617989,0.019822224,0.238743497,-0.097412017,-0.212393736,0.02427315
-242.00001,0.113162468,0.00575569,0.219508736,0.141853868,0.031799433,0.246225722,-0.0286914,-0.190407743,0.116390761
-246.7,0.113162468,0.00575569,0.219508736,0.141853868,0.031799433,0.246225722,-0.0286914,-0.190407743,0.116390761
-246.70001,0.172760931,0.033161092,0.311215439,0.256268806,0.086604877,0.417216233,-0.083507876,-0.312118512,0.124788095
-252,0.172760931,0.033161092,0.311215439,0.256268806,0.086604877,0.417216233,-0.083507876,-0.312118512,0.124788095
-252.00001,0.029294906,0.000988229,0.064638263,0.201349526,0.117802042,0.283317044,-0.172054621,-0.25432503,-0.083607514
-259.5,0.029294906,0.000988229,0.064638263,0.201349526,0.117802042,0.283317044,-0.172054621,-0.25432503,-0.083607514
-259.50001,0.1507442,0.014225373,0.273886615,0.053482916,0.00516951,0.110484393,0.097261284,-0.031876864,0.250935504
-264.3,0.1507442,0.014225373,0.273886615,0.053482916,0.00516951,0.110484393,0.097261284,-0.031876864,0.250935504
-264.30001,0.231774005,0.016532759,0.469579731,0.036785959,0.000117098,0.096357146,0.194988046,-0.036423841,0.440327351
-274.4,0.231774005,0.016532759,0.469579731,0.036785959,0.000117098,0.096357146,0.194988046,-0.036423841,0.440327351
-274.40001,0.028227071,0.000143291,0.075401803,0.034894898,6.66E-05,0.093368977,-0.006667827,-0.083974412,0.060448435
-283.5,0.028227071,0.000143291,0.075401803,0.034894898,6.66E-05,0.093368977,-0.006667827,-0.083974412,0.060448435
-283.50001,0.052663376,0.000249737,0.132871925,0.035264398,0.000260777,0.088109729,0.017398977,-0.074921427,0.114901661
-290.1,0.052663376,0.000249737,0.132871925,0.035264398,0.000260777,0.088109729,0.017398977,-0.074921427,0.114901661
-290.10001,0.238156793,0.09860242,0.382051964,0.025798595,0.000509615,0.076105537,0.212358199,0.067649488,0.371102439
-299.7373352,0.238156793,0.09860242,0.382051964,0.025798595,0.000509615,0.076105537,0.212358199,0.067649488,0.371102439
