stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Carnian,-237.0,0.0915976124598682,0.0142892714032729,0.175188169532433,0.0114532087070222,0.0011446763606446,0.0262094726191476,0.080144403752846,0.0001347642337635,0.165685916444819
Ladinian,-237.00001,0.201245717149201,0.069857223782672,0.304682560345148,0.106159617469443,0.0104088684397712,0.221684312917762,0.095086099679758,-0.0652842782331477,0.262381937918122
Anisian,-242.0,0.201245717149201,0.069857223782672,0.304682560345148,0.106159617469443,0.0104088684397712,0.221684312917762,0.095086099679758,-0.0652842782331477,0.262381937918122
Anisian,-242.00001,0.111350500895809,0.003633267504753,0.243541168713139,0.116696548323744,0.0065269530614314,0.224091570621662,-0.005346047427934,-0.163435816452275,0.177628593445438
Anisian,-246.7,0.111350500895809,0.003633267504753,0.243541168713139,0.116696548323744,0.0065269530614314,0.224091570621662,-0.005346047427934,-0.163435816452275,0.177628593445438
Olenekian,-246.70001,0.470557306002869,0.216040008904695,0.711159038241526,0.242340995436055,0.0388107314313641,0.409822520821852,0.228216310566813,-0.0775554197384124,0.540266018070673
Changhsingian,-252.0,0.470557306002869,0.216040008904695,0.711159038241526,0.242340995436055,0.0388107314313641,0.409822520821852,0.228216310566813,-0.0775554197384124,0.540266018070673
Changhsingian,-252.00001,0.1097604071803,0.0027701189313299,0.217017244324976,0.170653208167709,0.0423757301049557,0.303245584297211,-0.0608928009874095,-0.233423229342851,0.110200098461321
Wuchiapingian,-259.5,0.1097604071803,0.0027701189313299,0.217017244324976,0.170653208167709,0.0423757301049557,0.303245584297211,-0.0608928009874095,-0.233423229342851,0.110200098461321
Wuchiapingian,-259.50001,0.165659435778781,0.0535201671933568,0.278170553012586,0.0724751948367017,0.000860719652829,0.153951864202128,0.0931842409420793,-0.0464184157773899,0.25376630514505
Wordian,-264.3,0.165659435778781,0.0535201671933568,0.278170553012586,0.0724751948367017,0.000860719652829,0.153951864202128,0.0931842409420793,-0.0464184157773899,0.25376630514505
Wordian,-264.30001,0.105870157791521,0.0007989224689239,0.211106178610867,0.0310192739327711,0.0006558441704003,0.085197224388674,0.0748508838587497,-0.0404177680167974,0.20254869142748
Roadian,-274.4,0.105870157791521,0.0007989224689239,0.211106178610867,0.0310192739327711,0.0006558441704003,0.085197224388674,0.0748508838587497,-0.0404177680167974,0.20254869142748
Kungurian,-274.40001,0.0817599095729451,0.0007194023480688,0.185925724643302,0.0569813698886861,0.0009815162353053,0.154257465957874,0.0247785396842592,-0.115275749150378,0.182061707699112
