stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Carnian,-237.0,0.025878643,0.000104294,0.066262745,0.079206541,0.002631381,0.152164534,-0.053327898,-0.142485569,0.020948473
Ladinian,-237.00001,0.026205972,0.000522239,0.068810205,0.123617989,0.019822224,0.238743497,-0.097412017,-0.212393736,0.02427315
Anisian,-242.0,0.026205972,0.000522239,0.068810205,0.123617989,0.019822224,0.238743497,-0.097412017,-0.212393736,0.02427315
Anisian,-242.00001,0.113162468,0.00575569,0.219508736,0.141853868,0.031799433,0.246225722,-0.0286914,-0.190407743,0.116390761
Anisian,-246.7,0.113162468,0.00575569,0.219508736,0.141853868,0.031799433,0.246225722,-0.0286914,-0.190407743,0.116390761
Olenekian,-246.70001,0.172760931,0.033161092,0.311215439,0.256268806,0.086604877,0.417216233,-0.083507876,-0.312118512,0.124788095
Changhsingian,-252.0,0.172760931,0.033161092,0.311215439,0.256268806,0.086604877,0.417216233,-0.083507876,-0.312118512,0.124788095
Changhsingian,-252.00001,0.029294906,0.000988229,0.064638263,0.201349526,0.117802042,0.283317044,-0.172054621,-0.25432503,-0.083607514
Wuchiapingian,-259.5,0.029294906,0.000988229,0.064638263,0.201349526,0.117802042,0.283317044,-0.172054621,-0.25432503,-0.083607514
Wuchiapingian,-259.50001,0.1507442,0.014225373,0.273886615,0.053482916,0.00516951,0.110484393,0.097261284,-0.031876864,0.250935504
Wordian,-264.3,0.1507442,0.014225373,0.273886615,0.053482916,0.00516951,0.110484393,0.097261284,-0.031876864,0.250935504
Wordian,-264.30001,0.231774005,0.016532759,0.469579731,0.036785959,0.000117098,0.096357146,0.194988046,-0.036423841,0.440327351
Roadian,-274.4,0.231774005,0.016532759,0.469579731,0.036785959,0.000117098,0.096357146,0.194988046,-0.036423841,0.440327351
Kungurian,-274.40001,0.028227071,0.000143291,0.075401803,0.034894898,6.66e-05,0.093368977,-0.006667827,-0.083974412,0.060448435
