occurrence_no,common_body_parts,pres_mode,preservation_quality,abund_value,abund_unit,class,order,family,genus,life_habit,diet,collection_no,early_interval,late_interval,time_bins,museum,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,lithology2,lithification2,environment,geology_comments,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,preservation_comments,collection_type,collection_methods,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
1327694,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurosaurus,,carnivore,175565,Wuchiapingian,,Wuchiapingian,,259.51,254.14,256.825,5.37,22.68111,-31.295555,"AMNH 5504, anterior part of a compressed and eroded snout",ZA,Western Cape,Beaufort West,,,,Tropidostoma and Cistecephalus Assemblage Zone,Aelurosaurus felinus,NA,species,56820,Aelurosaurus n. sp. tenuirostris,species,335614,subjective synonym of,Sigogneau-Russell,1989,57886,Kuilspoort,NA,Kuilsport,based on nearby landmark,seconds,,"Coordinates based in the location of the Kuilspoort farm, near Beaufort West.",gplates,701,mid,-19.42,-50.44,scotese,701,mid,-28.98,-60.07,seton,not computable using this model,NA,NA,NA,ZA,,,"This locality is identified as pertaining to the Cistecephalus Assemblage Zone in Kitching, 1977, before the introduction of the Tropidostoma Assemblage Zone. In Kammerer et al., 2011, specimens coming from this locality are identified as pertaining to either the Tropidostoma or the Cistecephalus zones.\r\n\r\nDirect dates for the Tropidostoma and Cistecephalus Assemblage Zones from Rubidge et al., 2013",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1327692,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurosaurus,,carnivore,177007,Guadalupian,,-,,273.01,259.51,266.26,13.5,22.582779,-32.350277,"BMNH R 855, snout",ZA,Western Cape,Beaufort West,Abrahamskraal,Beaufort,,,Aelurosaurus felinus,NA,species,56820,n. gen. Aelurosauroides n. sp. watsoni,species,340395,subjective synonym of,Sigogneau-Russell,1989,57886,"Gouph Tract, Beaufort West",NA,Gouph Koup,based on nearby landmark,seconds,,"""Unreliable locality, as this tract covers an extensive area"" Kitching 1977, coordinates for Beaufort West",gplates,701,mid,-31.24,-55.02,scotese,701,mid,-35.42,-59.04,seton,not computable using this model,NA,NA,NA,ZA,,,"This is a vague locality covering both the Tapinocephalus and the Pristerognathus Assemblage Zones, making the precise stratigraphic origin of the different remains difficult to assesss (Kammerer et al, 2011)",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1327691,,body,,NA,,Osteichthyes,Anomodontia,Oudenodontidae,Oudenodon,,herbivore,178478,Wuchiapingian,,Wuchiapingian,BPI,259.51,254.14,256.825,5.37,23.934999,-31.411388,,ZA,Northern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Oudenodon,NA,genus,39052,Oudenodon baini,species,39052,species not entered,Kitching,1977,27216,Richmond Commonage,NA,,based on nearby landmark,seconds,outcrop,Koppie about two miles west of Richmond. Coordinates based upon town of Richmond. ,gplates,701,mid,-18.74,-51.43,scotese,701,mid,-28.33,-61.1,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Cistecephalus Assemblage Zone is dated as Wuchiapingian on the basis of radioisotopic data (Rubidge et al. 2013, Geology) ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,field collection,,,,Kitching,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1327690,,body,,NA,,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,herbivore,178478,Wuchiapingian,,Wuchiapingian,BPI,259.51,254.14,256.825,5.37,23.934999,-31.411388,,ZA,Northern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Diictodon feliceps,NA,species,56870,Dicynodon sollasi,species,339759,subjective synonym of,Kitching,1977,27216,Richmond Commonage,NA,,based on nearby landmark,seconds,outcrop,Koppie about two miles west of Richmond. Coordinates based upon town of Richmond. ,gplates,701,mid,-18.74,-51.43,scotese,701,mid,-28.33,-61.1,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Cistecephalus Assemblage Zone is dated as Wuchiapingian on the basis of radioisotopic data (Rubidge et al. 2013, Geology) ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,field collection,,,,Kitching,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1327689,,body,,NA,,Osteichthyes,Dicynodontia,Pylaecephalidae,Diictodon,,herbivore,178478,Wuchiapingian,,Wuchiapingian,BPI,259.51,254.14,256.825,5.37,23.934999,-31.411388,,ZA,Northern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Diictodon feliceps,NA,species,56870,Dicynodon psittacops,species,56858,subjective synonym of,Kitching,1977,27216,Richmond Commonage,NA,,based on nearby landmark,seconds,outcrop,Koppie about two miles west of Richmond. Coordinates based upon town of Richmond. ,gplates,701,mid,-18.74,-51.43,scotese,701,mid,-28.33,-61.1,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Cistecephalus Assemblage Zone is dated as Wuchiapingian on the basis of radioisotopic data (Rubidge et al. 2013, Geology) ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,field collection,,,,Kitching,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1327688,,body,,6,specimens,Osteichthyes,Dicynodontia,Cistecephalidae,Cistecephalus,,herbivore,178478,Wuchiapingian,,Wuchiapingian,BPI,259.51,254.14,256.825,5.37,23.934999,-31.411388,,ZA,Northern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Cistecephalus microrhinus,NA,species,56851,Cistecephalus microrhinus,species,56851,,Kitching,1977,27216,Richmond Commonage,NA,,based on nearby landmark,seconds,outcrop,Koppie about two miles west of Richmond. Coordinates based upon town of Richmond. ,gplates,701,mid,-18.74,-51.43,scotese,701,mid,-28.33,-61.1,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Cistecephalus Assemblage Zone is dated as Wuchiapingian on the basis of radioisotopic data (Rubidge et al. 2013, Geology) ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,field collection,,,,Kitching,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1327687,,body,,1,specimens,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,178478,Wuchiapingian,,Wuchiapingian,BPI,259.51,254.14,256.825,5.37,23.934999,-31.411388,"BP/1/259, skull",ZA,Northern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Aelurognathus tigriceps,NA,species,335407,Aelurognathus cf. serratidens,species,335411,subjective synonym of,Sigogneau-Russell,1989,57886,Richmond Commonage,NA,,based on nearby landmark,seconds,outcrop,Koppie about two miles west of Richmond. Coordinates based upon town of Richmond. ,gplates,701,mid,-18.74,-51.43,scotese,701,mid,-28.33,-61.1,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Cistecephalus Assemblage Zone is dated as Wuchiapingian on the basis of radioisotopic data (Rubidge et al. 2013, Geology) ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,field collection,,,,Kitching,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1327686,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Clelandina,,carnivore,177563,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,24.166668,-32.049721,"RC 102, crushed but complete skull and lower jaws",ZA,Eastern Cape,Graaff-Reinet,,Beaufort,,Dicynodon Assemblage Zone,Clelandina rubidgei,NA,species,335445,n. gen. Dracocephalus n. sp. scheepersi,species,335446,subjective synonym of,Brink and Kitching,1953,59048,"Zuurplaats, Suurplaas, Graaff-Reinet (Dicynodon Assemblage Zone)",NA,"Zuurplaas, Zuurpoort",based on nearby landmark,seconds,,"Coordinates for the Zuurplaats farm, near Graaff-Reinet",gplates,701,mid,-18.5,-51.56,scotese,701,mid,-28.84,-61.65,seton,not computable using this model,NA,NA,NA,ZA,,,"Maximum date for the Dicynodon Assemblage Zone from Rubidge et al., 2013",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1327685,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Clelandina,,carnivore,178477,Wuchiapingian,Changhsingian,-,BPI,259.51,251.902,255.706,7.608,24.0275,-31.8125,"BP/1/742, partial skull and lower jaws",ZA,Western Cape,,,Beaufort,,Daptocephalus Assemblage Zone,Clelandina rubidgei,NA,species,335445,n. gen. Tigrisaurus n. sp. pricei,species,134842,subjective synonym of,Kammerer,2016,57838,"Milton (De Hoop), Murraysburg",NA,Swavel Kranse,based on nearby landmark,seconds,outcrop,"Based on farm of De Hoop, near Murraysburg",gplates,701,mid,-18.27,-51.34,scotese,701,mid,-28.48,-61.45,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Daptocephalus or Dicynodon Assemblage Zone, constrained as late Wuchiapingian to Changhsingian by radioisotopic data (Rubidge et al. 2013, Geology). ",,not reported,,,,,terrestrial indet.,,macrofossils,some,,,,,taxonomic,survey of museum collection,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326962,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,178278,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,22.733299,-32.150002,"SAM-PK-K8558, complete skull",ZA,Western Cape,,,Beaufort,,,Aelurognathus tigriceps,NA,species,335407,Aelurognathus tigriceps,species,335408,,Kammerer,2016,57838,"De Hoop 117, Badshoek, Beaufort West",NA,,based on nearby landmark,4,outcrop,,gplates,701,mid,-19.6,-50.56,scotese,701,mid,-30.01,-60.57,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Uncertain if this is from Tropidostoma, Cistecephalus or Daptocephalus/Dicynodon Assemblage Zone. Overall age of these zones ranges from Wuchiapingian to Changhsingian",,not reported,,,,,terrestrial indet.,,macrofossils,some,,,,,taxonomic,survey of museum collection,,,,,,"SAM: South African Museum, Cape Town",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326961,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,178277,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,22.8543,-32.209,"SAM-PK-K1302, partial snout and lower jaws",ZA,Western Cape,,,Beaufort,,,Aelurognathus tigriceps,NA,species,335407,Aelurognathus tigriceps,species,335408,,Kammerer,2016,57838,"Bleak Hoose, Renosterkop, Beaufort West",NA,,based on nearby landmark,4,outcrop,,gplates,701,mid,-19.6,-50.68,scotese,701,mid,-30.04,-60.69,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Uncertain if this is from Tropidostoma, Cistecephalus or Daptocephalus/Dicynodon Assemblage Zone. Overall age of these zones ranges from Wuchiapingian to Changhsingian",,not reported,,,,,terrestrial indet.,,macrofossils,some,,,,,taxonomic,survey of museum collection,,,,,,"SAM: South African Museum, Cape Town",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326960,,body,good,1,individuals,Osteichthyes,Anomodontia,Rhachiocephalidae,Kitchinganomodon,,herbivore,144272,Wuchiapingian,,Wuchiapingian,,259.51,254.14,256.825,5.37,24.533333,-32.25,"RC 88, a complete skull and mandible and cervical vertebral column",ZA,Eastern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Kitchinganomodon crassus,NA,species,340227,Platycyclops n. sp. crassus,species,340227,recombined as,Broom,1948,57014,"Ferndale, Graaff-Reinet (Cistecephalus Assemblage Zone)",NA,,based on nearby landmark,minutes,small collection,Coordinates based on town of Graaff-Reinet,gplates,701,mid,-19.52,-52.28,scotese,701,mid,-29.54,-61.89,seton,not computable using this model,NA,NA,NA,ZA,,bed,"Direct dates for Cistecephalus assemblage zone from Rubidge et al., 2013",,"""siliciclastic""",,,,,terrestrial indet.,,macrofossils,some,,,,,taxonomic,survey of museum collection,,,,Rev. J. H. Whaits,,"SAM: Iziko South African Museum, Cape Town",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326959,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,178276,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,22.4034,-31.723301,"SAM-PK-11121, crushed skull",ZA,Western Cape,,,Beaufort,,,Aelurognathus tigriceps,NA,species,335407,Aelurognathus tigriceps,species,335408,,Kammerer,2016,57838,"Rocklands, Beaufort West",NA,,based on nearby landmark,4,outcrop,,gplates,701,mid,-19.25,-50.11,scotese,701,mid,-29.44,-60.15,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Uncertain if this is from Tropidostoma, Cistecephalus or Daptocephalus/Dicynodon Assemblage Zone. Overall age of these zones ranges from Wuchiapingian to Changhsingian",,not reported,,,,,terrestrial indet.,,macrofossils,some,,,,,taxonomic,survey of museum collection,,,,,,"SAM: South African Museum, Cape Town",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326958,skulls,body,,1,specimens,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,171377,Wuchiapingian,,Wuchiapingian,,259.51,254.14,256.825,5.37,22.433332,-31.966667,"SAM-PK-2342, complete skull",ZA,Western Cape,Beaufort West,,Beaufort,,Tropidostoma Assemblage,Aelurognathus tigriceps,NA,species,335407,Scymnognathus n. sp. tigriceps,species,335407,recombined as,Kammerer,2016,57838,Dunedin,NA,Quaggasfontein,estimated from map,minutes,local area,"Dunedin, Beaufort West",gplates,701,mid,-20.5,-50.59,scotese,701,mid,-30.38,-60.14,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Listed as Cistecephalus Zone by Kitching (1977), and Tropidostoma by Kammerer (2016) and Marsicano et al. (2017)",,not reported,,,,,terrestrial indet.,,macrofossils,,,postcrania,,,taxonomic,field collection,,,,,,"SAM: South African Museum, Cape Town",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326957,,body,,1,specimens,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,178275,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,23.946667,-31.413334,"RC 792, partial skull",ZA,Northern Cape,,,Beaufort,,Cistecephalus or Daptocephalus Assemblage Zone,Aelurognathus tigriceps,NA,species,335407,Aelurognathus tigriceps,species,335408,,Kammerer,2016,57838,"Bullberg, Richmond - undifferentiated assemblage zone",NA,,based on nearby landmark,seconds,outcrop,Coordinates based on Richmond,gplates,701,mid,-17.77,-51.08,scotese,701,mid,-27.78,-61.23,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,Both Cistecephalus and Daptocephalus/Dicynodon Assemblage Zone strata are exposed at this locality. This collection is for occurrences not tied to a specific assemblage zone. ,,not reported,,,,,terrestrial indet.,,macrofossils,some,,,,,taxonomic,survey of museum collection,,,,,,"RC: Rubidge Collection, Wellwood",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326956,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,177563,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,24.166668,-32.049721,"SAM-PK-K1220, crushed snout",ZA,Eastern Cape,Graaff-Reinet,,Beaufort,,Dicynodon Assemblage Zone,Aelurognathus tigriceps,NA,species,335407,n. gen. Gorgonorhinus n. sp. luckhoffi,species,335412,subjective synonym of,Broom,1948,57014,"Zuurplaats, Suurplaas, Graaff-Reinet (Dicynodon Assemblage Zone)",NA,"Zuurplaas, Zuurpoort",based on nearby landmark,seconds,,"Coordinates for the Zuurplaats farm, near Graaff-Reinet",gplates,701,mid,-18.5,-51.56,scotese,701,mid,-28.84,-61.65,seton,not computable using this model,NA,NA,NA,ZA,,,"Maximum date for the Dicynodon Assemblage Zone from Rubidge et al., 2013",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326955,,body,,1,specimens,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,80826,Wuchiapingian,,Wuchiapingian,,259.51,254.14,256.825,5.37,24.533333,-32.25,"RC 198, crushed partial skull",ZA,Eastern Cape,,Middleton/Balfour,Beaufort,,Cistecephalus Assemblage,Aelurognathus tigriceps,NA,species,335407,Aelurognathus tigriceps,species,335408,,Kammerer,2016,57838,Graaff-Reinet Commonage,NA,,based on nearby landmark,minutes,basin,Lat long is for the town of Graaff-Reinet.,gplates,701,mid,-19.52,-52.28,scotese,701,mid,-29.54,-61.89,seton,not computable using this model,NA,NA,NA,ZA,,formation,"""Cistecephalus Zone""; The Cistecephalus Assemblage Zone is Wuchiapingian, according to Catuneanu et al. (2005, J. Afr. Earth Sci. 43); Lithostratigraphy is from correlation chart in Catuneanu et al. (2005, p. 237). ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326954,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,177563,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,24.166668,-32.049721,"RC 110, partial skull and lower jaws",ZA,Eastern Cape,Graaff-Reinet,,Beaufort,,Dicynodon Assemblage Zone,Aelurognathus tigriceps,NA,species,335407,Gorgonorhinus n. sp. minor,species,335417,subjective synonym of,Broom,1948,57014,"Zuurplaats, Suurplaas, Graaff-Reinet (Dicynodon Assemblage Zone)",NA,"Zuurplaas, Zuurpoort",based on nearby landmark,seconds,,"Coordinates for the Zuurplaats farm, near Graaff-Reinet",gplates,701,mid,-18.5,-51.56,scotese,701,mid,-28.84,-61.65,seton,not computable using this model,NA,NA,NA,ZA,,,"Maximum date for the Dicynodon Assemblage Zone from Rubidge et al., 2013",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326953,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Clelandina,,carnivore,178274,Wuchiapingian,,Wuchiapingian,,259.51,254.14,256.825,5.37,24.540556,-32.25222,"RC 94, poorly preserved skull",ZA,Eastern Cape,,,Beaufort,,Cistecephalus Assemblage Zone,Clelandina rubidgei,NA,species,335445,Clelandina n. sp. major,species,335416,subjective synonym of,Kammerer,2016,57838,"Spandau Kop, Graaff-Reinet Commonage",NA,,based on nearby landmark,seconds,outcrop,,gplates,701,mid,-19.52,-52.29,scotese,701,mid,-29.54,-61.9,seton,not computable using this model,NA,NA,NA,ZA,,group of beds," Cistecephalus Assemblage Zone, constrained as Wuchiapingian on the basis of radioisotopic dates (Rubidge et al. 2013. Geology). ",,not reported,,,,,terrestrial indet.,,macrofossils,some,,,,,taxonomic,survey of museum collection,,,,,,"RC: Rubidge Collection, Wellwood",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326952,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,178273,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,23.372499,-31.99,"RC 60, complete skull and lower jaws",ZA,Western Cape,,,Beaufort,,,Aelurognathus tigriceps,NA,species,335407,n. gen. Tigricephalus n. sp. kingwilli,species,335418,subjective synonym of,Broom,1948,57014,"Middlevlei, Murraysburg",NA,,based on nearby landmark,seconds,outcrop,,gplates,701,mid,-18.96,-50.95,scotese,701,mid,-29.28,-61.01,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Probably represents the Tropidostoma, Cistecephalus or Daptocephalus Assemblage Zone, constrained as Wuchiapingian-Changhsingian on the basis of radioisotopic dates (Rubidge et al. 2013. Geology). ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,survey of museum collection,,,,,,"RC: Rubidge Collection, Wellwood",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
1326951,,body,,1,individuals,Osteichthyes,Cotylosauria,Gorgonopidae,Aelurognathus,,carnivore,178272,Wuchiapingian,Changhsingian,-,,259.51,251.902,255.706,7.608,25.121389,-32.507221,"CGS WB 281, skull and lower jaws",ZA,Eastern Cape,,,Beaufort,,,Aelurognathus tigriceps,NA,species,335407,Aelurognathus tigriceps,species,335408,,Kammerer,2016,57838,"Weltevreden, Pearston",NA,,based on nearby landmark,seconds,outcrop,"Coordinates for the farm of Weltevreden, near town of Pearston",gplates,701,mid,-18.5,-52.49,scotese,701,mid,-29.07,-62.57,seton,not computable using this model,NA,NA,NA,ZA,,group of beds,"Probably represents the Tropidostoma, Cistecephalus or Daptocephalus Assemblage Zone, constrained as Wuchiapingian-Changhsingian on the basis of radioisotopic dates (Rubidge et al. 2013. Geology). ",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,survey of museum collection,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
