genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lambda,avg_mu,mean_pt_1myr_z_trans,Mod_R_deltaTMyr_pt_1myr_z_trans
Kuehneotherium,0.387693308,1,0,0,0,208.2505184,201.2803713,6.970147132,0.240656711,0.675056658,0.051586824,-0.563312408
Kunpania,-0.297424559,1,0,0,0,255.8858229,255.7740962,0.111726702,2.728133198,3.56173671,-0.558398319,-0.011961492
Kwazulusaurus,-0.297424559,0,0,1,0,255.7068764,255.5299994,0.176876965,1.293193314,1.464562951,-0.558398319,-0.011961492
Lalieudorhynchus,-0.297424559,0,1,0,0,263.0045941,262.6196438,0.38495022,1.328143249,1.627668806,-0.309254682,0.405187023
Langbergia,-0.05492919,0,0,1,0,249.7829323,246.6981179,3.084814365,0.11201476,0.642857538,1.646776661,-0.504106652
Lanthanostegus,-0.297424559,0,0,1,0,263.513559,260.8264639,2.687095143,1.410098928,1.111260188,-0.57537789,1.474456907
Lemurosaurus,-0.297424559,0,0,1,0,258.0938359,255.2932503,2.800585533,1.226133246,1.457728421,-0.144202724,-0.585590769
Lende,-0.297424559,0,0,1,0,257.5727171,257.3949178,0.177799211,1.440827398,1.270866833,-0.016673172,-0.859216347
Leogorgon,-0.264824227,1,0,0,0,262.3739133,258.0281947,4.345718623,0.873626583,2.28481351,-0.521759034,1.20376876
Leontosaurus,-0.297424559,0,0,1,0,259.3287555,252.9556903,6.373065207,1.811297461,2.066522208,-0.527401352,-0.336339042
Lepagia,-0.082661278,1,0,0,0,207.618907,201.5116504,6.107256647,0.302889367,1.142224566,0.004701643,-0.562057838
Leucocephalus,-0.297424559,0,0,1,0,256.3816393,256.1946681,0.186971129,0.940389592,1.251363588,-0.558398319,-0.011961492
Lobalopex,-0.297424559,0,0,1,0,256.8123863,256.6052003,0.207185991,1.044378563,1.214076461,-0.016673172,-0.859216347
Lophorhinus,-0.297424559,0,0,1,0,256.4326468,256.2500845,0.182562326,1.074533476,1.239867007,-0.558398319,-0.011961492
Luangwa,-0.141271243,0,0,1,0,246.6804252,234.40738,12.27304521,1.227105774,0.222128189,1.066339081,-0.048900923
Lumkuia,-0.297424559,0,0,1,0,244.8967758,244.7120301,0.184745682,1.526628773,1.028212778,0.814771646,-0.796538939
Lupeosaurus,-0.297424559,0,1,0,0,297.3101875,296.7173027,0.592884747,0.835938427,0.893964199,-0.595793182,-0.4497477
Lycaenodon,-0.152345603,0,0,1,0,260.6101173,253.7996514,6.810465876,0.635850978,0.470332924,-0.42399463,-0.263566842
Lycaenops,0.668769528,0,0,1,0,259.952424,253.0786327,6.873791293,1.115722667,0.603032737,-0.383761176,-0.398415708
Lycedops,-0.297424559,0,0,1,0,262.5069526,261.9244075,0.582545088,0.897211027,0.677224863,-1.54494948,1.524856541
Lycideops,-0.297424559,0,0,1,0,254.572477,254.4118998,0.160577273,1.279275273,1.947607696,-0.825805019,-0.738633819
Lycosaurus,-0.271795739,0,0,1,0,263.1637034,256.1241212,7.039582176,1.153235889,1.069909614,-0.324357239,0.496493036
Lycosuchus,-0.297424559,0,0,1,0,261.3606943,260.6538651,0.706829237,0.568614353,1.111299378,0.128070492,2.493327157
Lystrosaurus,8.424945178,1,0,1,1,262.739907,246.659792,16.08011498,0.879997857,0.213327884,0.256119565,0.306751859
Malasaurus,-0.297424559,1,0,0,0,258.6776678,258.5313958,0.146271998,1.791871866,2.541923428,-0.004761794,0.251364994
Mandagomphodon,-0.297424559,0,0,1,0,245.1639969,243.8218268,1.34217005,1.551529888,0.938852072,1.38510902,0.258946328
Martensius,-0.297424559,0,1,0,0,288.1915605,287.7411876,0.450372881,1.048568279,1.093996654,-0.571677217,-0.692432648
Massetognathus,-0.238528042,0,0,1,0,242.0641907,230.8478763,11.21631444,0.456496211,0.316421537,0.921587598,-0.088360518
Maubeugia,-0.297424559,1,0,0,0,206.3389093,205.7590885,0.579820811,1.028577769,0.807812457,0.138178843,-0.522030276
Megawhaitsia,-0.088928349,1,0,0,0,261.0785845,257.5098429,3.568741542,0.241433734,0.959374933,-0.099905835,0.601156008
Menadon,-0.297424559,0,0,1,0,232.1271022,230.6451763,1.481925876,0.397077826,0.438875452,1.543971697,0.036032371
Mesenosaurus,2.430953999,1,1,0,0,287.1823317,264.2038658,22.97846591,0.185925498,0.366877014,-0.851945376,0.120116898
Meurthodon,-0.297424559,1,0,0,0,205.5082935,205.0035677,0.504725876,1.231184873,1.08727186,-0.226130286,-0.404854956
Microconodon,-0.258189477,0,1,0,0,234.1011174,213.4643166,20.63680081,1.090191331,0.712866458,0.511542833,0.026502436
Microgomphodon,0.710273085,0,0,1,0,249.4990552,236.8414818,12.65757339,0.166312369,0.254277242,1.316615387,-0.003290234
Microhelodon,-0.297424559,0,0,1,0,244.6557527,244.4351467,0.220605984,1.337922062,1.012391204,0.814771646,-0.796538939
Microscalenodon,-0.291850617,1,0,0,0,207.0425063,202.8140571,4.228449176,1.461166997,1.310525114,0.104262879,-0.70553264
Microsyodon,-0.297424559,1,0,0,0,273.8342964,268.9677398,4.866556544,1.085816671,0.53800208,-0.642353492,-0.236208962
Microurania,-0.124658132,1,0,0,0,266.1670883,257.9295945,8.237493793,0.325015377,1.168203477,-0.698661694,0.477633287
Microvaranops,-0.297424559,0,0,1,0,263.8942703,259.951034,3.943236284,1.675734403,1.616359309,-0.597882256,1.242224268
Microwhaitsia,-0.297424559,0,0,1,0,258.2413771,255.5782784,2.663098749,1.269572449,1.18525877,-0.144202724,-0.585590769
Minicynodon,-0.297424559,0,0,1,0,218.1130766,216.9923732,1.120703413,0.221090081,0.331053564,0.039566226,0.764239401
Mirotenthes,-0.297424559,0,0,1,0,258.0366932,255.3991651,2.637528062,1.198380611,1.44596092,-0.144202724,-0.585590769
Mitredon,-0.297424559,1,0,0,0,205.4456842,204.8904231,0.555261106,1.11938036,0.852374116,-0.226130286,-0.404854956
Moghreberia,-0.297424559,0,1,0,0,235.7869967,227.9006127,7.886383991,1.654315691,0.753827723,0.80207891,-0.258063362
Mojo,-0.297424559,1,0,0,0,203.4560205,202.9537254,0.502295087,0.807219989,1.474972393,0.124156959,-1.015368406
Molybdopygus,-0.297424559,1,0,0,0,265.4300086,265.0615901,0.368418514,0.805509797,1.115109893,-1.275559591,-0.229129834
Morganucodon,-0.297424559,1,0,0,0,207.5867716,202.2550582,5.331713462,1.838796889,1.881791172,0.104262879,-0.70553264
Mormosaurus,-0.297424559,0,0,1,0,262.2659003,261.4446067,0.821293613,0.518716212,0.805741213,-1.54494948,1.524856541
Moschops,-0.177974424,0,0,1,0,264.3789862,256.7432144,7.635771789,1.48106094,0.202510279,-0.41373115,0.348364878
Moschorhinus,0.042990575,0,0,1,0,260.4957875,246.9136485,13.58213904,0.767078431,0.576263908,0.393913716,0.063560432
Moschowhaitsia,-0.088928349,1,0,0,0,261.1682187,256.860293,4.307925626,0.270004379,1.20134209,-0.083259302,0.309081537
Muchia,-0.297424559,1,0,0,0,261.75834,261.313688,0.444652001,1.279207933,1.312741762,-1.54494948,1.524856541
Mucrotherium,-0.297424559,1,0,0,0,205.0624902,204.4953717,0.567118488,0.887505718,0.893054106,-0.226130286,-0.404854956
Mupashi,-0.297424559,0,0,1,0,256.3284068,256.1236386,0.204768158,0.76628151,0.985706726,-0.558398319,-0.011961492
Mycterosaurus,-0.15598139,0,1,0,0,290.2041201,276.9504469,13.2536732,0.420746692,0.369896573,-0.718405452,0.25965194
Myosauroides,-0.297424559,0,0,1,0,256.9581484,256.7874659,0.170682572,0.942497649,1.062473268,-0.016673172,-0.859216347
Myosaurus,0.752244174,0,0,1,1,251.9883781,246.6606424,5.327735763,1.212284677,0.680852913,1.832427301,-0.147641625
Nanictidops,-0.297424559,0,0,1,0,256.4908011,256.2927946,0.198006454,0.854596626,1.10720002,-0.558398319,-0.011961492
Nanictocephalus,-0.297424559,0,0,1,0,256.9482793,256.7520335,0.196245789,0.829445407,0.929956918,-0.016673172,-0.859216347
Nanictosaurus,-0.152345603,0,0,1,0,260.7693189,252.3638291,8.40548987,0.630561464,0.801431672,-0.544650602,-0.226105868
Nanocynodon,-0.297424559,1,0,0,0,261.29397,260.7055663,0.588403624,1.046414021,1.370558592,0.128070492,2.493327157
Nanogomphodon,-0.297424559,1,0,0,0,238.3745848,238.2060435,0.168541345,1.92320616,1.675769973,0.519762364,-0.713689692
Niaftasuchus,-0.297424559,1,0,0,0,273.1043199,267.6581985,5.446121453,0.852945426,0.872845592,-0.708668047,-0.006977986
Niassodon,-0.297424559,0,0,1,0,257.1064996,256.9273899,0.179109704,0.958719431,1.038134171,-0.016673172,-0.859216347
Nikkasaurus,-0.297424559,1,0,0,0,270.3130963,266.1191741,4.193922251,0.744155788,1.102842194,-0.674743838,0.208353031
Niuksenitia,-0.297424559,1,0,0,0,261.873385,261.3298345,0.543550542,1.010283994,1.192526313,-1.54494948,1.524856541
Nochnitsa,-0.297424559,1,0,0,0,262.1818951,261.5040735,0.677821644,1.024492761,1.114164409,-1.54494948,1.524856541
Notaelurodon,-0.297424559,0,0,1,0,254.306672,254.1503378,0.156334207,1.08221033,1.682474339,-0.825805019,-0.738633819
Nothogomphodon,0.205727677,1,0,0,0,245.9870648,241.9532487,4.033816168,1.69103277,0.626750018,1.4193082,0.264654946
Notictoides,-0.297424559,0,0,0,1,249.3396967,249.2647891,0.074907595,5.526899442,4.746129907,1.909248818,-0.670343207
Notosyodon,-0.297424559,1,0,0,0,263.7592867,263.2992202,0.460066541,1.067860203,0.751752539,-1.039348528,-0.688532228
Nshimbodon,-0.297424559,0,0,1,0,257.3981833,257.2092131,0.188970203,1.077619371,0.920239751,-0.016673172,-0.859216347
Nythosaurus,-0.297424559,0,0,1,0,244.0178923,243.8077533,0.210138975,1.034388731,1.005363862,1.955446393,1.314431594
Odontocyclops,0.668769528,0,0,1,0,259.9332817,254.0883472,5.844934514,1.003280528,0.274635353,-0.295352408,-0.330372085
Oligokyphus,-0.297424559,1,0,0,0,206.0990755,203.986708,2.112367453,1.041767068,1.259180572,-0.017472845,-0.5196843
Olivierosuchus,-0.181757414,0,0,1,0,251.5212124,246.8953005,4.625911927,0.516385596,0.811363406,1.832427301,-0.147641625
Ophiacodon,0.693937351,0,1,0,0,298.575887,274.4432392,24.13264782,0.123724739,0.595461579,-0.779750253,0.194908819
Ophidostoma,-0.297424559,0,0,1,0,256.44673,256.2509308,0.19579925,0.804506802,1.132988817,-0.558398319,-0.011961492
Ordosiodon,-0.297424559,1,0,0,0,245.2819003,242.415971,2.865929328,1.497773741,1.262171371,1.612393387,-0.14892713
Oromycter,-0.297424559,0,1,0,0,287.8670896,287.334949,0.532140675,1.06153272,1.017750024,-0.571677217,-0.692432648
Otsheria,-0.297424559,1,0,0,0,266.0453052,265.6623171,0.382988167,0.61316959,1.104198631,-1.719219626,0.881694046
Oudenodon,1.03766078,0,0,1,0,262.2489914,251.9873902,10.26160125,0.883981128,1.039609174,-0.460383952,0.513294352
Pachydectes,-0.297424559,0,0,1,0,263.0639785,262.278932,0.785046502,0.85050312,0.4283975,-0.309254682,0.405187023
Palemydops,-0.152345603,0,0,1,0,260.9754502,254.1216274,6.853822773,0.691798787,0.480742294,-0.357026232,-0.184389013
Pampaphoneus,-0.297424559,0,0,1,0,266.1750677,263.0084575,3.166610213,1.594211151,0.741628726,-1.344709248,-0.011989338
Panchetocynodon,-0.297424559,0,0,1,0,250.5634358,250.3508473,0.21258841,1.479422379,1.0314649,2.153673365,-1.022197668
Parabradysaurus,-0.266263272,1,0,0,0,274.7276889,270.4117073,4.31598165,1.161871381,0.287070313,-0.728448279,-0.492391472
Paraburnetia,-0.297424559,0,0,1,0,257.6676861,257.476325,0.191361079,1.120192716,0.900802069,0.142463319,-0.885594469
Paragalerhinus,-0.297424559,0,0,1,0,256.9022828,256.7116379,0.190644891,1.138118176,1.281669181,-0.016673172,-0.859216347
Parakannemeyeria,1.085550176,1,0,0,0,246.9061168,235.295843,11.61027377,1.76646035,0.447041138,1.13918609,0.038611289
Parasuminia,-0.297424559,1,0,0,0,262.6693061,262.1849679,0.484338209,1.425638124,1.132834984,-1.54494948,1.524856541
Paratraversodon,-0.297424559,0,0,1,0,240.0840387,239.8942253,0.189813393,0.85544981,0.526033913,1.528109483,0.438044897
Pardosuchus,-0.297424559,0,0,1,0,261.9338354,261.1549822,0.778853189,0.658568526,1.032990423,-1.54494948,1.524856541
Pascualgnathus,-0.297424559,0,0,1,0,235.7937587,228.2228318,7.570926878,0.593760871,0.556664424,0.80207891,-0.258063362
Patranomodon,-0.297424559,0,0,1,0,266.2880986,264.4968526,1.791245981,1.514457032,0.61295103,-1.497389609,0.326282106
Pelanomodon,-0.152345603,0,0,1,0,260.4115362,251.9411285,8.470407703,0.634446821,0.967473032,-0.405260498,0.180894909
Pelictosuchus,-0.297424559,0,0,1,0,257.2034727,255.0032785,2.200194241,0.991972563,1.419371342,-0.287535745,-0.43558892
Peramodon,-0.264824227,1,0,0,0,262.4238231,259.1939658,3.229857299,1.091775252,1.890628116,-0.694091448,1.521236683
Perplexisaurus,-0.06519668,1,0,0,0,266.5072549,259.9214163,6.585838594,0.267424867,0.632650778,-0.917950967,0.704704151
Phocosaurus,-0.297424559,0,0,1,0,263.094085,259.9446601,3.149424872,1.193001124,1.4971741,-0.597882256,1.242224268
Phreatophasma,-0.297424559,1,0,0,0,271.4457427,270.7076507,0.738092035,0.570232561,0.417733482,-1.215724316,-0.053251943
Phthinosaurus,-0.265050452,1,0,0,0,271.758672,264.6328944,7.125777635,0.511783091,0.90332809,-0.987068412,0.204674914
Placerias,-0.162830275,0,1,0,0,235.2056287,209.0391992,26.16642956,0.884343511,0.547854441,0.458506937,-0.109468146
Planitorostris,-0.297424559,1,0,0,0,240.4100094,240.253876,0.156133404,1.122244687,1.820892562,1.528109483,0.438044897
Platycraniellus,-0.297424559,0,0,1,0,251.3070788,248.0152268,3.291851997,2.5251323,1.194480582,2.043685114,0.034589541
Platycyclops,-0.297424559,0,0,1,0,257.5758296,257.3945065,0.181323093,1.247034136,1.005435644,-0.016673172,-0.859216347
Platypodosaurus,-0.151656244,0,0,1,0,260.1006413,254.1357085,5.964932803,0.554777517,0.368337728,-0.357026232,-0.184389013
Polonodon,-0.297424559,1,0,0,0,232.1455776,231.4708752,0.674702412,1.50129874,1.383555473,1.568449877,1.175278511
Polycynodon,-0.297424559,0,0,1,0,256.8183808,256.6268335,0.191547259,0.99089921,1.056664613,-0.016673172,-0.859216347
Porosteognathus,-0.26192163,1,0,0,0,265.565804,261.2023814,4.363422627,0.784550717,1.409344083,-1.04227807,0.253095376
Pravoslavlevia,-0.297424559,1,0,0,0,260.6530182,260.2129511,0.44006706,1.107064032,1.419694846,-0.665395355,0.54552635
Pristerodon,1.017341343,0,0,1,0,263.4643532,254.0553767,9.408976458,1.415065288,0.194361976,-0.429810118,0.368559627
Pristerognathoides,-0.297424559,0,0,1,0,264.273406,258.7707691,5.502636866,2.281660373,1.744181847,-0.572606558,0.755288306
Pristerognathus,-0.297424559,0,0,1,0,264.1053097,259.7963309,4.308978814,1.950634278,1.805471336,-0.686175511,0.856072969
Pristerosaurus,-0.297424559,0,0,1,0,261.5702698,260.8696589,0.700610897,0.502334512,1.00612324,0.128070492,2.493327157
Probainognathus,-0.265776887,0,0,1,0,241.2820608,229.8393102,11.44275051,0.696052748,0.433210978,0.928999867,-0.233247944
Proburnetia,-0.297424559,1,0,0,0,262.1960424,261.6529424,0.543100086,1.212485679,1.106852001,-1.54494948,1.524856541
Procynosuchus,6.156335209,1,0,1,0,263.1326274,249.2137217,13.91890565,0.968049603,0.254367458,-0.082262259,0.487538338
Prodicynodon,-0.152345603,0,0,1,0,259.9153043,253.7838103,6.131493996,0.563886617,0.493014462,-0.383761176,-0.398415708
Progalesaurus,-0.297424559,0,0,1,0,251.5831168,251.461557,0.121559738,2.68204019,2.250058998,0.709860338,3.436901122
Promoschorhynchus,-0.184659383,0,0,1,0,261.0057529,253.2292207,7.776532186,0.656292382,0.892352739,-0.35498649,0.081044908
Protheriodon,-0.297424559,0,0,1,0,240.2011007,239.989081,0.212019672,0.87152234,0.524180086,1.528109483,0.438044897
Protuberum,-0.297424559,0,0,1,0,241.5770912,236.7653834,4.811707795,1.242803981,0.645430631,1.099245267,0.239034693
Prozostrodon,-0.297424559,0,0,1,0,231.4432555,214.1462681,17.2969874,0.467139031,0.324936202,0.236901846,0.181184145
Pseudotherium,-0.297424559,0,0,1,0,233.3393397,231.9601632,1.37917657,0.461560098,0.331474772,1.029530673,0.018593569
Pseudotriconodon,2.086797192,1,1,0,0,222.293662,199.3970976,22.89656441,0.180398638,0.134055793,0.225455732,-0.325341503
Ptomalestes,-0.297424559,0,0,1,0,263.8039433,260.2143856,3.589557715,1.655179501,1.407797286,-0.57537789,1.474456907
Purlovia,-0.088928349,1,0,0,0,261.3627848,257.0654428,4.297341955,0.234157966,1.07522731,-0.099905835,0.601156008
Putillosaurus,-0.297424559,1,0,0,0,248.633977,248.5541567,0.079820285,5.846194542,3.814296141,1.909248818,-0.670343207
Pyozia,-0.297424559,1,0,0,0,268.7261536,268.0669185,0.659235106,0.491827263,0.700819816,-1.040240823,1.139176894
Rabidosaurus,-0.175556954,1,0,0,0,246.0910257,242.5373667,3.55365897,2.735456353,0.873259127,1.459847768,-0.307756931
Raranimus,-0.297424559,1,0,0,0,269.9744637,269.3217841,0.65267952,0.385491528,0.49900068,-0.906076974,-0.525905242
Rastodon,-0.297424559,0,0,1,0,263.9852567,263.4654607,0.51979597,0.930462049,0.854838128,-1.039348528,-0.688532228
Rechnisaurus,0.12569417,0,0,1,0,246.3821155,241.8772256,4.504889867,0.713534209,0.212167229,1.335888742,0.05487469
Redondagnathus,-0.297424559,0,1,0,0,217.5199845,217.0321045,0.487880032,1.138285217,1.124468078,0.039566226,0.764239401
Regisaurus,-0.297424559,0,0,1,0,251.0952887,248.0290662,3.066222454,2.272136623,1.227348266,2.043685114,0.034589541
Reiszia,-0.297424559,1,0,0,0,272.9015125,268.0025652,4.898947367,0.849654438,0.844582556,-0.698287559,-0.08546942
Repelinosaurus,-0.297424559,0,1,0,0,248.7979211,248.7111649,0.086756275,4.662739158,3.478585242,1.909248818,-0.670343207
Rewaconodon,1.546582454,0,1,1,0,235.9398889,215.3846582,20.55523071,0.186024213,0.157490786,0.308222134,-0.209838582
Rhachiocephalus,0.668769528,0,0,1,0,259.9103039,253.6351175,6.275186415,1.101906204,0.422909834,-0.383761176,-0.398415708
Rhadiodromus,-0.175556954,1,0,0,0,246.4077492,242.7463125,3.66143663,3.294881549,0.765892017,1.459847768,-0.307756931
Rhinodicynodon,-0.297424559,1,0,0,0,244.359465,244.0904636,0.269001345,0.670100044,0.639479854,1.955446393,1.314431594
Rhopalodon,-0.174175094,1,0,0,0,267.59232,263.4377541,4.154565906,0.256721209,0.471109383,-1.202020186,-0.164473574
Riebeeckosaurus,-0.297424559,0,0,1,0,262.3954146,261.8205713,0.574843237,0.909791673,0.985872991,-1.54494948,1.524856541
Riograndia,-0.297424559,0,0,1,0,227.4683792,208.8440624,18.62431678,0.578674718,0.499756199,0.252140485,-0.1188143
Riojanodon,-0.297424559,0,0,1,0,239.5722351,239.3719507,0.200284395,0.649506637,0.546541101,0.744613257,0.523448309
Robertia,-0.144671536,0,0,1,0,264.2812671,258.6942131,5.587053985,1.243769282,0.13554487,-0.572606558,0.755288306
Rosieria,-0.297424559,1,0,0,0,206.5790825,203.6929816,2.886100817,1.159291751,1.053808028,-0.017472845,-0.5196843
Ruberodon,-0.297424559,0,0,1,0,231.9794794,230.785272,1.194207369,0.432607089,0.38997483,1.519493516,-1.103213768
Rubidgea,0.668769528,0,0,1,0,260.3269909,252.0317294,8.295261452,1.050667624,0.921304228,-0.544650602,-0.226105868
Ruhuhucerberus,-0.297424559,0,0,1,0,258.6912062,254.9646326,3.726573574,1.473672708,1.405112393,-0.368000061,-0.475806355
Ruthenosaurus,-0.297424559,0,1,0,0,282.7943088,282.4791647,0.315144115,1.646734316,1.536869383,-1.638800139,0.508818064
Sangusaurus,-0.141271243,0,0,1,0,246.4071505,235.7942207,10.61292982,1.101513317,0.211360096,1.13918609,0.038611289
Santacruzgnathus,-0.297424559,0,0,1,0,231.8990416,230.6059981,1.293043595,0.382374247,0.412070877,1.519493516,-1.103213768
Santacruzodon,-0.297424559,0,0,1,0,236.0116293,227.3505989,8.66103044,0.563472814,0.545545732,0.738264343,-0.370457558
Santagnathus,-0.297424559,0,0,1,0,227.3646861,208.4936503,18.87103584,0.557469796,0.488756618,0.252140485,-0.1188143
Sauroctonus,5.410373401,1,0,1,0,264.0044324,255.915326,8.08910632,1.294100428,0.196732122,-0.42980528,0.308328614
Sauroscaptor,-0.297424559,0,0,1,0,259.0763991,254.7551543,4.321244748,1.372435082,1.669140686,-0.295352408,-0.330372085
Scalenodon,-0.141271243,0,0,1,0,246.8906974,236.4111562,10.47954119,1.286515003,0.236502192,1.217567005,0.146954692
Scalopocephalus,-0.297424559,0,0,1,0,256.9023689,256.7236122,0.178756645,1.01375003,1.192842366,-0.016673172,-0.859216347
Scalopodontes,-0.297424559,1,0,0,0,262.42772,261.942171,0.485548925,1.302533301,1.060979944,-1.54494948,1.524856541
Scalopognathus,-0.297424559,1,0,0,0,251.6360196,251.5279513,0.10806832,2.776371183,3.677419433,0.709860338,3.436901122
Scaloporhinus,-0.297424559,0,0,1,0,254.6720638,254.5162157,0.155848122,1.317662844,1.954036674,-1.039392073,-0.146453112
Scaloposaurus,-0.149684313,0,0,1,0,260.520102,247.1112429,13.40885915,0.624305861,0.721438527,0.332276228,0.052513151
Scaloposuchus,-0.297424559,0,0,1,0,256.7946722,256.6009036,0.193768575,0.984687874,1.245909996,-0.016673172,-0.859216347
Scylacoides,-0.297424559,0,0,1,0,257.7485541,257.4314604,0.317093758,0.897706444,1.099078201,0.142463319,-0.885594469
Scylacops,0.668769528,0,0,1,0,260.4960499,253.8696876,6.626362288,1.111713744,0.420500453,-0.42399463,-0.263566842
Scylacosaurus,-0.210288204,0,0,1,0,263.870328,255.0403784,8.829949567,1.095300881,0.683005532,-0.353612374,0.43293622
Scylacosuchus,-0.297424559,1,0,0,0,262.7770388,262.3627475,0.414291302,1.735291218,1.25133088,-0.309254682,0.405187023
Scymnosaurus,-0.297424559,0,0,1,0,263.9495739,259.8056261,4.143947858,1.868683671,1.715993036,-0.597882256,1.242224268
Secodontosaurus,-0.15598139,0,1,0,0,290.5808102,276.0275305,14.55327967,0.432811131,0.403061794,-0.718405452,0.25965194
Sesamondontoides,-0.297424559,0,0,1,0,244.2653626,244.0269586,0.238404,1.003330004,0.961266221,1.955446393,1.314431594
Shaanbeikannemeyeria,-0.297424559,1,0,0,0,245.1691385,242.5188243,2.650314211,1.906880497,1.480149253,1.612393387,-0.14892713
Shansiodon,6.247554932,1,0,1,0,246.6833329,241.8743342,4.808998725,0.312335386,0.285172269,1.335888742,0.05487469
Shiguaignathus,-0.297424559,1,0,0,0,255.7753253,255.6411912,0.134134099,2.546866492,3.135110648,-0.558398319,-0.011961492
Silphedosuchus,-0.297424559,1,0,0,0,248.1749924,248.0952853,0.079707075,5.985826617,3.834625651,1.835880105,-1.049151836
Silphoictidoides,-0.297424559,0,0,1,0,257.5369675,255.3610163,2.175951179,1.111632783,1.438616242,-0.287535745,-0.43558892
Sinoconodon,-0.297424559,1,0,0,0,206.0714577,205.5656651,0.505792521,1.59251218,1.086190993,0.138178843,-0.522030276
Sinognathus,-0.297424559,1,0,0,0,244.8888548,244.6050559,0.283798834,1.645647744,0.48188474,0.814771646,-0.796538939
Sinokannemeyeria,-0.297424559,1,0,0,0,246.4324111,240.8340069,5.598404221,4.261860189,2.002429879,1.492080738,0.372690381
Sinophoneus,-0.297424559,1,0,0,0,272.770432,267.6338498,5.136582196,0.760528394,0.638588833,-0.766678212,0.159459843
Sintocephalus,-0.297424559,0,0,1,0,257.9405378,257.7470546,0.193483128,0.827261308,0.70182023,0.142463319,-0.885594469
Siriusgnathus,-0.086232497,0,0,1,0,235.4909117,208.0313499,27.45956179,0.092364833,0.226425749,0.435453293,-0.165230654
Sludica,-0.198311456,1,0,0,0,264.0256788,259.9360281,4.089650775,0.531700672,1.150785703,-0.686175511,0.856072969
Smilesaurus,-0.152345603,0,0,1,0,261.170145,253.9834019,7.186743098,0.688148592,0.4433887,-0.35498649,0.081044908
Sphenacodon,0.484949886,0,1,0,0,299.1474221,285.3356658,13.81175625,0.118165118,0.070394049,-0.583556333,0.120596848
Stahleckeria,-0.147694787,0,0,1,0,245.0728851,234.0019809,11.0709042,0.735279626,0.242765647,1.072168915,0.01794866
Stereophallodon,-0.297424559,0,1,0,0,293.2096942,292.6870341,0.522660049,1.070953134,0.847505902,-1.225558422,-0.741054731
Struthiocephaloides,-0.297424559,0,0,1,0,263.0797789,260.4070181,2.672760775,1.311370032,1.395830944,-0.57537789,1.474456907
Struthiocephalus,-0.297424559,0,0,1,0,264.2910317,259.690552,4.60047966,2.421281658,1.826669599,-0.686175511,0.856072969
Styracocephalus,-0.297424559,0,0,1,0,262.9038555,260.5034557,2.400399796,1.186095709,1.129058838,-0.708439494,2.009091849
Suchogorgon,-0.297424559,1,0,0,0,263.5853035,259.8662692,3.719034309,1.861227472,1.862608966,-0.597882256,1.242224268
Suminia,-0.242657911,1,0,0,0,264.1877622,259.5666968,4.621065391,1.154725441,1.757317534,-0.686175511,0.856072969
Sungeodon,-0.297424559,1,0,0,0,248.3930288,248.3121094,0.080919382,5.786554451,3.689167882,1.835880105,-1.049151836
Sycosaurus,0.523690572,0,0,1,0,260.5774709,254.0820649,6.495406024,1.049407552,0.349103824,-0.357026232,-0.184389013
Syodon,-0.026502087,1,0,0,0,275.9818684,259.7257716,16.25609677,0.33397737,0.55647971,-0.809941187,0.25157881
Syops,-0.297424559,0,0,1,0,259.3502051,254.5341411,4.816064027,1.586057802,1.664940546,-0.295352408,-0.330372085
Sysphinctostoma,-0.297424559,0,0,1,0,244.7557343,242.5708137,2.18492061,1.306255946,0.981565349,2.011204257,0.174878774
Tambacarnifex,-0.297424559,0,1,0,0,286.3226587,285.9069425,0.415716283,1.076696457,1.20762727,0.425296576,0.996201225
Tamboeria,-0.297424559,0,0,1,0,261.9506941,261.165365,0.785329078,0.52351996,0.725458768,-1.54494948,1.524856541
Taoheodon,-0.297424559,1,0,0,0,254.5946196,254.4690837,0.125535962,2.461277323,3.024152097,-1.039392073,-0.146453112
Tapinocaninus,-0.297424559,0,0,1,0,265.6633065,265.2319163,0.431390175,1.490826951,0.604632922,-1.275559591,-0.229129834
Tapinocephalus,-0.297424559,0,0,1,0,263.6802571,260.4153795,3.26487759,1.459541424,1.386078484,-0.57537789,1.474456907
Taurocephalus,-0.297424559,0,0,1,0,261.8282049,261.0974908,0.730714077,0.66480854,1.087803234,0.128070492,2.493327157
Tessellatia,-0.297424559,0,0,1,0,218.103155,217.2535865,0.849568495,0.144760724,0.256825146,0.039566226,0.764239401
Tetraceratops,-0.297424559,0,1,0,0,279.4522253,279.1460078,0.306217478,1.897484186,1.65647429,-0.716829221,-0.452459647
Tetracynodon,0.021490996,0,0,1,0,261.1212698,247.2708258,13.85044401,0.735839981,0.457305638,0.317690104,0.226857009
Tetragonias,-0.297424559,0,0,1,0,245.9125753,243.643398,2.269177325,1.781035797,0.953285153,1.38510902,0.258946328
Theriognathus,0.74578167,0,0,1,0,259.9174886,243.7666049,16.15088373,1.139036314,0.176419549,0.622038521,0.004872877
Therioides,-0.297424559,0,0,1,0,262.5887813,261.7603148,0.828466513,0.77734444,0.464345618,-1.54494948,1.524856541
Theroteinus,-0.297424559,1,0,0,0,204.7074618,204.2565647,0.450897067,1.280376984,1.463966907,0.035532909,-0.632167669
