id,MinAge,MaxAge,Taxon,Rotated Lat,Rotated Lon,range
4308,264.28,266.9,Belebey,41.9725,35.9164,"(266.9, 264.28)"
4307,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4304,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4305,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4306,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4303,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4302,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4301,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4300,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4299,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4298,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4297,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
3431,259.51,266.9,Provelosaurus,-48.797,-22.9278,"(266.9, 259.51)"
3427,266.9,276.5,Gecatogomphius,42.621,31.6632,"(276.5, 266.9)"
3416,264.28,273.01,Nycteroleter,42.6876,20.3569,"(273.01, 264.28)"
3415,266.9,276.5,Nyctiboetus,40.8403,30.4002,"(276.5, 266.9)"
3414,264.28,266.9,Macroleter,42.6534,40.3398,"(266.9, 264.28)"
3244,266.9,276.5,Gecatogomphius,41.4573,34.6428,"(276.5, 266.9)"
3194,266.9,273.01,Belebey,39.6978,104.1239,"(273.01, 266.9)"
3187,264.28,266.9,Bashkyroleter,41.9725,35.9164,"(266.9, 264.28)"
3188,264.28,266.9,Bashkyroleter,41.9725,35.9164,"(266.9, 264.28)"
3189,264.28,266.9,Bashkyroleter,41.9725,35.9164,"(266.9, 264.28)"
3157,264.28,266.9,Belebey,42.6534,40.3398,"(266.9, 264.28)"
3158,264.28,266.9,Belebey,42.6534,40.3398,"(266.9, 264.28)"
3159,264.28,266.9,Belebey,42.6534,40.3398,"(266.9, 264.28)"
3149,264.28,266.9,Belebey,40.6921,38.7763,"(266.9, 264.28)"
3083,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
3084,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
3085,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
3086,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
3082,264.28,273.01,Macroleter,2.6894,-35.9903,"(273.01, 264.28)"
3037,266.9,276.5,Nyctiboetus,40.8403,30.4002,"(276.5, 266.9)"
3036,264.28,266.9,Rhipaeosaurus,41.9725,35.9164,"(266.9, 264.28)"
2548,264.28,273.01,Lanthaniscus,42.6876,20.3569,"(273.01, 264.28)"
1716,266.9,273.01,Gansurhinus,39.6978,104.1239,"(273.01, 266.9)"
805,264.28,273.01,Lanthaniscus,42.6876,20.3569,"(273.01, 264.28)"
804,264.28,273.01,Bashkyroleter,42.6876,20.3569,"(273.01, 264.28)"
803,264.28,273.01,Nycteroleter,42.6876,20.3569,"(273.01, 264.28)"
802,264.28,273.01,Macroleter,42.6876,20.3569,"(273.01, 264.28)"
801,264.28,273.01,Bashkyroleter,42.6876,20.3569,"(273.01, 264.28)"
800,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
798,264.28,273.01,Macroleter,42.6876,20.3569,"(273.01, 264.28)"
799,264.28,273.01,Macroleter,42.6876,20.3569,"(273.01, 264.28)"
797,264.28,273.01,Bashkyroleter,42.6876,20.3569,"(273.01, 264.28)"
796,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
795,264.28,273.01,Bashkyroleter,42.6876,20.3569,"(273.01, 264.28)"
794,264.28,273.01,Lanthanolania,42.6876,20.3569,"(273.01, 264.28)"
793,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
792,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
790,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
791,264.28,273.01,Nyctiphruretus,42.6876,20.3569,"(273.01, 264.28)"
782,259.51,266.9,Permotriturus,43.046,36.2856,"(266.9, 259.51)"
774,259.51,266.9,Lanthanosuchus,43.046,36.2856,"(266.9, 259.51)"
