id,MinAge,MaxAge,Taxon,Rotated Lat,Rotated Lon,range
4319,259.51,264.28,Bradysaurus,-62.7516,-22.8072,"(264.28, 259.51)"
4308,264.28,266.9,Belebey,41.9725,35.9164,"(266.9, 264.28)"
4307,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4304,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4305,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4306,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4303,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4302,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4301,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4300,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4299,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4298,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4297,264.28,273.01,Rothianiscus,2.6894,-35.9903,"(273.01, 264.28)"
4258,259.51,264.28,Deltavjatia,44.3876,33.3665,"(264.28, 259.51)"
4257,254.14,264.28,Scutosaurus,45.0092,37.7433,"(264.28, 254.14)"
4242,254.14,259.51,Pareiasuchus,-60.8508,-19.3342,"(259.51, 254.14)"
3439,254.14,259.51,Weigeltisaurus,26.1672,12.925,"(259.51, 254.14)"
3431,259.51,266.9,Provelosaurus,-48.797,-22.9278,"(266.9, 259.51)"
3420,254.14,259.51,Acrodenta,5.1372,-1.0131,"(259.51, 254.14)"
3416,264.28,273.01,Nycteroleter,42.6876,20.3569,"(273.01, 264.28)"
3414,264.28,266.9,Macroleter,42.6534,40.3398,"(266.9, 264.28)"
3395,251.902,259.51,Milleropsis,-60.8508,-19.3342,"(259.51, 251.902)"
3396,251.902,259.51,Milleropsis,-60.8508,-19.3342,"(259.51, 251.902)"
3397,251.902,259.51,Milleropsis,-60.8508,-19.3342,"(259.51, 251.902)"
3398,251.902,259.51,Milleropsis,-60.8508,-19.3342,"(259.51, 251.902)"
3399,251.902,259.51,Milleropsis,-60.8508,-19.3342,"(259.51, 251.902)"
3400,251.902,259.51,Milleropsis,-60.8508,-19.3342,"(259.51, 251.902)"
3401,251.902,259.51,Milleropsis,-60.8508,-19.3342,"(259.51, 251.902)"
3402,251.902,259.51,Milleropsis,-60.8508,-19.3342,"(259.51, 251.902)"
3394,251.902,259.51,Milleretta,-60.8508,-19.3342,"(259.51, 251.902)"
3391,251.902,259.51,Milleretta,-60.8508,-19.3342,"(259.51, 251.902)"
3392,251.902,259.51,Milleretta,-60.8508,-19.3342,"(259.51, 251.902)"
3393,251.902,259.51,Milleretta,-60.8508,-19.3342,"(259.51, 251.902)"
3390,251.902,259.51,Milleropsis,-63.1595,-14.725,"(259.51, 251.902)"
3389,251.902,259.51,Milleretta,-63.1595,-14.725,"(259.51, 251.902)"
3388,251.902,259.51,Millerosaurus,-63.1595,-14.725,"(259.51, 251.902)"
3387,251.902,259.51,Millerosaurus,-63.1595,-14.725,"(259.51, 251.902)"
3386,251.902,259.51,Milleretta,-63.1595,-14.725,"(259.51, 251.902)"
3384,251.902,259.51,Milleretta,-63.1595,-14.725,"(259.51, 251.902)"
3383,251.902,259.51,Millerinoides,-63.1595,-14.725,"(259.51, 251.902)"
3246,254.14,259.51,Saurorictus,-60.8508,-19.3342,"(259.51, 254.14)"
3240,254.14,259.51,Protorosaurus,26.351,18.5943,"(259.51, 254.14)"
3239,254.14,259.51,Parasaurus,26.351,18.5943,"(259.51, 254.14)"
3237,254.14,259.51,Captorhinus,-47.7841,17.7482,"(259.51, 254.14)"
3187,264.28,266.9,Bashkyroleter,41.9725,35.9164,"(266.9, 264.28)"
3188,264.28,266.9,Bashkyroleter,41.9725,35.9164,"(266.9, 264.28)"
3189,264.28,266.9,Bashkyroleter,41.9725,35.9164,"(266.9, 264.28)"
3184,256.8,264.28,Rautiania,45.4379,42.556,"(264.28, 256.8)"
3183,256.8,264.28,Rautiania,45.4379,42.556,"(264.28, 256.8)"
3182,254.14,259.51,Weigeltisaurus,27.6348,20.7124,"(259.51, 254.14)"
3181,254.14,259.51,Weigeltisaurus,25.6133,22.3383,"(259.51, 254.14)"
3180,254.14,259.51,Weigeltisaurus,25.6133,22.3383,"(259.51, 254.14)"
3179,254.14,259.51,Weigeltisaurus,27.6348,20.7124,"(259.51, 254.14)"
3178,251.902,259.51,Thadeosaurus,-50.092,31.3299,"(259.51, 251.902)"
3165,251.902,259.51,Claudiosaurus,-47.6314,32.002,"(259.51, 251.902)"
3166,251.902,259.51,Claudiosaurus,-47.6314,32.002,"(259.51, 251.902)"
3167,251.902,259.51,Claudiosaurus,-47.6314,32.002,"(259.51, 251.902)"
3168,251.902,259.51,Claudiosaurus,-47.6314,32.002,"(259.51, 251.902)"
3169,251.902,259.51,Claudiosaurus,-47.6314,32.002,"(259.51, 251.902)"
3170,251.902,259.51,Claudiosaurus,-47.6314,32.002,"(259.51, 251.902)"
