,occurrence_no_x,locality,county_original,state,cc,notes,id,genus,age_max,age_min,Rotated Lat,Rotated Lon
589,837399,Arizona,Apache,Arizona,US,,1658,Anaschisma,227.0,208.5,1.3531,-47.1801
590,837553,Arizona,Apache,Arizona,US,,1657,Apachesaurus,227.0,208.5,1.3531,-47.1801
591,837554,Arizona,Apache,Arizona,US,,1656,Anaschisma,227.0,208.5,1.3531,-47.1801
592,837555,Arizona,Apache,Arizona,US,,1655,Anaschisma,227.0,208.5,1.3531,-47.1801
593,837557,Arizona,Apache,Arizona,US,,1654,Anaschisma,227.0,208.5,1.3531,-47.1801
594,837561,Arizona,Apache,Arizona,US,,1653,Anaschisma,227.0,208.5,1.3531,-47.1801
595,837564,Arizona,Apache,Arizona,US,,1652,Anaschisma,227.0,208.5,1.3531,-47.1801
596,837592,Arizona,Navajo,Arizona,US,,1651,Anaschisma,227.0,208.5,1.3531,-47.1801
597,837634,Arizona,Navajo,Arizona,US,,1650,Anaschisma,227.0,208.5,1.3531,-47.1801
598,837636,Arizona,Navajo,Arizona,US,,1649,Anaschisma,227.0,208.5,1.3531,-47.1801
599,837641,Arizona,Navajo,Arizona,US,,1648,Anaschisma,227.0,208.5,1.3531,-47.1801
600,838831,Arizona,Navajo,Arizona,US,,1647,Anaschisma,227.0,208.5,1.3531,-47.1801
601,838833,Arizona,Navajo,Arizona,US,,1646,Anaschisma,227.0,208.5,1.3531,-47.1801
602,838835,Arizona,Apache,Arizona,US,,1645,Anaschisma,227.0,208.5,1.3531,-47.1801
603,838836,Arizona,Apache,Arizona,US,,1644,Apachesaurus,227.0,208.5,1.3531,-47.1801
604,838863,Arizona,Apache,Arizona,US,,1643,Anaschisma,227.0,208.5,1.3531,-47.1801
605,838888,Arizona,Navajo,Arizona,US,,1636,Anaschisma,227.0,208.5,1.3531,-47.1801
606,838888,Arizona,Navajo,Arizona,US,,1637,Anaschisma,227.0,208.5,1.3531,-47.1801
607,838888,Arizona,Navajo,Arizona,US,,1638,Anaschisma,227.0,208.5,1.3531,-47.1801
608,838888,Arizona,Navajo,Arizona,US,,1639,Anaschisma,227.0,208.5,1.3531,-47.1801
609,838888,Arizona,Navajo,Arizona,US,,1640,Anaschisma,227.0,208.5,1.3531,-47.1801
610,838888,Arizona,Navajo,Arizona,US,,1641,Anaschisma,227.0,208.5,1.3531,-47.1801
611,838888,Arizona,Navajo,Arizona,US,,1642,Anaschisma,227.0,208.5,1.3531,-47.1801
612,838889,Arizona,Navajo,Arizona,US,,1635,Apachesaurus,227.0,208.5,1.3531,-47.1801
613,838915,Arizona,Apache,Arizona,US,,1634,Anaschisma,227.0,208.5,1.3531,-47.1801
614,838923,Arizona,Apache,Arizona,US,,1633,Anaschisma,227.0,208.5,1.3531,-47.1801
615,838931,Arizona,Apache,Arizona,US,,1629,Anaschisma,227.0,208.5,1.3531,-47.1801
616,838931,Arizona,Apache,Arizona,US,,1630,Anaschisma,227.0,208.5,1.3531,-47.1801
617,838931,Arizona,Apache,Arizona,US,,1631,Anaschisma,227.0,208.5,1.3531,-47.1801
618,838931,Arizona,Apache,Arizona,US,,1632,Anaschisma,227.0,208.5,1.3531,-47.1801
619,838934,Arizona,Apache,Arizona,US,,1628,Anaschisma,227.0,208.5,1.3531,-47.1801
620,838962,Arizona,Apache,Arizona,US,,1627,Anaschisma,227.0,208.5,1.3531,-47.1801
621,838968,Arizona,Apache,Arizona,US,,1626,Anaschisma,227.0,208.5,1.3531,-47.1801
622,838996,Arizona,Apache,Arizona,US,,1625,Anaschisma,227.0,208.5,1.3531,-47.1801
623,838997,Arizona,Apache,Arizona,US,,1624,Apachesaurus,227.0,208.5,1.3531,-47.1801
624,839582,Orenburg,Sol'-Iletsk,Orenburg,RU,,1623,Plagioscutum,247.2,242.0,48.8243,42.2106
625,840352,Orenburg,Totskoe,Orenburg,RU,,1622,Wetlugasaurus,251.2,247.2,46.4143,42.1659
626,840357,Orenburg,Totskoe,Orenburg,RU,,1621,Benthosuchus,251.2,247.2,46.4143,42.1659
627,840366,Orenburg,Belyaevka,Orenburg,RU,,1620,Parotosuchus,251.2,247.2,46.9132,47.1091
628,840367,Orenburg,Belyaevka,Orenburg,RU,,1619,Wetlugasaurus,251.2,247.2,46.9132,47.1091
629,840368,Orenburg,Belyaevka,Orenburg,RU,,1618,Rhytidosteus,251.2,247.2,46.9132,47.1091
630,840369,Orenburg,Belyaevka,Orenburg,RU,,1617,Batrachosuchoides,251.2,247.2,46.9132,47.1091
631,840370,Orenburg,Belyaevka,Orenburg,RU,,1616,Melanopelta,251.2,247.2,46.9132,47.1091
632,840616,Arizona,Apache,Arizona,US,,1615,Anaschisma,227.0,208.5,1.3531,-47.1801
633,840620,Arizona,Apache,Arizona,US,,1614,Anaschisma,227.0,208.5,1.3531,-47.1801
634,840721,Arizona,Apache,Arizona,US,,1613,Anaschisma,227.0,208.5,1.3531,-47.1801
635,840766,Arizona,Navajo,Arizona,US,,1612,Anaschisma,227.0,208.5,1.3531,-47.1801
636,841814,Arizona,Apache,Arizona,US,,1611,Anaschisma,227.0,208.5,1.3531,-47.1801
637,841815,Arizona,Apache,Arizona,US,,1610,Anaschisma,227.0,208.5,1.3531,-47.1801
638,841819,Arizona,Apache,Arizona,US,,1609,Anaschisma,227.0,208.5,1.3531,-47.1801
639,841823,Arizona,Navajo,Arizona,US,,1608,Anaschisma,227.0,208.5,1.3531,-47.1801
640,841826,Arizona,Navajo,Arizona,US,,1607,Anaschisma,227.0,208.5,1.3531,-47.1801
641,841830,Arizona,Apache,Arizona,US,,1606,Anaschisma,227.0,208.5,3.8468,-47.0031
642,841832,Arizona,Apache,Arizona,US,,1600,Anaschisma,227.0,208.5,3.8468,-47.0031
643,841832,Arizona,Apache,Arizona,US,,1601,Anaschisma,227.0,208.5,3.8468,-47.0031
644,841832,Arizona,Apache,Arizona,US,,1602,Anaschisma,227.0,208.5,3.8468,-47.0031
645,841832,Arizona,Apache,Arizona,US,,1603,Anaschisma,227.0,208.5,3.8468,-47.0031
646,841832,Arizona,Apache,Arizona,US,,1604,Anaschisma,227.0,208.5,3.8468,-47.0031
647,841832,Arizona,Apache,Arizona,US,,1605,Anaschisma,227.0,208.5,3.8468,-47.0031
648,841835,Arizona,Apache,Arizona,US,,1596,Anaschisma,227.0,208.5,3.8468,-47.0031
649,841835,Arizona,Apache,Arizona,US,,1597,Anaschisma,227.0,208.5,3.8468,-47.0031
650,841835,Arizona,Apache,Arizona,US,,1598,Anaschisma,227.0,208.5,3.8468,-47.0031
651,841835,Arizona,Apache,Arizona,US,,1599,Anaschisma,227.0,208.5,3.8468,-47.0031
652,841837,Arizona,Apache,Arizona,US,,1595,Anaschisma,227.0,208.5,3.8468,-47.0031
653,842080,Arizona,Apache,Arizona,US,,1594,Apachesaurus,227.0,208.5,1.3531,-47.1801
654,842087,Arizona,Apache,Arizona,US,,1593,Apachesaurus,227.0,208.5,1.3531,-47.1801
655,842098,Arizona,,Arizona,US,,1592,Apachesaurus,227.0,208.5,1.3531,-47.1801
656,842102,Arizona,Apache,Arizona,US,,1591,Apachesaurus,227.0,208.5,1.3531,-47.1801
657,842108,Arizona,Apache,Arizona,US,,1590,Anaschisma,227.0,208.5,1.3531,-47.1801
658,842111,Arizona,Apache,Arizona,US,,1589,Anaschisma,227.0,208.5,1.3531,-47.1801
659,842118,Arizona,Apache,Arizona,US,,1588,Anaschisma,227.0,208.5,1.3531,-47.1801
660,842119,Arizona,Apache,Arizona,US,,1587,Apachesaurus,227.0,208.5,1.3531,-47.1801
661,842143,Arizona,Apache,Arizona,US,,1586,Apachesaurus,227.0,208.5,1.3531,-47.1801
662,842188,Arizona,Apache,Arizona,US,,1585,Apachesaurus,227.0,208.5,1.3531,-47.1801
663,842192,Arizona,Apache,Arizona,US,,1584,Anaschisma,227.0,208.5,1.3531,-47.1801
664,842215,Arizona,Apache,Arizona,US,,1583,Anaschisma,227.0,208.5,1.3531,-47.1801
665,842344,Arizona,Apache,Arizona,US,,1582,Apachesaurus,227.0,208.5,1.3531,-47.1801
666,842664,Arizona,Coconino,Arizona,US,,1581,Apachesaurus,208.5,201.4,6.0887,-50.239
667,842693,Arizona,Coconino,Arizona,US,,1580,Anaschisma,208.5,201.4,6.0887,-50.239
668,842768,Arizona,Coconino,Arizona,US,,1579,Anaschisma,227.0,208.5,1.6254,-50.2406
669,842769,Arizona,Coconino,Arizona,US,,1578,Apachesaurus,227.0,208.5,1.6254,-50.2406
670,842955,Arizona,Coconino,Arizona,US,,1577,Anaschisma,227.0,208.5,1.6254,-50.2406
671,842963,Arizona,Apache,Arizona,US,,1576,Anaschisma,227.0,208.5,1.3531,-47.1801
672,842969,New Mexico,Cibola,New Mexico,US,,1575,Apachesaurus,227.0,208.5,1.3531,-47.1801
673,842980,New Mexico,Cibola,New Mexico,US,,1574,Apachesaurus,227.0,208.5,1.3531,-47.1801
674,843211,New Mexico,Quay,New Mexico,US,,1573,Apachesaurus,227.0,208.5,1.3572,-44.289
675,843239,New Mexico,Quay,New Mexico,US,,1572,Apachesaurus,227.0,208.5,1.3572,-44.289
676,843254,New Mexico,Quay,New Mexico,US,,1571,Apachesaurus,227.0,208.5,1.3572,-44.289
677,843296,New Mexico,Quay,New Mexico,US,,1570,Apachesaurus,227.0,208.5,1.3572,-44.289
678,843497,Texas,Baylor/Willbarger,Texas,US,,1569,Isodectes,283.5,273.01,1.0593,-36.5887
679,845877,Oklahoma,Cimarron,Oklahoma,US,,1568,Anaschisma,233.4,227.0,3.5144,-40.1421
680,845918,New Mexico,Union,New Mexico,US,,1567,Apachesaurus,227.0,208.5,3.8366,-43.9682
681,846842,Orenburg,Belyaevka,Orenburg,RU,,1566,Benthosuchus,251.902,251.2,47.7835,44.5676
682,847014,Archangelsk,Nenetsia,Archangelsk,RU,,1565,Wetlugasaurus,251.2,247.2,52.7003,16.6602
683,847022,Archangelsk,Nenetsia,Archangelsk,RU,,1564,Wetlugasaurus,251.2,247.2,52.7003,16.6602
684,848405,Orenburg,Sol'-Iletsk,Orenburg,RU,,1563,Parotosuchus,251.2,247.2,48.3133,44.0363
685,850014,Texas,Crosby,Texas,US,,1562,Anaschisma,227.0,208.5,-1.4701,-41.4649
686,850612,Queensland,,Queensland,AU,,1561,Warrenisuchus,251.902,251.2,-52.1532,140.794
687,853399,Madhya Pradesh,Shadol,Madhya Pradesh,IN,,1560,Metoposaurus,237.0,227.0,-30.8144,64.7603
688,853403,New Mexico,Quay,New Mexico,US,,1559,Apachesaurus,227.0,208.5,1.3572,-44.289
689,853404,New Mexico,Quay,New Mexico,US,,1558,Apachesaurus,227.0,208.5,1.3572,-44.289
690,855632,Arizona,Coconino,Arizona,US,,1557,Stanocephalosaurus,248.9,247.2,10.7549,-46.119
691,855737,Arizona,Apache,Arizona,US,,1556,Eocyclotosaurus,247.2,244.7,9.7821,-43.158
692,855738,Arizona,Coconino,Arizona,US,,1555,Eocyclotosaurus,247.2,244.7,10.7549,-46.119
693,855739,Arizona,Navajo,Arizona,US,,1554,Eocyclotosaurus,247.2,244.7,9.7821,-43.158
694,855740,Arizona,Navajo,Arizona,US,,1553,Eocyclotosaurus,247.2,244.7,9.7821,-43.158
695,855741,Arizona,Navajo,Arizona,US,,1552,Quasicyclotosaurus,247.2,244.7,9.7821,-43.158
696,855742,Arizona,Apache,Arizona,US,,1551,Quasicyclotosaurus,247.2,244.7,9.7821,-43.158
697,855776,Arizona,Navajo,Arizona,US,,1550,Stanocephalosaurus,247.2,244.7,9.7821,-43.158
698,855777,Arizona,Coconino,Arizona,US,,1549,Wellesaurus,248.9,247.2,10.7549,-46.119
699,855778,Arizona,Coconino,Arizona,US,,1548,Cosgriffius,248.9,247.2,10.7549,-46.119
700,855781,Arizona,Coconino,Arizona,US,,1547,Wellesaurus,248.9,247.2,10.7549,-46.119
701,855789,Arizona,Coconino,Arizona,US,,1546,Wellesaurus,248.9,247.2,10.7549,-46.119
702,855795,Arizona,Coconino,Arizona,US,,1545,Eocyclotosaurus,247.2,244.7,10.7549,-46.119
703,856130,Arizona,Navajo,Arizona,US,,1544,Vigilius,247.2,244.7,9.7821,-43.158
704,868560,Eastern Cape,Sterkstroom,Eastern Cape,ZA,,1543,Paracyclotosaurus,247.2,242.0,-63.335,-9.9696
705,868561,Free State,Wepener,Free State,ZA,,1542,Jammerbergia,247.2,242.0,-61.3754,-6.6214
706,868562,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,,1541,Vanastega,247.2,242.0,-61.3754,-6.6214
707,868564,Eastern Cape,Ukhahlamba,Eastern Cape,ZA,,1540,Xenotosuchus,247.2,242.0,-61.3754,-6.6214
708,877596,Orenburg,Sol'-Iletsk,Orenburg,RU,,1539,Eryosuchus,247.2,242.0,48.8243,42.2106
709,877600,Orenburg,Sol'-Iletsk,Orenburg,RU,,1538,Eryosuchus,247.2,242.0,48.8243,42.2106
710,877603,Orenburg,Sol'-Iletsk,Orenburg,RU,,1537,Plagioscutum,247.2,242.0,48.8243,42.2106
711,877608,Orenburg,Sol'-Iletskiy,Orenburg,RU,,1536,Eryosuchus,247.2,242.0,48.8243,42.2106
712,877609,Orenburg,Sol'-Iletskiy,Orenburg,RU,,1535,Plagiorophus,247.2,242.0,48.8243,42.2106
713,877614,Orenburg,Sol'-Iletsk,Orenburg,RU,,1534,Bukobaja,242.0,237.0,51.5683,36.4314
714,877630,Bashkortostan,,Bashkortostan,RU,,1533,Plagioscutum,247.2,242.0,48.8243,42.2106
715,877635,Bashkortostan,,Bashkortostan,RU,,1532,Eryosuchus,247.2,242.0,46.885,40.4161
716,877636,Bashkortostan,,Bashkortostan,RU,,1531,Plagioscutum,247.2,242.0,46.885,40.4161
717,877637,Bashkortostan,,Bashkortostan,RU,,1530,Plagiorophus,247.2,242.0,46.885,40.4161
718,877649,Bashkortostan,,Bashkortostan,RU,,1529,Eryosuchus,247.2,242.0,46.885,40.4161
719,877650,Bashkortostan,,Bashkortostan,RU,,1528,Plagiorophus,247.2,242.0,46.885,40.4161
720,877689,Orenburg,Sol'-Iletsk,Orenburg,RU,,1527,Mastodonsaurus,242.0,237.0,51.5683,36.4314
721,877795,Orenburg,Sol'-Iletsk,Orenburg,RU,,1526,Mastodonsaurus,242.0,237.0,51.5683,36.4314
722,877796,Orenburg,Sol'-Iletsk,Orenburg,RU,,1525,Bukobaja,242.0,237.0,51.5683,36.4314
723,877797,Orenburg,Sol'-Iletsk,Orenburg,RU,,1524,Cyclotosaurus,242.0,237.0,51.5683,36.4314
724,880669,Orenburg,,Orenburg,RU,,1523,Eryosuchus,247.2,242.0,48.8243,42.2106
725,880671,Hubei,Yuanan,Hubei,CN,,1522,Yuanansuchus,247.2,242.0,18.3084,126.3019
726,880678,England,Worcestershire,England,UK,,1521,Mastodonsaurus,247.2,242.0,23.3969,10.8064
727,880679,England,Worcestershire,England,UK,,1520,Cyclotosaurus,247.2,242.0,23.3969,10.8064
728,880951,Bavaria,Bamberg,Bavaria,DE,,1519,Metoposaurus,237.0,227.0,29.6148,13.9762
729,881085,Bavaria,Bamberg,Bavaria,DE,,1518,Metoposaurus,237.0,227.0,29.6148,13.9762
730,881089,Bavaria,Bamberg,Bavaria,DE,,1517,Metoposaurus,237.0,227.0,29.6148,13.9762
731,881090,Bavaria,Bamberg,Bavaria,DE,,1516,Cyclotosaurus,237.0,227.0,29.6148,13.9762
732,881093,Bavaria,Bamberg,Bavaria,DE,,1515,Metoposaurus,237.0,227.0,29.6148,13.9762
733,881094,Bavaria,Bamberg,Bavaria,DE,,1514,Gerrothorax,237.0,227.0,29.6148,13.9762
734,882294,Bavaria,Kronach,Bavaria,DE,,1513,Stenotosaurus,247.2,244.7,26.4493,22.0688
735,882295,Austria,Bludenz,Vorarlberg,AT,,1512,Tatrasuchus,242.0,237.0,25.8877,19.3809
736,895253,Rio Grande do Sul,,Rio Grande do Sul,BR,,1511,Sangaia,251.902,247.2,-46.4894,-19.7677
737,896222,Eastern,,Eastern,ZM,,1510,Cherninia,247.2,242.0,-46.5586,19.7779
738,896224,Eastern,,Eastern,ZM,,1509,Batrachosuchus,247.2,242.0,-46.5586,19.7779
739,896257,Eastern,,Eastern,ZM,,1508,Stanocephalosaurus,247.2,242.0,-46.5586,19.7779
740,906409,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1507,Callistomordax,239.7,237.0,27.7242,17.4803
741,906411,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1506,Trematolestes,239.7,237.0,27.7242,17.4803
742,906412,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1505,Mastodonsaurus,239.7,237.0,27.7242,17.4803
743,908229,Catalonia,,Catalonia,ES,,1504,Calmasuchus,247.2,242.0,17.3547,21.0994
744,921164,Ruvuma,,Ruvuma,TZ,,1503,Stanocephalosaurus,247.2,242.0,-46.5586,19.7779
745,922673,Free State,Maluti-A-Phofung,Free State,ZA,,1502,Lydekkerina,251.902,247.2,-60.8807,-1.1886
746,924744,Pennsylvania,York,Pennsylvania,US,,1501,Anaschisma,227.0,208.5,6.739,-20.6269
747,929764,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1500,Trematolestes,239.7,237.0,27.7242,17.4803
748,929765,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1499,Gerrothorax,239.7,237.0,27.7242,17.4803
749,929766,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1498,Mastodonsaurus,239.7,237.0,27.7242,17.4803
750,929771,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1497,Plagiosuchus,239.7,237.0,27.7242,17.4803
751,929772,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1496,Plagiosuchus,239.7,237.0,27.7242,17.4803
752,929773,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1495,Plagiosuchus,239.7,237.0,27.7242,17.4803
753,929774,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1494,Plagiosuchus,239.7,237.0,27.7242,17.4803
754,929775,Thuringia,Ilm-Kreis,Thuringia,DE,,1493,Plagiosuchus,239.7,237.0,27.7242,17.4803
755,929776,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1492,Trematolestes,239.7,237.0,27.7242,17.4803
756,929777,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,1491,Tatrasuchus,239.7,237.0,27.7242,17.4803
757,929780,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,1490,Plagiosuchus,239.7,237.0,27.7242,17.4803
758,929781,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,1489,Gerrothorax,239.7,237.0,27.7242,17.4803
759,929782,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,1488,Mastodonsaurus,239.7,237.0,27.7242,17.4803
760,929783,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,1487,Trematolestes,239.7,237.0,27.7242,17.4803
761,929795,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,1486,Callistomordax,239.7,237.0,27.7242,17.4803
762,929799,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1485,Mastodonsaurus,239.7,237.0,27.7242,17.4803
763,929800,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1484,Mastodonsaurus,239.7,237.0,27.7242,17.4803
764,929801,Baden-Wurttemberg,Ludwigsburg,Baden-Wurttemberg,DE,,1483,Mastodonsaurus,239.7,237.0,26.1169,15.4142
765,929802,Baden-Wurttemberg,Ludwigsburg,Baden-Wurttemberg,DE,,1481,Mastodonsaurus,239.7,237.0,26.1169,15.4142
766,929802,Baden-Wurttemberg,Ludwigsburg,Baden-Wurttemberg,DE,,1482,Mastodonsaurus,239.7,237.0,26.1169,15.4142
767,929803,Baden-Wurttemberg,Ludwigsburg,Baden-Wurttemberg,DE,,1480,Mastodonsaurus,239.7,237.0,26.1169,15.4142
769,929808,Thuringia,Erfurt,Thuringia,DE,,1478,Mastodonsaurus,239.7,237.0,27.7242,17.4803
770,929809,Thuringia,,Thuringia,DE,,1477,Mastodonsaurus,239.7,237.0,27.7242,17.4803
771,929812,Thuringia,Hildburghausen,Thuringia,DE,,1476,Mastodonsaurus,239.7,237.0,27.7242,17.4803
772,930385,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1475,Metoposaurus,237.0,227.0,27.8516,12.0466
773,930387,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1474,Metoposaurus,237.0,227.0,29.6148,13.9762
774,930388,Baden-Wurttemberg,Heilbronn,Baden-Wurttemberg,DE,,1473,Metoposaurus,237.0,227.0,27.8516,12.0466
775,930389,Baden-Wurttemberg,Heilbronn,Baden-Wurttemberg,DE,,1471,Hyperokynodon,237.0,227.0,27.8516,12.0466
776,930389,Baden-Wurttemberg,Heilbronn,Baden-Wurttemberg,DE,,1472,Hyperokynodon,237.0,227.0,27.8516,12.0466
777,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1449,Cyclotosaurus,237.0,227.0,27.8516,12.0466
778,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1450,Cyclotosaurus,237.0,227.0,27.8516,12.0466
779,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1451,Cyclotosaurus,237.0,227.0,27.8516,12.0466
780,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1452,Cyclotosaurus,237.0,227.0,27.8516,12.0466
781,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1453,Cyclotosaurus,237.0,227.0,27.8516,12.0466
782,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1454,Cyclotosaurus,237.0,227.0,27.8516,12.0466
783,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1455,Cyclotosaurus,237.0,227.0,27.8516,12.0466
784,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1456,Cyclotosaurus,237.0,227.0,27.8516,12.0466
785,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1457,Cyclotosaurus,237.0,227.0,27.8516,12.0466
786,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1458,Cyclotosaurus,237.0,227.0,27.8516,12.0466
787,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1459,Cyclotosaurus,237.0,227.0,27.8516,12.0466
788,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1460,Cyclotosaurus,237.0,227.0,27.8516,12.0466
789,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1461,Cyclotosaurus,237.0,227.0,27.8516,12.0466
790,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1462,Cyclotosaurus,237.0,227.0,27.8516,12.0466
791,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1463,Cyclotosaurus,237.0,227.0,27.8516,12.0466
792,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1464,Cyclotosaurus,237.0,227.0,27.8516,12.0466
793,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1465,Cyclotosaurus,237.0,227.0,27.8516,12.0466
794,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1466,Cyclotosaurus,237.0,227.0,27.8516,12.0466
795,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1467,Cyclotosaurus,237.0,227.0,27.8516,12.0466
796,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1468,Cyclotosaurus,237.0,227.0,27.8516,12.0466
797,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1469,Cyclotosaurus,237.0,227.0,27.8516,12.0466
798,930391,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1470,Cyclotosaurus,237.0,227.0,27.8516,12.0466
799,930392,Baden-Wurttemberg,Tubingen,Baden-Wurttemberg,DE,,1448,Cyclotosaurus,237.0,227.0,26.1017,14.1194
800,930393,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1447,Metoposaurus,237.0,227.0,29.6148,13.9762
801,930394,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,1446,Metoposaurus,237.0,227.0,27.8516,12.0466
802,930395,Baden-Wurttemberg,Heilbronn,Baden-Wurttemberg,DE,,1445,Metoposaurus,237.0,227.0,27.8516,12.0466
803,930782,Oklahoma,Comanche,Oklahoma,US,,1444,Acheloma,290.1,283.5,-0.73,-37.6741
804,930821,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,1443,Metoposaurus,227.0,208.5,32.5932,9.3339
805,930826,Tirol,,Tirol,IT,,1442,Metoposaurus,237.0,227.0,27.932,16.0856
806,931096,East Greenland,,East Greenland,GL,,1441,Gerrothorax,227.0,208.5,40.0893,-9.3354
807,931097,East Greenland,,East Greenland,GL,,1439,Gerrothorax,227.0,208.5,40.0893,-9.3354
808,931097,East Greenland,,East Greenland,GL,,1440,Gerrothorax,227.0,208.5,40.0893,-9.3354
809,932452,Baden-Wurttemberg,Rems-Murr-Kreis,Baden-Wurttemberg,DE,,1438,Metoposaurus,237.0,227.0,29.6148,13.9762
810,933157,Skane,,Skane,SE,,1437,Gerrothorax,208.5,201.4,44.258,7.4226
811,933166,Illizi,,Illizi,DZ,,1435,Odenwaldia,248.9,242.0,-3.6424,11.7065
812,933166,Illizi,,Illizi,DZ,,1436,Odenwaldia,248.9,242.0,-3.6424,11.7065
813,933492,Nova Scotia,,Nova Scotia,CA,,1434,Metoposaurus,237.0,227.0,10.5874,-11.8909
814,933980,Wyoming,Fremont,Wyoming,US,,1433,Anaschisma,237.0,227.0,9.7144,-44.588
815,933981,Wyoming,Fremont,Wyoming,US,,1432,Anaschisma,237.0,227.0,9.7144,-44.588
816,934043,Pennsylvania,Bucks,Pennsylvania,US,,1431,Calamops,227.0,208.5,6.739,-20.6269
817,959358,Telangana,Adilabad,Telangana,IN,,1430,Panthasaurus,237.0,208.5,-31.6663,57.7156
818,963873,Illinois,Grundy/Will,Illinois,US,,1429,Amphibamus,309.8,307.4,3.8135,-29.3192
819,963874,Ohio,Jefferson,Ohio,US,,1428,Erpetosaurus,309.8,307.4,-0.4818,-24.8936
820,963875,Ohio,Jefferson,Ohio,US,,1427,Erpetosaurus,309.8,307.4,-0.4818,-24.8936
821,964693,Texas,Clay,Texas,US,,1426,Rubeostratilia,298.9,290.1,-0.5219,-37.7808
822,968279,Texas,Howard,Texas,US,,1425,Anaschisma,237.0,208.5,-1.3878,-41.1268
823,968280,Texas,Howard,Texas,US,,1424,Anaschisma,237.0,208.5,-1.3878,-41.1268
824,968281,Texas,Crosby,Texas,US,,1423,Anaschisma,237.0,208.5,-1.3878,-41.1268
825,970671,Batken,,Batken,KG,,1422,Triassurus,242.0,227.0,52.9442,61.5643
826,984553,Malopolskie,Krakowski,Malopolskie,PL,,1421,Batrachosuchoides,251.2,247.2,29.45,26.3383
827,984559,Swietoryzskie,Ostrowiec,Swietoryzskie,PL,,1420,Parotosuchus,248.9,247.2,30.8468,28.5269
828,985111,Baden-Wurttemberg,Freudenstadt,Baden-Wurttemberg,DE,,1419,Meyerosuchus,248.9,247.2,22.9807,21.4397
