,id,genus,county,state,occurrence_no,age_max,age_min,cc,Rotated Lat,Rotated Lon
297,1997,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
298,1998,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
299,1999,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
300,2000,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
301,2001,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
302,2002,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
303,2003,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
304,2004,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
305,2005,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
306,2006,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
307,2007,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
308,2008,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
309,2009,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
310,2010,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
311,2011,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
312,2012,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
313,2013,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
314,2014,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
315,2015,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
316,2016,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
317,2017,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
318,2018,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
319,2019,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
320,2020,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
321,2021,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
322,2022,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
323,2023,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
324,2024,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
325,2025,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
326,2026,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
327,2027,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
328,2028,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
329,2029,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
330,2030,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
331,2031,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
332,2032,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
333,2033,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
334,2034,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
335,2035,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
336,2036,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
337,2037,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
338,2038,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
339,2039,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
340,2040,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
341,2041,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
342,2042,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
343,2043,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
344,2044,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
345,2045,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
346,2046,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
347,2047,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
