Time	mat_scaled
26.30000000000001	0.8789841085669369
33.5	0.9737210048816964
52.0	1.3002438804136036
62.0	1.0290320677006597
67.0	-0.9851092389559007
72.19999999999999	-0.3358683643071357
76.19999999999999	-0.1449781421587401
76.90199999999999	0.2880023737375194
79.13999999999999	-0.1757635230065471
84.10000000000002	-1.7577578548971304
90.10000000000002	-1.93931005477595
93.80000000000001	1.499417093270022
97.94999999999999	-0.1091441034110757
108.5	-0.0806745320482169
115.10000000000002	-0.4407947150097397
