id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka,locality
1612,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1613,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1614,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1615,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1616,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1617,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1618,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1619,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1620,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1621,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1622,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1623,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1624,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1625,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1626,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1627,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1628,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1629,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1630,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1631,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1632,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1633,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1634,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1635,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1636,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1637,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1638,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1639,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1640,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1641,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1642,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1643,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1644,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1645,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1646,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1647,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1648,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1649,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1650,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1651,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1652,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1653,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1654,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1655,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1656,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1657,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1658,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1659,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1660,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1661,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1662,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1663,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1664,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1665,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1666,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1667,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1668,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1669,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1670,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1671,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1672,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1673,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1674,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1675,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1676,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1677,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1678,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1679,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1680,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1681,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1682,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1683,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1684,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1685,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1686,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1687,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1688,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1689,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1690,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1691,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1692,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1693,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1694,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1695,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1696,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1697,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1698,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1699,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1700,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1701,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1702,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1703,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1704,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1705,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1706,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1707,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1708,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1709,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1710,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1711,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1712,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1713,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1714,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1715,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1716,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1717,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1718,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1719,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1720,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1721,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1722,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1723,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1724,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1725,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1726,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1727,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1728,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1729,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1730,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
1731,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin,Tulear
