id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka,locality
590,843424,843424,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Union,Travesser,,Sloan Canyon phytosaur (UNM 1064),,New Mexico
591,843442,843442,3.836582,Dolabrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,base of Mesa Prieto,Abiquiu Reservoir,New Mexico
592,845884,845884,3.836582,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Union,Travesser,,UNM 1069,,New Mexico
593,845912,845912,3.508757,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Union,Sloan Canyon,,"UNM 1071, Wedding Cake Butte",,New Mexico
594,845919,845919,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Union,Sloan Canyon,,Big Cimarron Valley,,New Mexico
595,846145,846145,3.836582,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Orphan Mesa Loc. 3,Cross Quarry,New Mexico
596,846167,846167,3.836582,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Episcoposaurus horridus type, Arroyo Seco",Orpha Mesa,New Mexico
597,846168,846168,1.357201,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Canon del Cobre,,New Mexico
598,846168,846168,1.357201,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Canon del Cobre,,New Mexico
599,846168,846168,1.357201,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Canon del Cobre,,New Mexico
600,846306,846306,3.836582,Postosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",,New Mexico
601,846308,846308,3.836582,Caseosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",,New Mexico
602,847959,847959,1.353064,Leptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Placerias Quarry, UCMP A269",,Arizona
603,850008,850008,1.353064,Krzyzanowskisaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Placerias Quarry, UCMP A269",,Arizona
604,850012,850012,-1.470099,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"Walker's Tank, TMM 41966","Trilophosaurus holotype, Red Tank, Walkers Tank",Texas
605,850016,850016,-1.470099,Calyptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"Walker's Tank, TMM 41966","Trilophosaurus holotype, Red Tank, Walkers Tank",Texas
606,850048,850048,3.84681,Desmatosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"MNA 1496, 5 km NE Many Farms",,Arizona
607,853407,853407,1.357201,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Bull Canyon,,"NMMNH Loc. 001, Revuelto Creek",,New Mexico
608,853411,853411,1.357201,Shuvosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Bull Canyon,,"NMMNH Loc. 001, Revuelto Creek",,New Mexico
609,880945,880945,34.47747,Coburgosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Bayern,Coburg,Burgsandstein,,"Untersiemau, Coburgosuchus holotype",,Bavaria
610,882064,882064,34.47747,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Bayern,Nürnberger Land,Feuerletten,,Röthenbach,,Bavaria
611,882293,882293,34.92545,Mystriosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",AT,Styria,Styria,Dachsteinkalk,,Totes Gebirge phytosaurs,,Styria
612,882293,882293,34.92545,Mystriosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",AT,Styria,Styria,Dachsteinkalk,,Totes Gebirge phytosaurs,,Styria
613,882293,882293,34.92545,Mystriosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",AT,Styria,Styria,Dachsteinkalk,,Totes Gebirge phytosaurs,,Styria
614,897122,897122,1.358284,Uatchitodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Chatham,Cumnock,,"NCPALEO1906, Moncure",,North Carolina
615,897129,897129,1.358284,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Chatham,Cumnock,,"NCPALEO1906, Moncure",,North Carolina
616,897134,897134,1.358284,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Chatham,Cumnock,,"NCPALEO1906, Moncure",,North Carolina
617,897618,897618,-46.11636,Guaibasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,Riograndia,"Botucarai Hill, BR-287 road","Candelária, Botucaraí Hill, Sesmaria do Pinhal",Rio Grande do Sul
618,908524,908524,-46.11636,Teyumbaita,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,,"Linha Facão (upper, approx. 14 m), Candelaria",,Rio Grande do Sul
619,908524,908524,-46.11636,Teyumbaita,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,,"Linha Facão (upper, approx. 14 m), Candelaria",,Rio Grande do Sul
620,908525,908525,-46.11636,Hyperodapedon,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,,"Linha Facão (lower, 8-12 m), Candelaria",,Rio Grande do Sul
621,908533,908533,-46.11636,Teyumbaita,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,Hyperodapedon,"Faixa Nova, 11.5 m",,Rio Grande do Sul
622,908533,908533,-46.11636,Teyumbaita,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,Hyperodapedon,"Faixa Nova, 11.5 m",,Rio Grande do Sul
623,908533,908533,-46.11636,Teyumbaita,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,Hyperodapedon,"Faixa Nova, 11.5 m",,Rio Grande do Sul
624,923080,923080,-46.11636,Clevosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,Ictidosauria,"8 km west Candelaria, BR 287, Sesmaria do Pinhal 1",,Rio Grande do Sul
625,923083,923083,-50.49719,Riojasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,Quebrada de los Jachaleros,,La Rioja
626,923086,923086,-50.49719,Neoaetosauroides,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,General Lavalle,Los Colorados,,"Cabecera del río Mañero, km 126, Ruta 26",Neoaetosauroides holotype; head of the Manero river,La Rioja
627,923086,923086,-50.49719,Neoaetosauroides,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,General Lavalle,Los Colorados,,"Cabecera del río Mañero, km 126, Ruta 26",Neoaetosauroides holotype; head of the Manero river,La Rioja
628,923087,923087,-50.49719,Hemiprotosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,Quebrada de los Jachaleros,,La Rioja
629,923087,923087,-50.49719,Hemiprotosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,Quebrada de los Jachaleros,,La Rioja
630,923088,923088,-50.49719,Pseudhesperosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,Quebrada de los Jachaleros,,La Rioja
631,923089,923089,-50.49719,Palaeochersis,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,2 km NE of La Esquina,Palaeochersis,La Rioja
632,923089,923089,-50.49719,Palaeochersis,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,2 km NE of La Esquina,Palaeochersis,La Rioja
633,923089,923089,-50.49719,Palaeochersis,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,2 km NE of La Esquina,Palaeochersis,La Rioja
634,923090,923090,-50.49719,Fasolasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,Lavalle,Los Colorados,Coloradian,La Esquina,Fasolasuchus,La Rioja
635,923092,923092,-50.49719,Neoaetosauroides,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,Quebrada de los Jachaleros,,La Rioja
636,923093,923093,-50.49719,Neoaetosauroides,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,"Provincial Road no. 26, kilometer 142",,La Rioja
637,923093,923093,-50.49719,Neoaetosauroides,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,"Provincial Road no. 26, kilometer 142",,La Rioja
638,923094,923094,-50.49719,Neoaetosauroides,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,"Provincial Road no. 26, kilometer 140",La Esquina,La Rioja
639,923095,923095,-50.49719,Neoaetosauroides,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,General Lavalle,Los Colorados,,"Cabecera del río Mañero (upper), km 126, Ruta 26",head of the Manero river,La Rioja
640,923096,923096,-50.49719,Neoaetosauroides,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,Coloradian,"Head of Los Tarros river, kilometer 128",,La Rioja
641,924734,924734,30.98263,Mystriosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Tuttlingen,Löwenstein,,"Untere Mühle, Trossingen",,Baden-Württemberg
642,924735,924735,30.98263,Mystriosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Tuttlingen,Löwenstein,,"Neuhaus, near Aixheim",,Baden-Württemberg
643,924736,924736,30.98263,Mystriosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Tuttlingen,Löwenstein,,Trossingen-Aixheim area,,Baden-Württemberg
644,924737,924737,30.98263,Mystriosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Tuttlingen,Löwenstein,,"Neuhaus, near Aixheim",,Baden-Württemberg
645,924739,924739,32.59323,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Heslach quarries, Stuttgart, ""Heslacher Wand""",,Baden-Württemberg
646,924740,924740,32.59323,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Heslach quarries, Stuttgart, ""Heslacher Wand""",,Baden-Württemberg
647,924743,924743,6.739012,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Pennsylvania,York,New Oxford,,"Little Conewago Creek, Zions View",,Pennsylvania
648,924747,924747,32.59323,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Heslach quarries, Stuttgart, ""Heslacher Wand""",,Baden-Württemberg
649,929818,929818,32.59323,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Stuttgart,Löwenstein,,"Gablenberg, Abelsberg Strasse, Stuttgart","Abelsberger Straße, Stuttgart-Gaisburg",Baden-Württemberg
650,930806,930806,-46.11636,Faxinalipterus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",,Rio Grande do Sul
651,930806,930806,-46.11636,Faxinalipterus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",,Rio Grande do Sul
652,930809,930809,-46.11636,Cargninia,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",,Rio Grande do Sul
653,930836,930836,35.99011,Mystriosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Niedersachsen,Göttingen,Arnstadt,,Krähenberg,,Niedersachsen
654,930837,930837,35.99011,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Niedersachsen,Göttingen,Arnstadt,,Krähenberg,,Niedersachsen
655,930849,930849,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Tuttlingen,Löwenstein,,"Untere Mühle, Trossingen",,Baden-Württemberg
656,930990,930990,30.6753,Proganochelys,227,208.5,Late Triassic,"(227.0, 208.5)",TH,Phetchabun,Nam Nao,Huai Hin Lat,,Ban Huai Sanan Sai-Ban Na Pha Song Road,,Phetchabun
657,931088,931088,30.6753,Proganochelys,227,208.5,Late Triassic,"(227.0, 208.5)",TH,Khon Kaen,Khon Kaen,Huai Hin Lat,,Ban Sawan Sawan banana farm,Ban Loc Mai,Khon Kaen
658,931095,931095,30.6753,Proganochelys,227,208.5,Late Triassic,"(227.0, 208.5)",TH,Khon Kaen,Khon Kaen,Huai Hin Lat,,Huai Hin Lat creek,,Khon Kaen
659,933495,933495,12.74718,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",CA,Nova Scotia,Digby,Blomidon,,"Rossway, St Mary's Bay",,Nova Scotia
660,933496,933496,26.04535,Sikannisuchus,227,208.5,Late Triassic,"(227.0, 208.5)",CA,British Columbia,British Columbia,Pardonet,triangularis,"Locality D, headwaters of Chicken Creek",,British Columbia
661,933499,933499,26.04535,Sikannisuchus,227,208.5,Late Triassic,"(227.0, 208.5)",CA,British Columbia,British Columbia,Pardonet,triangularis,"Locality C, headwaters of Chicken Creek",,British Columbia
662,933502,933502,26.04535,Sikannisuchus,227,208.5,Late Triassic,"(227.0, 208.5)",CA,British Columbia,British Columbia,Pardonet,triangularis,"Locality B, headwaters of Chicken Creek",,British Columbia
663,933505,933505,26.04535,Sikannisuchus,227,208.5,Late Triassic,"(227.0, 208.5)",CA,British Columbia,British Columbia,Pardonet,triangularis,"Locality BC, headwaters of Chicken Creek",,British Columbia
664,934039,934039,1.358284,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Chatham,Cumnock,,New Egypt coal mine,,North Carolina
665,934229,934229,1.353064,Smilosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,General Blue Forest Area (UCMP 7038),,Arizona
666,939490,939490,4.111155,Poposaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Utah,Garfield,Chinle,,Circle Cliffs Poposaurus,,Utah
667,1066207,1066207,-25.48265,Nambalia,227,208.5,Late Triassic,"(227.0, 208.5)",IN,Andhra Pradesh,Andhra Pradesh,Upper Maleri,,north of Nambal Village (ISIR 273),Pranhita–Godavari Basin,Andhra Pradesh
668,1066207,1066207,-25.48265,Nambalia,227,208.5,Late Triassic,"(227.0, 208.5)",IN,Andhra Pradesh,Andhra Pradesh,Upper Maleri,,north of Nambal Village (ISIR 273),Pranhita–Godavari Basin,Andhra Pradesh
669,1066207,1066207,-25.48265,Nambalia,227,208.5,Late Triassic,"(227.0, 208.5)",IN,Andhra Pradesh,Andhra Pradesh,Upper Maleri,,north of Nambal Village (ISIR 273),Pranhita–Godavari Basin,Andhra Pradesh
670,1066208,1066208,-25.48265,Jaklapallisaurus,227,208.5,Late Triassic,"(227.0, 208.5)",IN,Andhra Pradesh,Andhra Pradesh,Upper Maleri,,3 km north of Jaklapalli village (ISIR 274),Pranhita–Godavari Basin,Andhra Pradesh
671,1079734,1079734,1.358284,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Chatham,Cumnock,,"NCPALEO1906, Moncure",,North Carolina
672,1079735,1079735,1.358284,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Chatham,Cumnock,,"NCPALEO1906, Moncure",,North Carolina
673,1083465,1083465,1.353064,Rugarhynchos,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Chinle,,"Sixmile Canyon, near Gallup, NMMNH L-5700",,New Mexico
674,1084250,1084250,1.353064,Tecovasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Placerias Quarry, UCMP A269",,Arizona
675,1084251,1084251,1.353064,Tecovasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Downs Quarry, MNA 207-10",,Arizona
676,1084252,1084252,1.353064,Tecovasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,NMMNH L-3252,,New Mexico
677,1084253,1084253,1.353064,Tecovasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Placerias Quarry, UCMP A269",,Arizona
678,1084254,1084254,1.353064,Tecovasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Blue Hills 1, UCMP V7307, V7308",St. Johns I,Arizona
679,1099822,1099822,30.98263,Proganochelys,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Baden-Wurttemberg,Löwenstein,,Aixheim,,Baden-Württemberg
680,1099826,1099826,30.98263,Proganochelys,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Stuttgart,Löwenstein,,Schönbuch bei Häfner-Neuhausen,Neuenhaus,Baden-Württemberg
681,1099834,1099834,34.47747,Proterochersis,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Murrhardt-Mettelberg, Schlipf & Söhne quarry",,Baden-Württemberg
682,1099923,1099923,32.59323,Proterochersis,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemburg,Stuttgart,Löwenstein,,"Rohracker, vineyard",,Baden-Württemberg
683,1099924,1099924,34.47747,Proterochersis,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Stuttgart,Löwenstein,,Rudersberg,,Baden-Württemberg
684,1099927,1099927,32.59323,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Heslach quarries, Stuttgart, ""Heslacher Wand""",,Baden-Württemberg
685,1100182,1100182,34.47747,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Heilbronn,Löwenstein,,"Löwenstein, Affaltrach",Belodon type locality,Baden-Württemberg
686,1100184,1100184,34.47747,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Heilbronn,Löwenstein,,"Löwenstein, Affaltrach",Belodon type locality,Baden-Württemberg
687,1100185,1100185,34.47747,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Heilbronn,Löwenstein,,"Löwenstein, Affaltrach",Belodon type locality,Baden-Württemberg
688,1100202,1100202,32.59323,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Stuttgart,Löwenstein,,"Gablenberg, Abelsberg Strasse, Stuttgart","Abelsberger Straße, Stuttgart-Gaisburg",Baden-Württemberg
689,1100203,1100203,30.98263,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Sindelfingen-Magstadt, Sandwerk Körner",,Baden-Württemberg
690,1100204,1100204,30.98263,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Sindelfingen-Magstadt, Sandwerk Körner",,Baden-Württemberg
691,1100205,1100205,32.59323,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Stuttgart,Löwenstein,,"Stuttgart-Degerloch, Lower Stubensandstein",,Baden-Württemberg
692,1100206,1100206,30.98263,Nicrosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Stuttgart,Löwenstein,,Kayh,,Baden-Württemberg
693,1104047,1104047,34.47747,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Bayern,Middle Franconia,Trossingen,,"Buchenbühl, Nürnberg",,Bavaria
694,1107323,1107323,38.38995,Velocipes,227,208.5,Late Triassic,"(227.0, 208.5)",PL,Opole,Opole,Lissauer Breccia,,Kocury,Fösterei Kotzuren,Opole
695,1107325,1107325,32.59323,Tanystropheus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Heslach quarries, Stuttgart, ""Heslacher Wand""",,Baden-Württemberg
696,1112358,1112358,-50.49719,Coloradisaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,General Lavalle,Los Colorados,,"ruta 26, Los Colorados",La Esquina,La Rioja
697,1116574,1116574,1.353064,Poposaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Stinking Springs, SMU Loc. 252",,Arizona
698,1116575,1116575,1.353064,Shuvosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Stinking Springs, SMU Loc. 252",,Arizona
699,1116576,1116576,1.353064,Postosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Stinking Springs, SMU Loc. 252",,Arizona
700,1116584,1116584,1.353064,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Placerias Quarry, UCMP A269",,Arizona
701,1116585,1116585,1.353064,Hesperosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Placerias Quarry, UCMP A269",,Arizona
702,1139540,1139540,-65.49458,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,Santa Cruz,Magallanes,Laguna Colorada,,Estancia El Tranquilo,,Santa Cruz
703,1139540,1139540,-65.49458,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,Santa Cruz,Magallanes,Laguna Colorada,,Estancia El Tranquilo,,Santa Cruz
704,1139540,1139540,-65.49458,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,Santa Cruz,Magallanes,Laguna Colorada,,Estancia El Tranquilo,,Santa Cruz
705,1139540,1139540,-65.49458,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,Santa Cruz,Magallanes,Laguna Colorada,,Estancia El Tranquilo,,Santa Cruz
706,1237442,1237442,6.739012,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Pennsylvania,York,New Oxford,,"Wheatley's Copper Mines, Emigsville (AMNH)",Emiggsville,Pennsylvania
707,1315237,1315237,-52.85442,Sphenotitan,227,208.5,Late Triassic,"(227.0, 208.5)",AR,San Juan,Caucete Department,Quebrada del Barro,,"Balde de Leyes (Norian, Quebrada del Barro)",,San Juan
708,1330178,1330178,1.353064,Calyptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Cibola,Petrified Forest,,Mesa del Oro,Lucero Uplift,New Mexico
709,1330181,1330181,1.357201,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Sandoval,Petrified Forest,,Hagan Basin (Correo Sandstone),,New Mexico
710,1332865,1332865,1.357201,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Sandoval,Chinle,,NMMNH Loc. 376,,New Mexico
711,1334449,1334449,34.47747,Proterochersis,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Württemberg,Stuttgart,Löwenstein,,Rudersberg,,Baden-Württemberg
712,1347726,1347726,6.340519,Stenomyti,227,208.5,Late Triassic,"(227.0, 208.5)",US,Colorado,Eagle,Chinle,,"DMNH locality 692, 3.5 km south of Derby Junction",,Colorado
713,1347767,1347767,3.836582,Vivaron,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 2)",,New Mexico
714,1347768,1347768,3.836582,Vivaron,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 4)",,New Mexico
715,1347795,1347795,-52.85442,Dromomeron,227,208.5,Late Triassic,"(227.0, 208.5)",AR,San Juan,Caucete,Quebrada del Barro,,Quebrada del Puma,,San Juan
716,1347822,1347822,-52.85442,Waluchelys,227,208.5,Late Triassic,"(227.0, 208.5)",AR,San Juan,Caucete,Quebrada del Barro,,Quebrada del Puma,,San Juan
717,1347823,1347823,-52.85442,Sphenotitan,227,208.5,Late Triassic,"(227.0, 208.5)",AR,San Juan,Caucete,Quebrada del Barro,,"""Bone-bed"", near El Gigantillo Hill",,San Juan
718,1347824,1347824,-52.85442,Sphenotitan,227,208.5,Late Triassic,"(227.0, 208.5)",AR,San Juan,Caucete,Quebrada del Barro,,Quebrada del Puma,,San Juan
719,1347830,1347830,-52.85442,Lucianovenator,227,208.5,Late Triassic,"(227.0, 208.5)",AR,San Juan,Caucete,Quebrada del Barro,,Quebrada del Puma,,San Juan
720,1347835,1347835,1.353064,Scutarx,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Billings Gap area, PFV 355",,Arizona
721,1347836,1347836,1.353064,Scutarx,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Saurian Valley PVF 224,,Arizona
722,1356672,1356672,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Gallina Canyon,"Coelophysis type site, Cope",New Mexico
723,1371708,1371708,6.739012,Tanytrachelos,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Jersey,Hudson,Lockatong,,"Palisades escarpment, Weehawken",,New Jersey
724,1371944,1371944,6.739012,Tanytrachelos,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Jersey,Bergen,Stockton,,"Ross Dock, Palisades Interstate Park",Fort Lee,New Jersey
725,1371949,1371949,6.739012,Tanytrachelos,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Jersey,Bergen,Lockatong,,"Gorge and River roads, Edgwater",,New Jersey
726,1394218,1394218,1.353064,Smilosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,"Alexander Wash, UCMP 7034","Lithodendron Wash, Adamana",Arizona
727,1400945,1400945,1.357201,Heterodontichnites,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Santa Fe,Santa Rosa,,NMMNH L-1410,,New Mexico
