stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Carnian,-235,0.22807012,0.177779,0.277803,0.137933051,0.103791,0.174827,0.090137071,0.034581,0.1467
Carnian,-236,0.22807012,0.177779,0.277803,0.137933051,0.103791,0.174827,0.090137071,0.034581,0.1467
Carnian,-237,0.22807012,0.177779,0.277803,0.137933051,0.103791,0.174827,0.090137071,0.034581,0.1467
Ladinian,-238,0.283924837,0.18818,0.389571,0.309156883,0.211741,0.413481,-0.025232047,-0.161469,0.11254
Ladinian,-239,0.283924837,0.18818,0.389571,0.309156883,0.211741,0.413481,-0.025232047,-0.161469,0.11254
Ladinian,-240,0.283924837,0.18818,0.389571,0.309156883,0.211741,0.413481,-0.025232047,-0.161469,0.11254
Ladinian,-241,0.283924837,0.18818,0.389571,0.309156883,0.211741,0.413481,-0.025232047,-0.161469,0.11254
Anisian,-242,0.283924837,0.18818,0.389571,0.309156883,0.211741,0.413481,-0.025232047,-0.161469,0.11254
Anisian,-243,0.270871061,0.180817,0.367219,0.26958713,0.177226,0.364088,0.00128393,-0.113172,0.121714
Anisian,-244,0.270871061,0.180817,0.367219,0.26958713,0.177226,0.364088,0.00128393,-0.113172,0.121714
Anisian,-245,0.270871061,0.180817,0.367219,0.26958713,0.177226,0.364088,0.00128393,-0.113172,0.121714
Anisian,-246,0.270871061,0.180817,0.367219,0.26958713,0.177226,0.364088,0.00128393,-0.113172,0.121714
Olenekian,-247,0.700569905,0.531938,0.866606,0.506797689,0.363503,0.657331,0.193772215,-0.013342,0.397128
Olenekian,-248,0.700569905,0.531938,0.866606,0.506797689,0.363503,0.657331,0.193772215,-0.013342,0.397128
Olenekian,-249,0.700569905,0.531938,0.866606,0.506797689,0.363503,0.657331,0.193772215,-0.013342,0.397128
Induan,-250,0.700569905,0.531938,0.866606,0.506797689,0.363503,0.657331,0.193772215,-0.013342,0.397128
Induan,-251,0.700569905,0.531938,0.866606,0.506797689,0.363503,0.657331,0.193772215,-0.013342,0.397128
Changhsingian,-252,0.700569905,0.531938,0.866606,0.506797689,0.363503,0.657331,0.193772215,-0.013342,0.397128
Changhsingian,-253,0.204809937,0.120199,0.297348,0.265285202,0.175673,0.359189,-0.060475267,-0.184242,0.064859
Changhsingian,-254,0.204809937,0.120199,0.297348,0.265285202,0.175673,0.359189,-0.060475267,-0.184242,0.064859
Wuchiapingian,-255,0.204809937,0.120199,0.297348,0.265285202,0.175673,0.359189,-0.060475267,-0.184242,0.064859
Wuchiapingian,-256,0.204809937,0.120199,0.297348,0.265285202,0.175673,0.359189,-0.060475267,-0.184242,0.064859
Wuchiapingian,-257,0.204809937,0.120199,0.297348,0.265285202,0.175673,0.359189,-0.060475267,-0.184242,0.064859
Wuchiapingian,-258,0.204809937,0.120199,0.297348,0.265285202,0.175673,0.359189,-0.060475267,-0.184242,0.064859
Wuchiapingian,-259,0.204809937,0.120199,0.297348,0.265285202,0.175673,0.359189,-0.060475267,-0.184242,0.064859
Capitanian,-260,0.183121371,0.064854,0.304236,0.133955508,0.04784,0.228924,0.049165862,-0.107005,0.207137
Capitanian,-261,0.183121371,0.064854,0.304236,0.133955508,0.04784,0.228924,0.049165862,-0.107005,0.207137
Capitanian,-262,0.183121371,0.064854,0.304236,0.133955508,0.04784,0.228924,0.049165862,-0.107005,0.207137
Capitanian,-263,0.183121371,0.064854,0.304236,0.133955508,0.04784,0.228924,0.049165862,-0.107005,0.207137
Capitanian,-264,0.183121371,0.064854,0.304236,0.133955508,0.04784,0.228924,0.049165862,-0.107005,0.207137
Wordian,-265,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Wordian,-266,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Roadian,-267,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Roadian,-268,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Roadian,-269,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Roadian,-270,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Roadian,-271,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Roadian,-272,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Roadian,-273,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Roadian,-274,0.221096387,0.115763,0.335365,0.120030307,0.047503,0.198082,0.10106608,-0.026105,0.229331
Kungurian,-275,0.134383189,0.03628,0.242516,0.172289622,0.064549,0.292458,-0.037906433,-0.193618,0.122802
Kungurian,-276,0.134383189,0.03628,0.242516,0.172289622,0.064549,0.292458,-0.037906433,-0.193618,0.122802
Kungurian,-277,0.134383189,0.03628,0.242516,0.172289622,0.064549,0.292458,-0.037906433,-0.193618,0.122802
Kungurian,-278,0.134383189,0.03628,0.242516,0.172289622,0.064549,0.292458,-0.037906433,-0.193618,0.122802
Kungurian,-279,0.134383189,0.03628,0.242516,0.172289622,0.064549,0.292458,-0.037906433,-0.193618,0.122802
Kungurian,-280,0.134383189,0.03628,0.242516,0.172289622,0.064549,0.292458,-0.037906433,-0.193618,0.122802
