stage,age,L_mean,L_hpd_m95,L_hpd_M95,M_mean,M_hpd_m95,M_hpd_M95,R_mean,R_hpd_m95,R_hpd_M95
Carnian,-235,0.15163123,0.089178,0.220957,0.149695984,0.087771,0.217093,0.001935248,-0.08283,0.088932
Carnian,-236,0.15163123,0.089178,0.220957,0.149695984,0.087771,0.217093,0.001935248,-0.08283,0.088932
Carnian,-237,0.15163123,0.089178,0.220957,0.149695984,0.087771,0.217093,0.001935248,-0.08283,0.088932
Ladinian,-238,0.123930978,0.050197,0.202603,0.215101701,0.104846,0.33717,-0.091170724,-0.232597,0.044627
Ladinian,-239,0.123930978,0.050197,0.202603,0.215101701,0.104846,0.33717,-0.091170724,-0.232597,0.044627
Ladinian,-240,0.123930978,0.050197,0.202603,0.215101701,0.104846,0.33717,-0.091170724,-0.232597,0.044627
Ladinian,-241,0.123930978,0.050197,0.202603,0.215101701,0.104846,0.33717,-0.091170724,-0.232597,0.044627
Anisian,-242,0.123930978,0.050197,0.202603,0.215101701,0.104846,0.33717,-0.091170724,-0.232597,0.044627
Anisian,-243,0.285512117,0.188749,0.390107,0.262417985,0.166256,0.362501,0.023094134,-0.114546,0.159405
Anisian,-244,0.285512117,0.188749,0.390107,0.262417985,0.166256,0.362501,0.023094134,-0.114546,0.159405
Anisian,-245,0.285512117,0.188749,0.390107,0.262417985,0.166256,0.362501,0.023094134,-0.114546,0.159405
Anisian,-246,0.285512117,0.188749,0.390107,0.262417985,0.166256,0.362501,0.023094134,-0.114546,0.159405
Olenekian,-247,0.326357269,0.203822,0.455962,0.362085465,0.226614,0.504003,-0.035728199,-0.215793,0.149869
Olenekian,-248,0.326357269,0.203822,0.455962,0.362085465,0.226614,0.504003,-0.035728199,-0.215793,0.149869
Olenekian,-249,0.326357269,0.203822,0.455962,0.362085465,0.226614,0.504003,-0.035728199,-0.215793,0.149869
Induan,-250,0.326357269,0.203822,0.455962,0.362085465,0.226614,0.504003,-0.035728199,-0.215793,0.149869
Induan,-251,0.326357269,0.203822,0.455962,0.362085465,0.226614,0.504003,-0.035728199,-0.215793,0.149869
Changhsingian,-252,0.326357269,0.203822,0.455962,0.362085465,0.226614,0.504003,-0.035728199,-0.215793,0.149869
Changhsingian,-253,0.179975081,0.13558,0.224789,0.289076786,0.233401,0.346271,-0.109101708,-0.176518,-0.044118
Changhsingian,-254,0.179975081,0.13558,0.224789,0.289076786,0.233401,0.346271,-0.109101708,-0.176518,-0.044118
Wuchiapingian,-255,0.179975081,0.13558,0.224789,0.289076786,0.233401,0.346271,-0.109101708,-0.176518,-0.044118
Wuchiapingian,-256,0.179975081,0.13558,0.224789,0.289076786,0.233401,0.346271,-0.109101708,-0.176518,-0.044118
Wuchiapingian,-257,0.179975081,0.13558,0.224789,0.289076786,0.233401,0.346271,-0.109101708,-0.176518,-0.044118
Wuchiapingian,-258,0.179975081,0.13558,0.224789,0.289076786,0.233401,0.346271,-0.109101708,-0.176518,-0.044118
Wuchiapingian,-259,0.179975081,0.13558,0.224789,0.289076786,0.233401,0.346271,-0.109101708,-0.176518,-0.044118
Capitanian,-260,0.345851855,0.249373,0.452275,0.236153294,0.168287,0.310155,0.109698563,0.013626,0.208987
Capitanian,-261,0.345851855,0.249373,0.452275,0.236153294,0.168287,0.310155,0.109698563,0.013626,0.208987
Capitanian,-262,0.345851855,0.249373,0.452275,0.236153294,0.168287,0.310155,0.109698563,0.013626,0.208987
Capitanian,-263,0.345851855,0.249373,0.452275,0.236153294,0.168287,0.310155,0.109698563,0.013626,0.208987
Capitanian,-264,0.345851855,0.249373,0.452275,0.236153294,0.168287,0.310155,0.109698563,0.013626,0.208987
Wordian,-265,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Wordian,-266,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Roadian,-267,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Roadian,-268,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Roadian,-269,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Roadian,-270,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Roadian,-271,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Roadian,-272,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Roadian,-273,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Roadian,-274,0.391126983,0.256268,0.522084,0.19288243,0.116176,0.270274,0.19824455,0.058535,0.342705
Kungurian,-275,0.100437327,0.03174,0.17673,0.1185581,0.039818,0.211624,-0.018120774,-0.132263,0.089452
Kungurian,-276,0.100437327,0.03174,0.17673,0.1185581,0.039818,0.211624,-0.018120774,-0.132263,0.089452
Kungurian,-277,0.100437327,0.03174,0.17673,0.1185581,0.039818,0.211624,-0.018120774,-0.132263,0.089452
Kungurian,-278,0.100437327,0.03174,0.17673,0.1185581,0.039818,0.211624,-0.018120774,-0.132263,0.089452
Kungurian,-279,0.100437327,0.03174,0.17673,0.1185581,0.039818,0.211624,-0.018120774,-0.132263,0.089452
Kungurian,-280,0.100437327,0.03174,0.17673,0.1185581,0.039818,0.211624,-0.018120774,-0.132263,0.089452
