id,occurrence_no,Taxon,MaxAge,MinAge,Locality,Area
129,521669,Revueltosaurus,227.0,208.5,Arizona,4.0
130,521669,Revueltosaurus,227.0,208.5,Arizona,4.0
131,521669,Revueltosaurus,227.0,208.5,Arizona,4.0
132,521669,Revueltosaurus,227.0,208.5,Arizona,4.0
133,521670,Shuvosaurus,227.0,208.5,Arizona,4.0
134,528637,Coelophysis,227.0,208.5,New Mexico,4.0
135,528638,Eucoelophysis,227.0,208.5,New Mexico,4.0
136,528639,Coelophysis,227.0,208.5,New Mexico,4.0
137,528640,Coelophysis,227.0,208.5,New Mexico,4.0
138,528641,Coelophysis,227.0,208.5,New Mexico,4.0
139,528642,Coelophysis,227.0,208.5,New Mexico,4.0
140,528643,Coelophysis,227.0,208.5,New Mexico,4.0
141,528644,Coelophysis,227.0,208.5,New Mexico,4.0
142,528645,Coelophysis,227.0,208.5,New Mexico,4.0
143,530454,Coelophysis,227.0,208.5,New Mexico,4.0
144,530455,Coelophysis,227.0,208.5,New Mexico,4.0
145,536062,Sacisaurus,227.0,208.5,Rio Grande do Sul,1.0
146,536068,Guaibasaurus,227.0,208.5,Rio Grande do Sul,1.0
147,536068,Guaibasaurus,227.0,208.5,Rio Grande do Sul,1.0
148,536430,Grallator,227.0,208.5,North Carolina,4.0
149,538678,Kholumolumo,227.0,208.5,Mohale's Hoek,1.0
150,538678,Kholumolumo,227.0,208.5,Mohale's Hoek,1.0
151,538678,Kholumolumo,227.0,208.5,Mohale's Hoek,1.0
152,538678,Kholumolumo,227.0,208.5,Mohale's Hoek,1.0
153,538678,Kholumolumo,227.0,208.5,Mohale's Hoek,1.0
154,538678,Kholumolumo,227.0,208.5,Mohale's Hoek,1.0
155,538678,Kholumolumo,227.0,208.5,Mohale's Hoek,1.0
156,539206,Lessemsaurus,227.0,208.5,La Rioja,1.0
157,539206,Lessemsaurus,227.0,208.5,La Rioja,1.0
158,539206,Lessemsaurus,227.0,208.5,La Rioja,1.0
159,545159,Tecovasaurus,227.0,208.5,Texas,4.0
160,545160,Tecovasaurus,227.0,208.5,Arizona,4.0
161,545161,Lucianosaurus,227.0,208.5,New Mexico,4.0
162,557168,Postosuchus,227.0,208.5,Arizona,4.0
163,557172,Typothorax,227.0,208.5,Arizona,4.0
164,557172,Typothorax,227.0,208.5,Arizona,4.0
165,557172,Typothorax,227.0,208.5,Arizona,4.0
166,557173,Postosuchus,227.0,208.5,Arizona,4.0
167,557174,Shuvosaurus,227.0,208.5,Arizona,4.0
168,557175,Revueltosaurus,227.0,208.5,Arizona,4.0
169,557177,Coelophysis,227.0,208.5,Arizona,4.0
170,557177,Coelophysis,227.0,208.5,Arizona,4.0
171,557177,Coelophysis,227.0,208.5,Arizona,4.0
172,557177,Coelophysis,227.0,208.5,Arizona,4.0
173,557182,Postosuchus,227.0,208.5,Arizona,4.0
174,559094,Coelophysis,227.0,208.5,New Mexico,4.0
175,559095,Trilophosaurus,227.0,208.5,Arizona,4.0
176,561802,Riojasaurus,227.0,208.5,La Rioja,1.0
177,562834,Technosaurus,227.0,208.5,Texas,4.0
178,562835,Typothorax,227.0,208.5,Texas,4.0
179,562836,Protoavis,227.0,208.5,Texas,4.0
180,562836,Protoavis,227.0,208.5,Texas,4.0
181,562836,Protoavis,227.0,208.5,Texas,4.0
182,562837,Paratypothorax,227.0,208.5,Texas,4.0
183,562843,Typothorax,227.0,208.5,Arizona,4.0
184,562846,Calyptosuchus,227.0,208.5,Arizona,4.0
185,562847,Leptosuchus,227.0,208.5,Arizona,4.0
186,566949,Revueltosaurus,227.0,208.5,Pennsylvania,4.0
187,572546,Trilophosaurus,227.0,208.5,Arizona,4.0
188,572551,Leptosuchus,227.0,208.5,Arizona,4.0
189,572552,Crosbysaurus,227.0,208.5,Arizona,4.0
190,572553,Crosbysaurus,227.0,208.5,Arizona,4.0
191,572562,Rutiodon,227.0,208.5,Arizona,4.0
192,572567,Poposaurus,227.0,208.5,Arizona,4.0
193,572571,Desmatosuchus,227.0,208.5,Arizona,4.0
194,572572,Stagonolepis,227.0,208.5,Arizona,4.0
195,572586,Trilophosaurus,227.0,208.5,New Mexico,4.0
196,572593,Crosbysaurus,227.0,208.5,New Mexico,4.0
197,572595,Crosbysaurus,227.0,208.5,New Mexico,4.0
198,572614,Diphydontosaurus,227.0,208.5,Texas,4.0
199,572615,Planocephalosaurus,227.0,208.5,Texas,4.0
200,572616,Fraserosphenodon,227.0,208.5,Texas,4.0
201,572619,Trilophosaurus,227.0,208.5,Texas,4.0
202,572632,Protecovasaurus,227.0,208.5,Texas,4.0
203,572633,Crosbysaurus,227.0,208.5,Texas,4.0
204,572634,Revueltosaurus,227.0,208.5,Texas,4.0
205,572650,Paleollanosaurus,227.0,208.5,Texas,4.0
206,572651,Trilophosaurus,227.0,208.5,Texas,4.0
207,572673,Protecovasaurus,227.0,208.5,Texas,4.0
208,572674,Protecovasaurus,227.0,208.5,Texas,4.0
209,572675,Crosbysaurus,227.0,208.5,Texas,4.0
210,572676,Crosbysaurus,227.0,208.5,Texas,4.0
211,572677,Revueltosaurus,227.0,208.5,Texas,4.0
212,572678,Tecovasaurus,227.0,208.5,Texas,4.0
213,589407,Revueltosaurus,227.0,208.5,Arizona,4.0
214,590148,Coelophysis,227.0,208.5,New Mexico,4.0
215,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
216,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
217,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
218,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
219,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
220,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
221,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
222,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
223,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
224,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
225,590150,Machaeroprosopus,227.0,208.5,New Mexico,4.0
226,590151,Rioarribasuchus,227.0,208.5,New Mexico,4.0
227,590152,Typothorax,227.0,208.5,New Mexico,4.0
228,593107,Erpetosuchus,227.0,208.5,Connecticut,4.0
229,627521,Shuvosaurus,227.0,208.5,Texas,4.0
230,627729,Shuvosaurus,227.0,208.5,Texas,4.0
231,627731,Coelophysis,227.0,208.5,Texas,4.0
232,632302,Plateosaurus,227.0,208.5,Baden-Wurttemberg,3.0
233,632303,Plateosaurus,227.0,208.5,Baden-Wurttemberg,3.0
234,632304,Plateosaurus,227.0,208.5,Baden-Wurttemberg,3.0
235,668537,Teyumbaita,227.0,208.5,Rio Grande do Sul,1.0
236,690297,Dromomeron,227.0,208.5,New Mexico,4.0
237,690298,Dromomeron,227.0,208.5,New Mexico,4.0
238,690300,Typothorax,227.0,208.5,New Mexico,4.0
239,690301,Rioarribasuchus,227.0,208.5,New Mexico,4.0
240,690302,Vivaron,227.0,208.5,New Mexico,4.0
241,705331,Desmatosuchus,227.0,208.5,New Mexico,4.0
242,705332,Desmatosuchus,227.0,208.5,New Mexico,4.0
243,705341,Stagonolepis,227.0,208.5,New Mexico,4.0
244,705346,Tecovasuchus,227.0,208.5,New Mexico,4.0
245,705367,Stagonolepis,227.0,208.5,New Mexico,4.0
246,705954,Plateosaurus,227.0,208.5,Bayern,3.0
247,735410,Tanytrachelos,227.0,208.5,North Carolina,4.0
248,738863,Colobops,227.0,208.5,Connecticut,4.0
249,745263,Libognathus,227.0,208.5,Texas,4.0
250,755503,Crosbysaurus,227.0,208.5,Texas,4.0
251,755823,Typothorax,227.0,208.5,New Mexico,4.0
252,755824,Machaeroprosopus,227.0,208.5,New Mexico,4.0
253,755825,Typothorax,227.0,208.5,New Mexico,4.0
254,778905,Typothorax,227.0,208.5,New Mexico,4.0
255,778927,Coelophysis,227.0,208.5,New Mexico,4.0
256,778940,Machaeroprosopus,227.0,208.5,New Mexico,4.0
257,778944,Machaeroprosopus,227.0,208.5,New Mexico,4.0
258,778949,Redondasuchus,227.0,208.5,New Mexico,4.0
259,780614,Typothorax,227.0,208.5,Arizona,4.0
260,780615,Machaeroprosopus,227.0,208.5,Arizona,4.0
261,780616,Machaeroprosopus,227.0,208.5,Arizona,4.0
262,780672,Postosuchus,227.0,208.5,Arizona,4.0
263,780673,Shuvosaurus,227.0,208.5,Arizona,4.0
264,780674,Typothorax,227.0,208.5,Arizona,4.0
265,780675,Machaeroprosopus,227.0,208.5,Arizona,4.0
266,780675,Machaeroprosopus,227.0,208.5,Arizona,4.0
267,780676,Machaeroprosopus,227.0,208.5,Arizona,4.0
268,782162,Smilosuchus,227.0,208.5,Arizona,4.0
269,782162,Smilosuchus,227.0,208.5,Arizona,4.0
270,782162,Smilosuchus,227.0,208.5,Arizona,4.0
271,782166,Calyptosuchus,227.0,208.5,Arizona,4.0
272,782168,Rutiodon,227.0,208.5,Arizona,4.0
273,782169,Paratypothorax,227.0,208.5,Arizona,4.0
274,782173,Rutiodon,227.0,208.5,Arizona,4.0
275,782174,Typothorax,227.0,208.5,Arizona,4.0
276,782175,Paratypothorax,227.0,208.5,Arizona,4.0
277,782179,Rutiodon,227.0,208.5,Arizona,4.0
278,782180,Calyptosuchus,227.0,208.5,Arizona,4.0
279,782187,Trilophosaurus,227.0,208.5,Texas,4.0
280,782188,Rutiodon,227.0,208.5,Texas,4.0
281,782208,Machaeroprosopus,227.0,208.5,New Mexico,4.0
282,782209,Redondasuchus,227.0,208.5,New Mexico,4.0
283,785830,Proganochelys,227.0,208.5,New Mexico,4.0
284,806718,Trilophosaurus,227.0,208.5,Texas,4.0
285,806719,Trilophosaurus,227.0,208.5,Texas,4.0
286,806720,Trilophosaurus,227.0,208.5,Texas,4.0
287,806721,Leptosuchus,227.0,208.5,Texas,4.0
288,807815,Trilophosaurus,227.0,208.5,Arizona,4.0
289,807923,Machaeroprosopus,227.0,208.5,Arizona,4.0
290,811765,Stegomus,227.0,208.5,New Jersey,4.0
291,811785,Hypsognathus,227.0,208.5,Nova Scotia,4.0
292,811795,Soturnia,227.0,208.5,Rio Grande do Sul,1.0
293,811795,Soturnia,227.0,208.5,Rio Grande do Sul,1.0
294,811795,Soturnia,227.0,208.5,Rio Grande do Sul,1.0
295,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
296,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
297,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
298,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
299,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
300,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
301,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
302,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
303,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
304,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
305,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
306,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
307,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
308,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
309,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
310,811801,Clevosaurus,227.0,208.5,Rio Grande do Sul,1.0
311,812267,Typothorax,227.0,208.5,New Mexico,4.0
312,818285,Redondavenator,227.0,208.5,New Mexico,4.0
313,819353,Dromomeron,227.0,208.5,New Mexico,4.0
314,819354,Dromomeron,227.0,208.5,Arizona,4.0
315,830860,Tanytrachelos,227.0,208.5,New Jersey,4.0
316,831030,Tanytrachelos,227.0,208.5,New Jersey,4.0
317,832006,Stegomus,227.0,208.5,New Jersey,4.0
318,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
319,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
320,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
321,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
322,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
323,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
324,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
325,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
326,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
327,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
328,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
329,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
330,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
331,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
332,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
333,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
334,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
335,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
336,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
337,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
338,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
339,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
340,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
341,832046,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
342,832047,Aetosaurus,227.0,208.5,Baden-Württenburg,3.0
343,832116,Rutiodon,227.0,208.5,New Jersey,4.0
344,832687,Stagonolepis,227.0,208.5,Utah,4.0
345,832689,Acaenasuchus,227.0,208.5,Arizona,4.0
346,832690,Calyptosuchus,227.0,208.5,Arizona,4.0
347,832691,Calyptosuchus,227.0,208.5,Arizona,4.0
348,832694,Postosuchus,227.0,208.5,Arizona,4.0
349,832696,Smilosuchus,227.0,208.5,Arizona,4.0
350,837004,Doswellia,227.0,208.5,Utah,4.0
351,837057,Acallosuchus,227.0,208.5,Arizona,4.0
352,837086,Smilosuchus,227.0,208.5,Arizona,4.0
353,837088,Leptosuchus,227.0,208.5,Arizona,4.0
354,837168,Calyptosuchus,227.0,208.5,Arizona,4.0
355,837181,Calyptosuchus,227.0,208.5,Arizona,4.0
356,837182,Calyptosuchus,227.0,208.5,Arizona,4.0
357,837213,Leptosuchus,227.0,208.5,Arizona,4.0
358,837214,Postosuchus,227.0,208.5,Arizona,4.0
359,837361,Trilophosaurus,227.0,208.5,Arizona,4.0
360,837363,Calyptosuchus,227.0,208.5,Arizona,4.0
361,837364,Acaenasuchus,227.0,208.5,Arizona,4.0
362,837367,Hesperosuchus,227.0,208.5,Arizona,4.0
363,837368,Revueltosaurus,227.0,208.5,Arizona,4.0
364,837380,Smilosuchus,227.0,208.5,Arizona,4.0
365,837381,Leptosuchus,227.0,208.5,Arizona,4.0
366,837391,Machaeroprosopus,227.0,208.5,Arizona,4.0
367,837546,Hesperosuchus,227.0,208.5,Arizona,4.0
368,837547,Postosuchus,227.0,208.5,Arizona,4.0
369,837548,Leptosuchus,227.0,208.5,Arizona,4.0
370,837550,Leptosuchus,227.0,208.5,Arizona,4.0
371,837550,Leptosuchus,227.0,208.5,Arizona,4.0
372,837550,Leptosuchus,227.0,208.5,Arizona,4.0
373,837551,Acaenasuchus,227.0,208.5,Arizona,4.0
374,837552,Calyptosuchus,227.0,208.5,Arizona,4.0
375,837552,Calyptosuchus,227.0,208.5,Arizona,4.0
376,837556,Leptosuchus,227.0,208.5,Arizona,4.0
377,837558,Smilosuchus,227.0,208.5,Arizona,4.0
378,837559,Poposaurus,227.0,208.5,Arizona,4.0
379,837562,Calyptosuchus,227.0,208.5,Arizona,4.0
380,837563,Leptosuchus,227.0,208.5,Arizona,4.0
381,837565,Leptosuchus,227.0,208.5,Arizona,4.0
382,837593,Calyptosuchus,227.0,208.5,Arizona,4.0
383,837594,Leptosuchus,227.0,208.5,Arizona,4.0
384,837594,Leptosuchus,227.0,208.5,Arizona,4.0
385,837595,Leptosuchus,227.0,208.5,Arizona,4.0
386,837597,Poposaurus,227.0,208.5,Arizona,4.0
387,837598,Postosuchus,227.0,208.5,Arizona,4.0
388,837601,Calyptosuchus,227.0,208.5,Arizona,4.0
389,837637,Smilosuchus,227.0,208.5,Arizona,4.0
390,837639,Leptosuchus,227.0,208.5,Arizona,4.0
391,837642,Leptosuchus,227.0,208.5,Arizona,4.0
392,837653,Tawa,227.0,208.5,New Mexico,4.0
393,837654,Tawa,227.0,208.5,New Mexico,4.0
394,837654,Tawa,227.0,208.5,New Mexico,4.0
395,837654,Tawa,227.0,208.5,New Mexico,4.0
396,837654,Tawa,227.0,208.5,New Mexico,4.0
397,837654,Tawa,227.0,208.5,New Mexico,4.0
398,837654,Tawa,227.0,208.5,New Mexico,4.0
399,837654,Tawa,227.0,208.5,New Mexico,4.0
400,837654,Tawa,227.0,208.5,New Mexico,4.0
401,837655,Tawa,227.0,208.5,New Mexico,4.0
402,838199,Sphodrosaurus,227.0,208.5,Pennsylvania,4.0
403,838827,Leptosuchus,227.0,208.5,Arizona,4.0
404,838828,Smilosuchus,227.0,208.5,Arizona,4.0
405,838829,Leptosuchus,227.0,208.5,Arizona,4.0
406,838832,Leptosuchus,227.0,208.5,Arizona,4.0
407,838834,Leptosuchus,227.0,208.5,Arizona,4.0
408,838837,Calyptosuchus,227.0,208.5,Arizona,4.0
409,838839,Leptosuchus,227.0,208.5,Arizona,4.0
410,838841,Leptosuchus,227.0,208.5,Arizona,4.0
411,838864,Calyptosuchus,227.0,208.5,Arizona,4.0
412,838866,Leptosuchus,227.0,208.5,Arizona,4.0
413,838916,Leptosuchus,227.0,208.5,Arizona,4.0
414,838917,Calyptosuchus,227.0,208.5,Arizona,4.0
415,838919,Calyptosuchus,227.0,208.5,Arizona,4.0
416,838920,Leptosuchus,227.0,208.5,Arizona,4.0
417,838924,Calyptosuchus,227.0,208.5,Arizona,4.0
418,838925,Leptosuchus,227.0,208.5,Arizona,4.0
419,838927,Calyptosuchus,227.0,208.5,Arizona,4.0
420,838928,Calyptosuchus,227.0,208.5,Arizona,4.0
421,838930,Leptosuchus,227.0,208.5,Arizona,4.0
422,838932,Calyptosuchus,227.0,208.5,Arizona,4.0
423,838933,Leptosuchus,227.0,208.5,Arizona,4.0
424,838935,Leptosuchus,227.0,208.5,Arizona,4.0
425,838936,Calyptosuchus,227.0,208.5,Arizona,4.0
426,838937,Leptosuchus,227.0,208.5,Arizona,4.0
427,838955,Calyptosuchus,227.0,208.5,Arizona,4.0
428,838956,Leptosuchus,227.0,208.5,Arizona,4.0
429,838959,Calyptosuchus,227.0,208.5,Arizona,4.0
430,838960,Leptosuchus,227.0,208.5,Arizona,4.0
431,838961,Leptosuchus,227.0,208.5,Arizona,4.0
432,838963,Calyptosuchus,227.0,208.5,Arizona,4.0
433,838965,Leptosuchus,227.0,208.5,Arizona,4.0
434,838966,Smilosuchus,227.0,208.5,Arizona,4.0
435,838967,Leptosuchus,227.0,208.5,Arizona,4.0
436,838969,Leptosuchus,227.0,208.5,Arizona,4.0
437,838998,Leptosuchus,227.0,208.5,Arizona,4.0
438,838999,Calyptosuchus,227.0,208.5,Arizona,4.0
439,840615,Calyptosuchus,227.0,208.5,Arizona,4.0
440,840617,Leptosuchus,227.0,208.5,Arizona,4.0
441,840618,Calyptosuchus,227.0,208.5,Arizona,4.0
442,840619,Calyptosuchus,227.0,208.5,Arizona,4.0
443,840621,Calyptosuchus,227.0,208.5,Arizona,4.0
444,840623,Leptosuchus,227.0,208.5,Arizona,4.0
445,840678,Protome,227.0,208.5,Arizona,4.0
446,840722,Smilosuchus,227.0,208.5,Arizona,4.0
447,840723,Leptosuchus,227.0,208.5,Arizona,4.0
448,840767,Leptosuchus,227.0,208.5,Arizona,4.0
