id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka
4710,790114,790114,-47.63135,Claudiosaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Leoposa (Sakamena Fm.),Morondava Basin
4711,790114,790114,-47.63135,Claudiosaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Leoposa (Sakamena Fm.),Morondava Basin
4712,790115,790115,-47.63135,Claudiosaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Benenitra (Sakamena Fm.),Morondava Basin
4713,790147,790147,-47.63135,Claudiosaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Sakamaniga (Sakamena Fm.),Ranohira; Morondava Basin
4714,790203,790203,-50.09196,Coelurosauravus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4715,790204,790204,-50.09196,Coelurosauravus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4716,790204,790204,-50.09196,Coelurosauravus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4717,807814,807814,-63.15948,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage Zone,New Bethesda Commonage,Nieu-Bethesda
4718,807814,807814,-63.15948,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage Zone,New Bethesda Commonage,Nieu-Bethesda
4719,808133,808133,-60.85079,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Western Cape,Central Karoo,Balfour,Daptocephalus Assemblage Zone,Toverwater,Towerwater
4720,816641,816641,-60.85079,Millerosaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Western Cape,Central Karoo,Balfour,Dicynodon Assemblage,Ringsfontein,
4721,816651,816651,-60.85079,Milleretta,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Western Cape,Central Karoo,Balfour,Dicynodon Assemblage,Beeldhouersfontein,
4722,816682,816682,-60.85079,Millerosaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage,"Katbosch, Graaff-Reinet",Katbos
4723,833324,833324,-47.63135,Coelurosauravus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Sakamaniga (Sakamena Fm.),Ranohira; Morondava Basin
4724,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4725,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4726,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4727,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4728,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4729,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4730,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4731,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4732,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4733,833385,833385,-47.63135,Barasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Fianarantsoa,Fianarantsoa,Lower Sakamena,,Ranohira (Sakamena Fm.),type locality of Barasaurus besairiei; Morondava Basin
4734,833493,833493,-50.09196,Acerosodontosaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4735,833588,833588,-60.85079,Owenetta,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage,"Katbosch, Graaff-Reinet",Katbos
4736,854902,854902,-60.85079,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage,Doornplaas,Doornplaats; Rust
4737,990462,990462,38.44569,Gansurhinus,259.51,251.902,Lopingian,"(259.51, 251.902)",CN,Nei Mongol,Nei Mongol,Naobaogou,,Baotou Captorhinid Site (Naobaogou Fm.),
4738,1285176,1285176,-63.15948,Spondylolestes,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage Zone,New Bethesda Commonage,Nieu-Bethesda
4739,1285177,1285177,-63.15948,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage Zone,New Bethesda Commonage,Nieu-Bethesda
4740,1285178,1285178,-63.15948,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Cacadu,,Dicynodon,Doornkloof (Glen Again),Dornkloof
4741,1285182,1285182,-63.15948,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage Zone,New Bethesda Commonage,Nieu-Bethesda
4742,1285184,1285184,-60.85079,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage,Doornplaas,Doornplaats; Rust
4743,1285185,1285185,-60.85079,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Western Cape,Central Karoo,Balfour,Dicynodon Assemblage,Beeldhouersfontein,
4744,1285186,1285186,-60.85079,Pareiasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Western Cape,Central Karoo,Balfour,Dicynodon Assemblage,Beeldhouersfontein,
4745,1285191,1285191,-60.85079,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Eastern Cape,Balfour,Dicynodon Assemblage,Klipplaat,
4746,1285194,1285194,-63.15948,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage Zone,Wellwood (Dicynodon Assemblage Zone),
4747,1285194,1285194,-63.15948,Youngina,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Camdeboo,Balfour,Dicynodon Assemblage Zone,Wellwood (Dicynodon Assemblage Zone),
4748,1285822,1285822,-63.15948,Saurosternon,259.51,251.902,Lopingian,"(259.51, 251.902)",ZA,Eastern Cape,Eastern Cape,,Dicynodon or Daptocephalus Assemblage Zone,"Stylkrantz, Sniewe Berg (Dicynodon AZ)","Sneeuwberg, Steilkrans, Styl Krantz, Stylkrans"
4749,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4750,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4751,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4752,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4753,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4754,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4755,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4756,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4757,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4758,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4759,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4760,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4761,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4762,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4763,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4764,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4765,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4766,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4767,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4768,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4769,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4770,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4771,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4772,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4773,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4774,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4775,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4776,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4777,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4778,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4779,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4780,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4781,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4782,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4783,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4784,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4785,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4786,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4787,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4788,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4789,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4790,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4791,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4792,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4793,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4794,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4795,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4796,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4797,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4798,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4799,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4800,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4801,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4802,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4803,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4804,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4805,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4806,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4807,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4808,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4809,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4810,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4811,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4812,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4813,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4814,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4815,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4816,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4817,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4818,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4819,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4820,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4821,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4822,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4823,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4824,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4825,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4826,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4827,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4828,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4829,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4830,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4831,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4832,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4833,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4834,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
4835,1285964,1285964,-50.09196,Hovasaurus,259.51,251.902,Lopingian,"(259.51, 251.902)",MG,Tulear,Tulear,Lower Sakamena,,Mt. Eliva (Sakamena Fm.),Sakamena River Valley; Morondava Basin
