id,occurrence_no,Taxon,MaxAge,MinAge,Locality,Area
8939,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8940,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8941,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8942,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8943,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8944,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8945,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8946,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8947,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8948,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8949,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8950,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8951,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8044,1418821,Moschorhinus,259.51,251.902,KwaZulu-Natal,1
8952,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8953,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8954,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8955,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8956,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8957,1305470,Cistecephalus,259.51,254.14,Eastern Cape,1
8958,1305469,Dinanomodon,259.51,254.14,Eastern Cape,1
8965,1305435,Dinanomodon,259.51,254.14,Eastern Cape,1
8966,1305434,Diictodon,259.51,254.14,Eastern Cape,1
8967,1305433,Cistecephalus,259.51,254.14,Eastern Cape,1
8968,1305432,Emydops,259.51,254.14,Eastern Cape,1
8969,1305348,Diictodon,259.51,254.14,Eastern Cape,1
8970,1305347,Dinanomodon,259.51,254.14,Eastern Cape,1
8971,1305345,Lycaenodon,259.51,254.14,Eastern Cape,1
8972,1305344,Dinogorgon,259.51,254.14,Eastern Cape,1
8973,1305343,Oudenodon,259.51,254.14,Eastern Cape,1
8974,1305342,Cistecephalus,259.51,254.14,Eastern Cape,1
8975,1305342,Cistecephalus,259.51,254.14,Eastern Cape,1
8976,1305342,Cistecephalus,259.51,254.14,Eastern Cape,1
8977,1305342,Cistecephalus,259.51,254.14,Eastern Cape,1
8978,1305341,Palemydops,259.51,254.14,Eastern Cape,1
8994,1304765,Sintocephalus,259.51,254.14,Eastern Cape,1
8995,1304763,Arctognathus,259.51,254.14,Eastern Cape,1
8996,1304762,Eosimops,259.51,254.14,Eastern Cape,1
8070,1343504,Procynosuchus,259.51,251.902,KwaZulu-Natal,1
8997,1304761,Dinanomodon,259.51,254.14,Eastern Cape,1
8998,1304759,Cistecephalus,259.51,254.14,Eastern Cape,1
8999,1304758,Pristerodon,259.51,254.14,Eastern Cape,1
9000,1304608,Rhachiocephalus,259.51,254.14,Eastern Cape,1
9001,1304607,Oudenodon,259.51,254.14,Eastern Cape,1
9002,1304606,Aulacephalodon,259.51,254.14,Eastern Cape,1
9003,1304606,Aulacephalodon,259.51,254.14,Eastern Cape,1
9004,1304605,Oudenodon,259.51,254.14,Eastern Cape,1
9005,1304604,Diictodon,259.51,254.14,Eastern Cape,1
9006,1304603,Oudenodon,259.51,254.14,Eastern Cape,1
9007,1304602,Cistecephalus,259.51,254.14,Eastern Cape,1
9008,1304575,Dicynodon,259.51,254.14,Eastern Cape,1
9009,1304569,Cyonosaurus,259.51,254.14,Eastern Cape,1
9010,1304568,Oudenodon,259.51,254.14,Eastern Cape,1
9011,1304567,Aulacephalodon,259.51,254.14,Eastern Cape,1
9012,1304566,Cistecephalus,259.51,254.14,Eastern Cape,1
9029,1135798,Paraburnetia,259.51,254.14,Eastern Cape,1
9039,968514,Emydops,259.51,254.14,Eastern Cape,1
9261,1418987,Olivierosuchus,251.902,246.7,Eastern Cape,1
