id,Rotated Lat,Rotated Lon,genus,locality
4337,-52.0012,-29.5316,Eoraptor,San Juan
4335,-52.0012,-29.5316,Herrerasaurus,San Juan
4334,-52.0012,-29.5316,Saurosuchus,San Juan
4333,-52.0012,-29.5316,Aetosauroides,San Juan
4332,-52.0012,-29.5316,Herrerasaurus,San Juan
4331,24.9561,4.3648,Terrestrisuchus,England
4330,24.9561,4.3648,Agnosphitys,England
4329,-49.9808,-33.9335,Luperosuchus,La Rioja
4328,-49.9808,-33.9335,Lagerpeton,La Rioja
4327,-49.9808,-33.9335,Chanaresuchus,La Rioja
4326,-49.9808,-33.9335,Gualosuchus,La Rioja
4325,-49.9808,-33.9335,Gracilisuchus,La Rioja
4324,-49.9808,-33.9335,Marasuchus,La Rioja
4323,-49.9808,-33.9335,Lewisuchus,La Rioja
4322,-49.9808,-33.9335,Tropidosuchus,La Rioja
4321,-49.9808,-33.9335,Tarjadia,La Rioja
4320,-52.0012,-29.5316,Pisanosaurus,La Rioja
4319,-62.7516,-22.8072,Bradysaurus,Western Cape
4318,40.0893,-9.3354,Arcticodactylus,East Greenland
4312,24.9561,4.3648,Pantydraco,Wales
4311,42.9789,121.7034,Eumetabolodon,Nei Mongol
4310,42.9789,121.7034,Eumetabolodon,Shaanxi
4309,41.6012,117.8804,Youngetta,Nei Mongol
4308,41.9725,35.9164,Belebey,Bashkortostan
4307,2.6894,-35.9903,Rothianiscus,Oklahoma
4304,2.6894,-35.9903,Rothianiscus,Oklahoma
4305,2.6894,-35.9903,Rothianiscus,Oklahoma
4306,2.6894,-35.9903,Rothianiscus,Oklahoma
4303,2.6894,-35.9903,Rothianiscus,Oklahoma
4302,2.6894,-35.9903,Rothianiscus,Oklahoma
4301,2.6894,-35.9903,Rothianiscus,Oklahoma
4300,2.6894,-35.9903,Rothianiscus,Oklahoma
4299,2.6894,-35.9903,Rothianiscus,Oklahoma
4298,2.6894,-35.9903,Rothianiscus,Oklahoma
4297,2.6894,-35.9903,Rothianiscus,Oklahoma
4296,0.2573,-40.5036,Captorhinoides,Texas
4289,-0.73,-37.6741,Bolosaurus,Texas
4290,-0.73,-37.6741,Bolosaurus,Texas
4291,-0.73,-37.6741,Bolosaurus,Texas
4292,-0.73,-37.6741,Bolosaurus,Texas
4293,-0.73,-37.6741,Bolosaurus,Texas
4294,-0.73,-37.6741,Bolosaurus,Texas
4295,-0.73,-37.6741,Bolosaurus,Texas
4288,-0.73,-37.6741,Bolosaurus,Texas
4287,-2.9808,-38.7628,Bolosaurus,Texas
4286,1.0593,-36.5887,Labidosaurus,Texas
4285,1.0593,-36.5887,Captorhinus,Texas
4284,1.0593,-36.5887,Captorhinus,Texas
4283,1.0593,-36.5887,Captorhinus,Texas
4281,1.0593,-36.5887,Captorhinus,Texas
4282,1.0593,-36.5887,Captorhinus,Texas
4280,1.0593,-36.5887,Labidosaurus,Texas
4279,1.0593,-36.5887,Labidosaurus,Texas
4278,1.0593,-36.5887,Captorhinus,Texas
4277,1.0593,-36.5887,Captorhinus,Texas
4276,1.0593,-36.5887,Labidosaurus,Texas
4275,1.0593,-36.5887,Captorhinus,Texas
4274,1.0593,-36.5887,Labidosaurus,Texas
4273,-1.1855,-37.6892,Bolosaurus,Texas
4268,-1.1855,-37.6892,Araeoscelis,Texas
4269,-1.1855,-37.6892,Araeoscelis,Texas
4270,-1.1855,-37.6892,Araeoscelis,Texas
4271,-1.1855,-37.6892,Araeoscelis,Texas
4272,-1.1855,-37.6892,Araeoscelis,Texas
4267,-1.1855,-37.6892,Captorhinus,Texas
4266,-1.1855,-37.6892,Labidosaurus,Texas
4265,-1.1855,-37.6892,Labidosaurus,Texas
4264,-1.1855,-37.6892,Captorhinus,Texas
4263,-57.634,-24.1868,Mesosaurus,Namibia
4262,-57.634,-24.1868,Mesosaurus,Namibia
4261,-57.634,-24.1868,Mesosaurus,Namibia
4260,-57.634,-24.1868,Mesosaurus,Namibia
4259,-48.4091,123.5564,Grallator,Queensland
4258,44.3876,33.3665,Deltavjatia,Kirov
4257,45.0092,37.7433,Scutosaurus,Tatarstan
4250,-2.7466,-38.9219,Bolosaurus,Texas
4249,-50.4972,-22.4201,Zupaysaurus,La Rioja
4247,17.3463,-49.8163,Omphalosaurus,Nevada
4248,17.3463,-49.8163,Omphalosaurus,Nevada
4246,48.4578,0.5752,Grippia,Svalbard
4245,29.6148,13.9762,Coelurosaurichnus,Franken
4244,6.739,-20.6269,Rutiodon,Pennsylvania
4243,-1.1855,-37.6892,Captorhinus,Texas
4242,-60.8508,-19.3342,Pareiasuchus,Northern Cape
4241,8.5619,-43.658,Arizonasaurus,Arizona
4240,8.5619,-43.658,Anisodontosaurus,Arizona
4239,27.932,16.0856,Placochelys,Friuli-Venezia Giulia
4236,20.3475,11.0572,Psephoderma,Lombardia
4237,20.3475,11.0572,Psephoderma,Lombardia
4238,20.3475,11.0572,Psephoderma,Lombardia
4235,45.2164,33.3228,Vonhuenia,Nizhegorod
4234,-56.0316,14.4488,Melanorosaurus,Eastern Cape
4230,-56.0316,14.4488,Plateosauravus,Eastern Cape
4231,-56.0316,14.4488,Plateosauravus,Eastern Cape
4232,-56.0316,14.4488,Plateosauravus,Eastern Cape
4233,-56.0316,14.4488,Plateosauravus,Eastern Cape
4229,48.6263,31.1073,Chasmatosuchus,Komi
4228,47.7835,44.5676,Chasmatosuchus,Orenburg
4227,46.4143,42.1659,Chasmatosuchus,Orenburg
4226,46.4143,42.1659,Chasmatosuchus,Orenburg
4225,32.104,120.1211,Chaohusaurus,Anhui
4224,32.104,120.1211,Chaohusaurus,Anhui
4223,15.4479,12.7418,Placochelys,Lombardia
4222,35.91,15.3389,Psephoderma,Lombardia
4221,26.4928,14.9159,Psephoderma,Lombardia
4220,24.4854,22.6839,Paraplacodus,Lombardia
4219,15.0674,119.7846,Barracudasaurus,Guizhou
4218,39.8221,10.4256,Sarcosaurus,England
4217,29.45,26.3383,Czatkowiella,Malopolskie
4216,29.45,26.3383,Sophineta,Malopolskie
4215,29.45,26.3383,Osmolskina,Malopolskie
4214,29.45,26.3383,Pamelina,Malopolskie
4213,29.45,26.3383,Procolina,Malopolskie
4212,34.9254,15.4382,Placochelys,Austria
4211,1.9826,-22.3794,Euscolosuchus,Virginia
4210,1.9826,-22.3794,Uatchitodon,Virginia
4209,1.9826,-22.3794,Gomphiosauridion,Virginia
4208,1.9826,-22.3794,Xenodiphyodon,Virginia
4207,1.3531,-47.1801,Desmatosuchus,Arizona
4206,1.3531,-47.1801,Smilosuchus,Arizona
4205,1.3531,-47.1801,Postosuchus,Arizona
4204,1.3531,-47.1801,Camposaurus,Arizona
4203,1.3531,-47.1801,Calyptosuchus,Arizona
4202,1.3531,-47.1801,Tanytrachelos,Arizona
4201,1.3531,-47.1801,Smilosuchus,Arizona
4200,1.3531,-47.1801,Parasuchus,Arizona
4199,1.3531,-47.1801,Acaenasuchus,Arizona
4198,26.4626,20.9891,Cyamodus,Baden-Wurttemberg
4197,52.3465,25.1911,Timanophon,Komi
4196,1.3531,-47.1801,Poposaurus,Arizona
4195,1.3531,-47.1801,Shuvosaurus,Arizona
4194,1.3531,-47.1801,Poposaurus,Arizona
4193,1.3531,-47.1801,Trilophosaurus,Arizona
4192,1.3531,-47.1801,Trilophosaurus,Arizona
4191,1.3531,-47.1801,Tanytrachelos,Arizona
4190,25.024,18.7935,Nothosaurus,Hessen
4189,1.0633,-40.6348,Parasuchus,Texas
4188,-46.1164,-4.6554,Unaysaurus,Rio Grande do Sul
4187,24.9561,4.3648,Terrestrisuchus,Wales
4186,24.9561,4.3648,Kuehneosaurus,Wales
4185,24.9561,4.3648,Clevosaurus,Wales
4184,35.9688,2.1884,Tricuspisaurus,Wales
4183,35.9688,2.1884,Planocephalosaurus,Wales
4182,35.9688,2.1884,Haligonia,Wales
4181,35.9688,2.1884,Variodens,England
4180,17.3463,-49.8163,Cymbospondylus,Nevada
4179,17.3463,-49.8163,Cymbospondylus,Nevada
4178,17.3463,-49.8163,Cymbospondylus,Nevada
4177,17.3463,-49.8163,Phalarodon,Nevada
4176,6.0887,-50.239,Protosuchus,Arizona
4175,-0.5164,-22.3104,Lucasuchus,North Carolina
4174,24.9561,4.3648,Diphydontosaurus,England
4173,52.1412,136.1873,Jingshanosaurus,Yunnan
4172,-52.0012,-29.5316,Herrerasaurus,San Juan
4171,-52.0012,-29.5316,Hyperodapedon,San Juan
4170,-52.0012,-29.5316,Hyperodapedon,San Juan
4169,3.8366,-43.9682,Machaeroprosopus,New Mexico
4168,3.8366,-43.9682,Machaeroprosopus,New Mexico
4167,3.8366,-43.9682,Typothorax,New Mexico
4166,20.0114,-14.2092,Coelophysis,Connecticut
4165,32.5932,9.3339,Teratosaurus,Baden-Wurttemberg
4164,32.5932,9.3339,Efraasia,Baden-Wurttemberg
4162,30.9826,11.6474,Gresslyosaurus,Switzerland
4163,30.9826,11.6474,Gresslyosaurus,Switzerland
4161,30.9826,11.6474,Plateosaurus,Switzerland
4160,1.3531,-47.1801,Typothorax,Arizona
4159,8.8311,-44.1355,Coelophysis,New Mexico
4158,8.8311,-44.1355,Machaeroprosopus,New Mexico
4157,-1.4701,-41.4649,Trilophosaurus,Texas
4156,-47.0393,20.0808,Hyperodapedon,Mashonaland Central
4155,-47.0393,20.0808,Saturnalia,Mashonaland Central
4154,1.3572,-44.289,Revueltosaurus,New Mexico
4152,1.3531,-47.1801,Chindesaurus,Arizona
4153,1.3531,-47.1801,Chindesaurus,Arizona
4151,1.3531,-47.1801,Shuvosaurus,Arizona
4150,30.9826,11.6474,Plateosaurus,Jura
4149,30.9826,11.6474,Plateosaurus,Jura
4148,37.6253,13.0683,Plateosaurus,Lorraine
4147,29.0864,9.707,Plateosaurus,Jura
4146,29.0864,9.707,Gresslyosaurus,Jura
4145,34.0586,4.4792,Camelotia,England
4144,-49.4771,-10.0175,Staurikosaurus,Rio Grande do Sul
4143,-49.0435,-14.582,Spondylosoma,Rio Grande do Sul
4142,34.4775,11.1969,Plateosaurus,Bavaria
4141,34.4775,11.1969,Liliensternus,Bavaria
4140,27.7242,17.4803,Zanclodon,Baden-Wurttemberg
4139,37.6253,13.0683,Plateosaurus,Baden-Wurttemberg
4138,32.5932,9.3339,Plateosaurus,Baden-Wurttemberg
4136,37.6253,13.0683,Plateosaurus,Baden-Wurttemberg
4137,37.6253,13.0683,Plateosaurus,Baden-Wurttemberg
4135,32.5932,9.3339,Gresslyosaurus,Baden-Wurttemberg
4110,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4111,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4112,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4113,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4114,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4115,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4116,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4117,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4118,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4119,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4120,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4121,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4122,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4123,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4124,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4125,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4126,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4127,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4128,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4129,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4130,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4131,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4132,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4133,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4134,42.7067,10.1418,Plateosaurus,Sachsen-Anhalt
4108,34.4775,11.1969,Ruehleia,Thuringia
4109,34.4775,11.1969,Ruehleia,Thuringia
4106,34.4775,11.1969,Liliensternus,Thuringia
4107,34.4775,11.1969,Liliensternus,Thuringia
4105,1.3572,-44.289,Gojirasaurus,New Mexico
4104,1.3572,-44.289,Machaeroprosopus,New Mexico
4103,1.3572,-44.289,Rutiodon,New Mexico
4102,1.3572,-44.289,Rioarribasuchus,New Mexico
4101,1.3572,-44.289,Shuvosaurus,New Mexico
4100,1.3572,-44.289,Shuvosaurus,New Mexico
4099,1.3531,-47.1801,Typothorax,Arizona
4098,1.3531,-47.1801,Hesperosuchus,Arizona
4097,1.3531,-47.1801,Machaeroprosopus,Arizona
4096,1.3531,-47.1801,Revueltosaurus,Arizona
4095,52.1412,136.1873,Lufengosaurus,Yunnan
4094,52.1412,136.1873,Lufengosaurus,Yunnan
4093,52.1412,136.1873,Lufengosaurus,Yunnan
4092,52.1412,136.1873,Gyposaurus,Yunnan
4091,52.1412,136.1873,Lufengosaurus,Yunnan
4090,52.1412,136.1873,Lukousaurus,Yunnan
4089,52.1412,136.1873,Sinosaurus,Yunnan
4088,35.7562,6.5658,Lophostropheus,Basse-Normandie
4087,52.1412,136.1873,Chinshakiangosaurus,Yunnan
4086,8.5619,-43.658,Ammorhynchus,Arizona
4085,8.5619,-43.658,Ammorhynchus,Arizona
4084,9.506,-46.6177,Ammorhynchus,Arizona
4083,9.506,-46.6177,Ammorhynchus,Arizona
4082,32.5932,9.3339,Grallator,Baden-Wurttemberg
4081,34.4775,11.1969,Grallator,Baden-Wurttemberg
4080,30.9826,11.6474,Eudimorphodon,Switzerland
4079,37.6253,13.0683,Eudimorphodon,Switzerland
4078,37.6253,13.0683,Variodens,Switzerland
4077,20.0114,-14.2092,Grallator,Connecticut
4076,20.0114,-14.2092,Eubrontes,Connecticut
4075,20.0114,-14.2092,Grallator,Connecticut
4074,20.0114,-14.2092,Eubrontes,Connecticut
4073,20.0114,-14.2092,Batrachopus,Connecticut
4072,20.0114,-14.2092,Grallator,Connecticut
4071,20.0114,-14.2092,Eubrontes,Connecticut
4070,20.0114,-14.2092,Batrachopus,Connecticut
4069,20.0114,-14.2092,Grallator,Connecticut
4068,20.0114,-14.2092,Grallator,Connecticut
4067,20.0114,-14.2092,Eubrontes,Connecticut
4066,20.0114,-14.2092,Eubrontes,Connecticut
4065,20.0114,-14.2092,Grallator,Connecticut
4064,20.0114,-14.2092,Grallator,Connecticut
4063,20.0114,-14.2092,Grallator,Connecticut
4062,20.0114,-14.2092,Grallator,Connecticut
4061,20.0114,-14.2092,Grallator,Connecticut
4060,20.0114,-14.2092,Eubrontes,Connecticut
4059,20.0114,-14.2092,Grallator,Connecticut
4058,20.0114,-14.2092,Eubrontes,Connecticut
4057,52.1412,136.1873,Eshanosaurus,Yunnan
4046,35.9688,2.1884,Thecodontosaurus,England
4047,35.9688,2.1884,Thecodontosaurus,England
4048,35.9688,2.1884,Thecodontosaurus,England
4049,35.9688,2.1884,Thecodontosaurus,England
4050,35.9688,2.1884,Thecodontosaurus,England
4051,35.9688,2.1884,Thecodontosaurus,England
4052,35.9688,2.1884,Thecodontosaurus,England
4053,35.9688,2.1884,Thecodontosaurus,England
4054,35.9688,2.1884,Thecodontosaurus,England
4055,35.9688,2.1884,Thecodontosaurus,England
4056,35.9688,2.1884,Thecodontosaurus,England
4045,35.9688,2.1884,Diphydontosaurus,England
4044,35.9688,2.1884,Diphydontosaurus,England
4043,44.258,7.4226,Eubrontes,Kristianstads
4042,-50.4972,-22.4201,Coloradisaurus,La Rioja
4041,-50.4972,-22.4201,Riojasaurus,La Rioja
4040,6.0887,-50.239,Syntarsus,Arizona
4039,1.3572,-44.289,Grallator,New Mexico
4038,1.3572,-44.289,Coelophysis,New Mexico
4037,1.3531,-47.1801,Revueltosaurus,Arizona
4036,1.3531,-47.1801,Typothorax,Arizona
4035,1.3531,-47.1801,Smilosuchus,Arizona
4034,1.3531,-47.1801,Krzyzanowskisaurus,Arizona
4033,1.3531,-47.1801,Calyptosuchus,Arizona
4032,1.3531,-47.1801,Leptosuchus,Arizona
4031,1.3531,-47.1801,Scutarx,Arizona
4030,1.3531,-47.1801,Leptosuchus,Arizona
4029,1.3531,-47.1801,Acaenasuchus,Arizona
4028,1.3531,-47.1801,Leptosuchus,Arizona
4027,1.3531,-47.1801,Revueltosaurus,Arizona
4026,1.3572,-44.289,Typothorax,New Mexico
4025,1.3572,-44.289,Paratypothorax,New Mexico
4024,1.3572,-44.289,Coelophysis,New Mexico
4023,1.3572,-44.289,Coelophysis,New Mexico
4021,-52.0012,-29.5316,Herrerasaurus,San Juan
4022,-52.0012,-29.5316,Herrerasaurus,San Juan
4020,-52.0012,-29.5316,Herrerasaurus,San Juan
4019,-52.0012,-29.5316,Herrerasaurus,San Juan
4018,-52.0012,-29.5316,Herrerasaurus,San Juan
4017,-52.0012,-29.5316,Herrerasaurus,San Juan
4016,-52.0012,-29.5316,Herrerasaurus,San Juan
4015,-52.0012,-29.5316,Trialestes,San Juan
4014,-52.0012,-29.5316,Proterochampsa,San Juan
4013,-52.0012,-29.5316,Herrerasaurus,San Juan
4012,20.0114,-14.2092,Grallator,Massachusetts
4011,20.0114,-14.2092,Grallator,Massachusetts
4010,20.0114,-14.2092,Kayentapus,Massachusetts
4009,20.0114,-14.2092,Grallator,Massachusetts
4008,20.0114,-14.2092,Eubrontes,Massachusetts
4007,20.0114,-14.2092,Grallator,Massachusetts
4006,20.0114,-14.2092,Grallator,Massachusetts
4005,20.0114,-14.2092,Grallator,Massachusetts
4004,20.0114,-14.2092,Eubrontes,Massachusetts
4003,20.0114,-14.2092,Eubrontes,Massachusetts
4002,20.0114,-14.2092,Eubrontes,Massachusetts
4001,20.0114,-14.2092,Eubrontes,Massachusetts
4000,20.0114,-14.2092,Eubrontes,Massachusetts
3999,20.0114,-14.2092,Eubrontes,Massachusetts
3998,20.0114,-14.2092,Anomoepus,Massachusetts
3997,20.0114,-14.2092,Anomoepus,Massachusetts
3996,20.0114,-14.2092,Kayentapus,Massachusetts
3995,20.0114,-14.2092,Sauropus,Massachusetts
3994,20.0114,-14.2092,Eubrontes,Massachusetts
3993,20.0114,-14.2092,Anomoepus,Massachusetts
3992,20.0114,-14.2092,Eubrontes,Massachusetts
3991,20.0114,-14.2092,Grallator,Massachusetts
3990,20.0114,-14.2092,Eubrontes,Massachusetts
3989,20.0114,-14.2092,Eubrontes,Massachusetts
3988,20.0114,-14.2092,Grallator,Massachusetts
3987,20.0114,-14.2092,Grallator,Massachusetts
3986,20.0114,-14.2092,Eubrontes,Massachusetts
3985,20.0114,-14.2092,Grallator,Massachusetts
3979,1.3531,-47.1801,Revueltosaurus,Arizona
3980,1.3531,-47.1801,Revueltosaurus,Arizona
3981,1.3531,-47.1801,Revueltosaurus,Arizona
3982,1.3531,-47.1801,Revueltosaurus,Arizona
3983,1.3531,-47.1801,Revueltosaurus,Arizona
3984,1.3531,-47.1801,Revueltosaurus,Arizona
3978,1.3531,-47.1801,Shuvosaurus,Arizona
3975,8.8311,-44.1355,Vancleavea,New Mexico
3976,8.8311,-44.1355,Vancleavea,New Mexico
3977,8.8311,-44.1355,Vancleavea,New Mexico
3974,8.8311,-44.1355,Whitakersaurus,New Mexico
3972,8.8311,-44.1355,Hesperosuchus,New Mexico
3973,8.8311,-44.1355,Hesperosuchus,New Mexico
3971,37.5828,4.2037,Plateosaurus,England
3970,3.8366,-43.9682,Coelophysis,New Mexico
3969,3.8366,-43.9682,Eucoelophysis,New Mexico
3968,3.8366,-43.9682,Coelophysis,New Mexico
3967,3.8366,-43.9682,Coelophysis,New Mexico
3966,3.8366,-43.9682,Coelophysis,New Mexico
3965,3.8366,-43.9682,Coelophysis,New Mexico
3964,3.8366,-43.9682,Coelophysis,New Mexico
3963,3.8366,-43.9682,Coelophysis,New Mexico
3962,3.8366,-43.9682,Coelophysis,New Mexico
3961,1.3572,-44.289,Coelophysis,New Mexico
3960,3.8366,-43.9682,Coelophysis,New Mexico
3959,20.0114,-14.2092,Batrachopus,Massachusetts
3958,20.0114,-14.2092,Batrachopus,Massachusetts
3957,20.0114,-14.2092,Batrachopus,Massachusetts
3956,3.8468,-47.0031,Grallator,Colorado
3955,3.8468,-47.0031,Pseudotetrasauropus,Colorado
3954,3.8468,-47.0031,Brachychirotherium,Colorado
3953,20.0114,-14.2092,Grallator,Massachusetts
3952,20.0114,-14.2092,Eubrontes,Massachusetts
3951,20.0114,-14.2092,Anchisauripus,Massachusetts
3950,-7.2843,-36.0957,Laquintasaura,Tachira
3948,42.7067,10.1418,Plateosaurus,Niedersachsen
3942,35.9688,2.1884,Asylosaurus,England
3943,35.9688,2.1884,Asylosaurus,England
3944,35.9688,2.1884,Asylosaurus,England
3945,35.9688,2.1884,Asylosaurus,England
3946,35.9688,2.1884,Asylosaurus,England
3947,35.9688,2.1884,Asylosaurus,England
3941,20.0114,-14.2092,Eubrontes,Massachusetts
3940,20.0114,-14.2092,Anchisauripus,Massachusetts
3939,20.0114,-14.2092,Grallator,Massachusetts
3922,20.0114,-14.2092,Anomoepus,Massachusetts
3923,20.0114,-14.2092,Anomoepus,Massachusetts
3924,20.0114,-14.2092,Anomoepus,Massachusetts
3925,20.0114,-14.2092,Anomoepus,Massachusetts
3926,20.0114,-14.2092,Anomoepus,Massachusetts
3927,20.0114,-14.2092,Anomoepus,Massachusetts
3928,20.0114,-14.2092,Anomoepus,Massachusetts
3929,20.0114,-14.2092,Anomoepus,Massachusetts
3930,20.0114,-14.2092,Anomoepus,Massachusetts
3931,20.0114,-14.2092,Anomoepus,Massachusetts
3932,20.0114,-14.2092,Anomoepus,Massachusetts
3933,20.0114,-14.2092,Anomoepus,Massachusetts
3934,20.0114,-14.2092,Anomoepus,Massachusetts
3935,20.0114,-14.2092,Anomoepus,Massachusetts
3936,20.0114,-14.2092,Anomoepus,Massachusetts
3937,20.0114,-14.2092,Anomoepus,Massachusetts
3938,20.0114,-14.2092,Anomoepus,Massachusetts
3921,8.8311,-44.1355,Drepanosaurus,New Mexico
3920,6.739,-20.6269,Grallator,New Jersey
3919,6.739,-20.6269,Grallator,New Jersey
3918,6.739,-20.6269,Grallator,New Jersey
3917,6.3169,-23.4868,Grallator,Pennsylvania
3916,6.3169,-23.4868,Brachychirotherium,Pennsylvania
3915,6.3169,-23.4868,Kintneria,Pennsylvania
3914,6.739,-20.6269,Brachychirotherium,Pennsylvania
3913,6.739,-20.6269,Grallator,Pennsylvania
3912,10.5874,-11.8909,Brachychirotherium,Nova Scotia
3911,10.5874,-11.8909,Grallator,Nova Scotia
3910,6.739,-20.6269,Eubrontes,New Jersey
3909,6.739,-20.6269,Grallator,New Jersey
3908,6.739,-20.6269,Atreipus,New Jersey
3907,6.739,-20.6269,Atreipus,Pennsylvania
3906,-46.1164,-4.6554,Sacisaurus,Rio Grande do Sul
3904,-46.1164,-4.6554,Guaibasaurus,Rio Grande do Sul
3905,-46.1164,-4.6554,Guaibasaurus,Rio Grande do Sul
3903,35.8555,19.2457,Eubrontes,Aveyron
3902,6.739,-20.6269,Gwyneddichnium,New Jersey
3901,6.739,-20.6269,Kintneria,New Jersey
3900,6.739,-20.6269,Grallator,New Jersey
3899,6.739,-20.6269,Anchisauripus,New Jersey
3898,6.739,-20.6269,Coelurosaurichnus,New Jersey
3897,6.739,-20.6269,Brachychirotherium,New Jersey
3896,6.739,-20.6269,Brachychirotherium,New Jersey
3895,6.739,-20.6269,Apatopus,New Jersey
3894,6.739,-20.6269,Kintneria,New Jersey
3893,6.739,-20.6269,Grallator,New Jersey
3892,3.8376,-23.1639,Grallator,North Carolina
3891,-0.5164,-22.3104,Apatopus,North Carolina
3890,-0.5164,-22.3104,Brachychirotherium,North Carolina
