,Rotated Lat,Rotated Lon,genus,taxon_environment,age_max,age_min
0,6.739,-20.6269,Icarosaurus,terrestrial,227.0,208.5
1,6.739,-20.6269,Rutiodon,terrestrial,227.0,208.5
2,35.9688,2.1884,Kuehneosuchus,terrestrial,208.5,201.4
3,35.9688,2.1884,Kuehneosaurus,terrestrial,208.5,201.4
4,-62.6208,-11.8191,Procolophon,terrestrial,251.902,247.2
5,-2.9808,-38.7628,Araeoscelis,terrestrial,290.1,283.5
6,-2.9808,-38.7628,Araeoscelis,terrestrial,290.1,283.5
7,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
8,24.9561,4.3648,Diphydontosaurus,terrestrial,237.0,227.0
9,24.9561,4.3648,Diphydontosaurus,terrestrial,237.0,227.0
10,24.9561,4.3648,Terrestrisuchus,terrestrial,237.0,227.0
11,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
12,24.9561,4.3648,Sigmala,terrestrial,237.0,227.0
13,24.9561,4.3648,Kuehneosaurus,terrestrial,237.0,227.0
14,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
15,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
16,24.9561,4.3648,Terrestrisuchus,terrestrial,237.0,227.0
17,24.9561,4.3648,Diphydontosaurus,terrestrial,237.0,227.0
18,24.9561,4.3648,Sigmala,terrestrial,237.0,227.0
19,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
20,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
21,24.9561,4.3648,Terrestrisuchus,terrestrial,237.0,227.0
22,24.9561,4.3648,Diphydontosaurus,terrestrial,237.0,227.0
23,24.9561,4.3648,Sigmala,terrestrial,237.0,227.0
24,24.9561,4.3648,Kuehneosaurus,terrestrial,237.0,227.0
25,24.9561,4.3648,Sigmala,terrestrial,237.0,227.0
26,24.9561,4.3648,Pelecymala,terrestrial,237.0,227.0
27,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
28,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
29,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
30,24.9561,4.3648,Sigmala,terrestrial,237.0,227.0
31,24.9561,4.3648,Kuehneosaurus,terrestrial,237.0,227.0
32,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
33,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
34,24.9561,4.3648,Sigmala,terrestrial,237.0,227.0
35,24.9561,4.3648,Kuehneosaurus,terrestrial,237.0,227.0
36,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
37,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
38,24.9561,4.3648,Sigmala,terrestrial,237.0,227.0
39,24.9561,4.3648,Kuehneosaurus,terrestrial,237.0,227.0
40,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
41,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
42,24.9561,4.3648,Sigmala,terrestrial,237.0,227.0
43,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
44,24.9561,4.3648,Planocephalosaurus,terrestrial,237.0,227.0
45,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
46,24.9561,4.3648,Terrestrisuchus,terrestrial,237.0,227.0
47,24.9561,4.3648,Diphydontosaurus,terrestrial,237.0,227.0
48,-1.4701,-41.4649,Trilophosaurus,terrestrial,227.0,208.5
49,-49.9808,-33.9335,Lewisuchus,terrestrial,242.0,237.0
50,-49.9808,-33.9335,Lagerpeton,terrestrial,242.0,237.0
51,-1.4701,-41.4649,Postosuchus,terrestrial,227.0,208.5
52,-1.4701,-41.4649,Postosuchus,terrestrial,227.0,208.5
53,-1.4701,-41.4649,Desmatosuchus,terrestrial,227.0,208.5
54,-1.4701,-41.4649,Trilophosaurus,terrestrial,227.0,208.5
55,32.5932,9.3339,Efraasia,terrestrial,227.0,208.5
56,20.9379,22.0121,Neusticosaurus,marine,247.2,237.0
57,20.9379,22.0121,Mixosaurus,marine,247.2,237.0
58,41.9725,35.9164,Rhipaeosaurus,terrestrial,266.9,264.28
59,30.9826,11.6474,Plateosaurus,terrestrial,227.0,208.5
60,30.9826,11.6474,Aetosaurus,terrestrial,227.0,208.5
61,30.9826,11.6474,Saltoposuchus,terrestrial,227.0,208.5
62,30.9826,11.6474,Liliensternus,terrestrial,227.0,208.5
63,30.9826,11.6474,Plateosaurus,terrestrial,227.0,208.5
64,30.9826,11.6474,Plateosaurus,terrestrial,227.0,208.5
65,30.9826,11.6474,Proganochelys,terrestrial,227.0,208.5
66,30.9826,11.6474,Proganochelys,terrestrial,227.0,208.5
67,30.9826,11.6474,Proganochelys,terrestrial,227.0,208.5
68,30.9826,11.6474,Liliensternus,terrestrial,227.0,208.5
69,42.7067,10.1418,Proganochelys,terrestrial,208.5,201.4
70,42.7067,10.1418,Liliensternus,terrestrial,208.5,201.4
71,42.7067,10.1418,Elachistosuchus,terrestrial,208.5,201.4
72,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
73,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
74,-52.0012,-29.5316,Eoraptor,terrestrial,237.0,227.0
75,-52.0012,-29.5316,Eoraptor,terrestrial,237.0,227.0
76,-52.0012,-29.5316,Herrerasaurus,terrestrial,237.0,227.0
77,-52.0012,-29.5316,Saurosuchus,terrestrial,237.0,227.0
78,-52.0012,-29.5316,Aetosauroides,terrestrial,237.0,227.0
79,-52.0012,-29.5316,Herrerasaurus,terrestrial,237.0,227.0
80,24.9561,4.3648,Terrestrisuchus,terrestrial,237.0,227.0
81,24.9561,4.3648,Agnosphitys,terrestrial,237.0,227.0
82,-49.9808,-33.9335,Luperosuchus,terrestrial,242.0,237.0
83,-49.9808,-33.9335,Lagerpeton,terrestrial,242.0,237.0
84,-49.9808,-33.9335,Chanaresuchus,terrestrial,242.0,237.0
85,-49.9808,-33.9335,Gualosuchus,terrestrial,242.0,237.0
86,-49.9808,-33.9335,Gracilisuchus,terrestrial,242.0,237.0
87,-49.9808,-33.9335,Marasuchus,terrestrial,242.0,237.0
88,-49.9808,-33.9335,Lewisuchus,terrestrial,242.0,237.0
89,-49.9808,-33.9335,Tropidosuchus,terrestrial,242.0,237.0
90,-49.9808,-33.9335,Tarjadia,terrestrial,242.0,237.0
91,-52.0012,-29.5316,Pisanosaurus,terrestrial,237.0,227.0
92,-62.7516,-22.8072,Bradysaurus,terrestrial,264.28,259.51
93,40.0893,-9.3354,Arcticodactylus,marine,227.0,208.5
94,40.0893,-9.3354,Proganochelys,terrestrial,216.7,213.2
95,40.0893,-9.3354,Aetosaurus,terrestrial,227.0,208.5
96,40.0893,-9.3354,Aetosaurus,terrestrial,227.0,208.5
97,40.0893,-9.3354,Plateosaurus,terrestrial,227.0,208.5
98,40.0893,-9.3354,Issi,terrestrial,227.0,208.5
99,24.9561,4.3648,Pantydraco,terrestrial,237.0,227.0
100,42.9789,121.7034,Eumetabolodon,terrestrial,251.2,242.0
101,42.9789,121.7034,Eumetabolodon,terrestrial,251.2,242.0
102,41.6012,117.8804,Youngetta,terrestrial,251.902,247.2
103,41.9725,35.9164,Belebey,terrestrial,266.9,264.28
104,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
105,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
106,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
107,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
108,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
109,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
110,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
111,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
112,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
113,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
114,2.6894,-35.9903,Rothianiscus,terrestrial,273.01,264.28
115,0.2573,-40.5036,Captorhinoides,terrestrial,283.5,273.01
116,-0.73,-37.6741,Bolosaurus,terrestrial,290.1,283.5
117,-0.73,-37.6741,Bolosaurus,terrestrial,290.1,283.5
118,-0.73,-37.6741,Bolosaurus,terrestrial,290.1,283.5
119,-0.73,-37.6741,Bolosaurus,terrestrial,290.1,283.5
120,-0.73,-37.6741,Bolosaurus,terrestrial,290.1,283.5
121,-0.73,-37.6741,Bolosaurus,terrestrial,290.1,283.5
122,-0.73,-37.6741,Bolosaurus,terrestrial,290.1,283.5
123,-0.73,-37.6741,Bolosaurus,terrestrial,290.1,283.5
124,-2.9808,-38.7628,Bolosaurus,terrestrial,290.1,283.5
125,1.0593,-36.5887,Labidosaurus,terrestrial,283.5,273.01
126,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
127,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
128,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
129,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
130,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
131,1.0593,-36.5887,Labidosaurus,terrestrial,283.5,273.01
132,1.0593,-36.5887,Labidosaurus,terrestrial,283.5,273.01
133,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
134,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
135,1.0593,-36.5887,Labidosaurus,terrestrial,283.5,273.01
136,1.0593,-36.5887,Captorhinus,terrestrial,283.5,273.01
137,1.0593,-36.5887,Labidosaurus,terrestrial,283.5,273.01
138,-1.1855,-37.6892,Bolosaurus,terrestrial,283.5,273.01
139,-1.1855,-37.6892,Araeoscelis,terrestrial,283.5,273.01
140,-1.1855,-37.6892,Araeoscelis,terrestrial,283.5,273.01
141,-1.1855,-37.6892,Araeoscelis,terrestrial,283.5,273.01
142,-1.1855,-37.6892,Araeoscelis,terrestrial,283.5,273.01
143,-1.1855,-37.6892,Araeoscelis,terrestrial,283.5,273.01
144,-1.1855,-37.6892,Captorhinus,terrestrial,283.5,273.01
145,-1.1855,-37.6892,Labidosaurus,terrestrial,283.5,273.01
146,-1.1855,-37.6892,Labidosaurus,terrestrial,283.5,273.01
147,-1.1855,-37.6892,Captorhinus,terrestrial,283.5,273.01
148,-57.634,-24.1868,Mesosaurus,marine,290.1,283.5
149,-57.634,-24.1868,Mesosaurus,marine,290.1,283.5
150,-57.634,-24.1868,Mesosaurus,marine,290.1,283.5
151,-57.634,-24.1868,Mesosaurus,marine,290.1,283.5
152,-48.4091,123.5564,Grallator,terrestrial,227.0,208.5
153,44.3876,33.3665,Deltavjatia,terrestrial,264.28,259.51
154,45.0092,37.7433,Scutosaurus,terrestrial,264.28,254.14
155,-9999.0,-9999.0,Neusticosaurus,marine,247.2,237.0
156,-9999.0,-9999.0,Cymatosaurus,marine,247.2,237.0
157,-9999.0,-9999.0,Termatosaurus,terrestrial,208.5,201.4
158,-9999.0,-9999.0,Ichthyosaurus,marine,208.5,201.4
159,-9999.0,-9999.0,Termatosaurus,terrestrial,208.5,201.4
160,-9999.0,-9999.0,Ichthyosaurus,marine,208.5,201.4
161,-2.7466,-38.9219,Bolosaurus,terrestrial,298.9,290.1
162,-50.4972,-22.4201,Zupaysaurus,terrestrial,227.0,208.5
163,17.3463,-49.8163,Omphalosaurus,marine,247.2,237.0
164,17.3463,-49.8163,Omphalosaurus,marine,247.2,237.0
165,48.4578,0.5752,Grippia,marine,251.2,247.2
166,29.6148,13.9762,Coelurosaurichnus,terrestrial,237.0,227.0
167,6.739,-20.6269,Rutiodon,terrestrial,227.0,208.5
168,-1.1855,-37.6892,Captorhinus,terrestrial,283.5,273.01
169,-60.8508,-19.3342,Pareiasuchus,terrestrial,259.51,254.14
170,8.5619,-43.658,Arizonasaurus,terrestrial,247.2,244.7
171,8.5619,-43.658,Anisodontosaurus,terrestrial,247.2,244.7
172,27.932,16.0856,Placochelys,marine,237.0,227.0
173,20.3475,11.0572,Psephoderma,marine,216.7,213.2
174,20.3475,11.0572,Psephoderma,marine,216.7,213.2
175,20.3475,11.0572,Psephoderma,marine,216.7,213.2
176,45.2164,33.3228,Vonhuenia,terrestrial,251.902,251.2
177,-56.0316,14.4488,Melanorosaurus,terrestrial,227.0,208.5
178,-56.0316,14.4488,Plateosauravus,terrestrial,227.0,208.5
179,-56.0316,14.4488,Plateosauravus,terrestrial,227.0,208.5
180,-56.0316,14.4488,Plateosauravus,terrestrial,227.0,208.5
181,-56.0316,14.4488,Plateosauravus,terrestrial,227.0,208.5
182,48.6263,31.1073,Chasmatosuchus,terrestrial,251.2,247.2
183,47.7835,44.5676,Chasmatosuchus,terrestrial,251.902,251.2
184,46.4143,42.1659,Chasmatosuchus,terrestrial,251.902,247.2
185,46.4143,42.1659,Chasmatosuchus,terrestrial,251.902,247.2
186,32.104,120.1211,Chaohusaurus,marine,248.9,247.2
187,32.104,120.1211,Chaohusaurus,marine,248.9,247.2
188,15.4479,12.7418,Placochelys,marine,237.0,227.0
189,35.91,15.3389,Psephoderma,marine,208.5,201.4
190,26.4928,14.9159,Psephoderma,marine,208.5,201.4
191,24.4854,22.6839,Paraplacodus,marine,247.2,242.0
192,15.0674,119.7846,Barracudasaurus,marine,247.2,237.0
193,39.8221,10.4256,Sarcosaurus,terrestrial,201.4,199.5
194,29.45,26.3383,Czatkowiella,terrestrial,251.2,247.2
195,29.45,26.3383,Sophineta,terrestrial,251.2,247.2
196,29.45,26.3383,Osmolskina,terrestrial,251.2,247.2
197,29.45,26.3383,Pamelina,terrestrial,251.2,247.2
198,29.45,26.3383,Procolina,terrestrial,251.2,247.2
199,34.9254,15.4382,Placochelys,marine,227.0,208.5
200,1.9826,-22.3794,Euscolosuchus,terrestrial,237.0,227.0
201,1.9826,-22.3794,Uatchitodon,terrestrial,237.0,227.0
202,1.9826,-22.3794,Gomphiosauridion,terrestrial,237.0,227.0
203,1.9826,-22.3794,Xenodiphyodon,terrestrial,237.0,227.0
204,1.3531,-47.1801,Desmatosuchus,terrestrial,227.0,208.5
205,1.3531,-47.1801,Smilosuchus,terrestrial,227.0,208.5
206,1.3531,-47.1801,Postosuchus,terrestrial,227.0,208.5
207,1.3531,-47.1801,Camposaurus,terrestrial,227.0,208.5
208,1.3531,-47.1801,Calyptosuchus,terrestrial,227.0,208.5
209,1.3531,-47.1801,Tanytrachelos,terrestrial,227.0,208.5
210,1.3531,-47.1801,Smilosuchus,terrestrial,227.0,208.5
211,1.3531,-47.1801,Parasuchus,terrestrial,227.0,208.5
212,1.3531,-47.1801,Acaenasuchus,terrestrial,227.0,208.5
213,26.4626,20.9891,Cyamodus,marine,247.2,237.0
214,52.3465,25.1911,Timanophon,terrestrial,251.2,247.2
215,1.3531,-47.1801,Poposaurus,terrestrial,227.0,208.5
216,1.3531,-47.1801,Shuvosaurus,terrestrial,227.0,208.5
217,1.3531,-47.1801,Poposaurus,terrestrial,227.0,208.5
218,1.3531,-47.1801,Trilophosaurus,terrestrial,227.0,208.5
219,1.3531,-47.1801,Trilophosaurus,terrestrial,227.0,208.5
220,1.3531,-47.1801,Tanytrachelos,terrestrial,227.0,208.5
221,25.024,18.7935,Nothosaurus,marine,247.2,242.0
222,1.0633,-40.6348,Parasuchus,terrestrial,237.0,227.0
223,-46.1164,-4.6554,Unaysaurus,terrestrial,227.0,208.5
224,24.9561,4.3648,Terrestrisuchus,terrestrial,237.0,227.0
225,24.9561,4.3648,Kuehneosaurus,terrestrial,237.0,227.0
226,24.9561,4.3648,Clevosaurus,terrestrial,237.0,227.0
227,35.9688,2.1884,Tricuspisaurus,terrestrial,208.5,201.4
228,35.9688,2.1884,Planocephalosaurus,terrestrial,208.5,201.4
229,35.9688,2.1884,Haligonia,terrestrial,208.5,201.4
230,35.9688,2.1884,Variodens,terrestrial,208.5,201.4
231,17.3463,-49.8163,Cymbospondylus,marine,247.2,237.0
232,17.3463,-49.8163,Cymbospondylus,marine,247.2,237.0
233,17.3463,-49.8163,Cymbospondylus,marine,247.2,237.0
234,17.3463,-49.8163,Phalarodon,marine,247.2,237.0
235,6.0887,-50.239,Protosuchus,terrestrial,208.5,199.5
236,-0.5164,-22.3104,Lucasuchus,terrestrial,237.0,227.0
237,24.9561,4.3648,Diphydontosaurus,terrestrial,237.0,227.0
238,52.1412,136.1873,Jingshanosaurus,terrestrial,201.4,199.5
239,-52.0012,-29.5316,Herrerasaurus,terrestrial,237.0,227.0
240,-52.0012,-29.5316,Hyperodapedon,terrestrial,237.0,227.0
241,-52.0012,-29.5316,Hyperodapedon,terrestrial,237.0,227.0
242,3.8366,-43.9682,Machaeroprosopus,terrestrial,227.0,208.5
243,3.8366,-43.9682,Machaeroprosopus,terrestrial,227.0,208.5
244,3.8366,-43.9682,Typothorax,terrestrial,227.0,208.5
245,20.0114,-14.2092,Coelophysis,terrestrial,201.4,199.5
246,32.5932,9.3339,Teratosaurus,terrestrial,227.0,208.5
247,32.5932,9.3339,Efraasia,terrestrial,216.7,213.2
248,30.9826,11.6474,Gresslyosaurus,terrestrial,213.2,208.5
249,30.9826,11.6474,Gresslyosaurus,terrestrial,213.2,208.5
250,30.9826,11.6474,Plateosaurus,terrestrial,227.0,208.5
251,1.3531,-47.1801,Typothorax,terrestrial,227.0,208.5
252,8.8311,-44.1355,Coelophysis,terrestrial,208.5,201.4
253,8.8311,-44.1355,Machaeroprosopus,terrestrial,208.5,201.4
254,-1.4701,-41.4649,Trilophosaurus,terrestrial,227.0,208.5
255,-47.0393,20.0808,Hyperodapedon,terrestrial,237.0,227.0
256,-47.0393,20.0808,Saturnalia,terrestrial,237.0,227.0
257,1.3572,-44.289,Revueltosaurus,terrestrial,227.0,208.5
258,1.3531,-47.1801,Chindesaurus,terrestrial,227.0,208.5
259,1.3531,-47.1801,Chindesaurus,terrestrial,227.0,208.5
260,1.3531,-47.1801,Shuvosaurus,terrestrial,227.0,208.5
261,30.9826,11.6474,Plateosaurus,terrestrial,227.0,208.5
262,30.9826,11.6474,Plateosaurus,terrestrial,227.0,208.5
263,37.6253,13.0683,Plateosaurus,terrestrial,208.5,201.4
264,29.0864,9.707,Plateosaurus,terrestrial,227.0,208.5
265,29.0864,9.707,Gresslyosaurus,terrestrial,227.0,208.5
266,34.0586,4.4792,Camelotia,terrestrial,208.5,201.4
267,-49.4771,-10.0175,Staurikosaurus,terrestrial,237.0,227.0
268,-49.0435,-14.582,Spondylosoma,terrestrial,242.0,237.0
269,34.4775,11.1969,Plateosaurus,terrestrial,227.0,208.5
270,34.4775,11.1969,Liliensternus,terrestrial,227.0,208.5
271,27.7242,17.4803,Zanclodon,terrestrial,242.0,237.0
272,37.6253,13.0683,Plateosaurus,terrestrial,208.5,201.4
273,32.5932,9.3339,Plateosaurus,terrestrial,227.0,208.5
274,37.6253,13.0683,Plateosaurus,terrestrial,208.5,201.4
275,37.6253,13.0683,Plateosaurus,terrestrial,208.5,201.4
