,id,occurrence_no,genus,Locality,county_original,state,cc
1108,3316,780685,Brachychirotherium,Union,Union,New Mexico,US
1109,3317,780685,Brachychirotherium,Union,Union,New Mexico,US
1110,3301,780686,Eosauropus,Union,Union,New Mexico,US
1111,3292,780687,Eubrontes,Union,Union,New Mexico,US
1112,3293,780687,Eubrontes,Union,Union,New Mexico,US
1113,3294,780687,Eubrontes,Union,Union,New Mexico,US
1114,3295,780687,Eubrontes,Union,Union,New Mexico,US
1115,3296,780687,Eubrontes,Union,Union,New Mexico,US
1116,3297,780687,Eubrontes,Union,Union,New Mexico,US
1117,3298,780687,Eubrontes,Union,Union,New Mexico,US
1118,3299,780687,Eubrontes,Union,Union,New Mexico,US
1119,3300,780687,Eubrontes,Union,Union,New Mexico,US
1120,3281,780689,Grallator,Union,Union,New Mexico,US
1121,3282,780689,Grallator,Union,Union,New Mexico,US
1122,3283,780689,Grallator,Union,Union,New Mexico,US
1123,3284,780689,Grallator,Union,Union,New Mexico,US
1124,3285,780689,Grallator,Union,Union,New Mexico,US
1125,3286,780689,Grallator,Union,Union,New Mexico,US
1126,3287,780689,Grallator,Union,Union,New Mexico,US
1127,3288,780689,Grallator,Union,Union,New Mexico,US
1128,3289,780689,Grallator,Union,Union,New Mexico,US
1129,3290,780689,Grallator,Union,Union,New Mexico,US
1130,3291,780689,Grallator,Union,Union,New Mexico,US
1131,3280,780690,Evazoum,Union,Union,New Mexico,US
1132,3279,781136,Brachychirotherium,Pennsylvania,,Pennsylvania,US
1133,3278,781137,Grallator,Pennsylvania,,Pennsylvania,US
1134,3277,781138,Grallator,Berks,Berks,Pennsylvania,US
1135,3276,781139,Batrachopus,Berks,Berks,Pennsylvania,US
1136,3275,781140,Brachychirotherium,Berks,Berks,Pennsylvania,US
1137,3274,781141,Grallator,Berks,Berks,Pennsylvania,US
1138,3273,781142,Gwyneddichnium,Berks,Berks,Pennsylvania,US
1139,3272,781145,Grallator,Berks,Berks,Pennsylvania,US
1140,3271,781146,Grallator,Berks,Berks,Pennsylvania,US
1141,3270,781148,Gwyneddichnium,Berks,Berks,Pennsylvania,US
1142,3269,781149,Brachychirotherium,Berks,Berks,Pennsylvania,US
1143,3268,781150,Grallator,Berks,Berks,Pennsylvania,US
1144,3267,781154,Batrachopus,Berks,Berks,Pennsylvania,US
1145,3266,781155,Grallator,Berks,Berks,Pennsylvania,US
1146,3265,781502,Grallator,Las Animas,Las Animas,Colorado,US
1147,3264,781503,Brachychirotherium,Las Animas,Las Animas,Colorado,US
1148,3263,782127,Grallator,Swietokrzyskie,,Swietokrzyskie,PL
1149,3260,782162,Smilosuchus,Navajo,Navajo,Arizona,US
1150,3261,782162,Smilosuchus,Navajo,Navajo,Arizona,US
1151,3262,782162,Smilosuchus,Navajo,Navajo,Arizona,US
1152,3259,782166,Calyptosuchus,Navajo,Navajo,Arizona,US
1153,3258,782168,Rutiodon,Navajo,Navajo,Arizona,US
1154,3257,782169,Paratypothorax,Navajo,Navajo,Arizona,US
1155,3256,782173,Rutiodon,Navajo,Navajo,Arizona,US
1156,3255,782174,Typothorax,Navajo,Navajo,Arizona,US
1157,3254,782175,Paratypothorax,Navajo,Navajo,Arizona,US
1158,3253,782179,Rutiodon,Navajo,Navajo,Arizona,US
1159,3252,782180,Calyptosuchus,Navajo,Navajo,Arizona,US
1160,3251,782187,Trilophosaurus,Randall,Randall,Texas,US
1161,3250,782188,Rutiodon,Randall,Randall,Texas,US
1162,3249,782208,Machaeroprosopus,Quay,Quay,New Mexico,US
1163,3248,782209,Redondasuchus,Quay,Quay,New Mexico,US
1164,3247,785830,Proganochelys,Quay,Quay,New Mexico,US
1165,3246,785834,Saurorictus,Beaufort West,Beaufort West,Western Cape,ZA
1166,3245,785851,Protocaptorhinus,Archer,Archer,Texas,US
1167,3244,785868,Gecatogomphius,Mamadysh,Mamadysh,Tatarstan,RU
1168,3241,786315,Moradisaurus,Arlit,Arlit,Agadez,NE
1169,3242,786315,Moradisaurus,Arlit,Arlit,Agadez,NE
1170,3243,786315,Moradisaurus,Arlit,Arlit,Agadez,NE
1171,3240,786382,Protorosaurus,Waldeck-Frankenberg,Waldeck-Frankenberg,Hesse,DE
1172,3239,786383,Parasaurus,Waldeck-Frankenberg,Waldeck-Frankenberg,Hesse,DE
1173,3238,786668,Bunostegos,Arlit,Arlit,Agadez,NE
1174,3237,786831,Captorhinus,Lundazi,Lundazi,Eastern,ZM
1175,3236,787464,Captorhinus,Noble,Noble,Oklahoma,US
1176,3235,787989,Protocaptorhinus,Archer,Archer,Texas,US
1177,3233,788176,Labidosaurikos,Baylor,Baylor,Texas,US
1178,3234,788176,Labidosaurikos,Baylor,Baylor,Texas,US
1179,3230,788480,Odontochelys,Guizhou,,Guizhou,CN
1180,3231,788480,Odontochelys,Guizhou,,Guizhou,CN
1181,3232,788480,Odontochelys,Guizhou,,Guizhou,CN
1182,3229,788481,Qianichthyosaurus,Guizhou,,Guizhou,CN
1183,3228,788482,Guizhouichthyosaurus,Guizhou,,Guizhou,CN
1184,3227,788483,Guanlingsaurus,Guizhou,,Guizhou,CN
1185,3226,788484,Sinocyamodus,Guizhou,,Guizhou,CN
1186,3225,788485,Psephochelys,Guizhou,,Guizhou,CN
1187,3224,788486,Anshunsaurus,Guizhou,,Guizhou,CN
1188,3223,788487,Xinpusaurus,Guizhou,,Guizhou,CN
1189,3222,788488,Xinpusaurus,Guizhou,,Guizhou,CN
1190,3215,788570,Protorothyris,Monongalia,Monongalia,West Virginia,US
1191,3216,788570,Protorothyris,Monongalia,Monongalia,West Virginia,US
1192,3217,788570,Protorothyris,Monongalia,Monongalia,West Virginia,US
1193,3218,788570,Protorothyris,Monongalia,Monongalia,West Virginia,US
1194,3219,788570,Protorothyris,Monongalia,Monongalia,West Virginia,US
1195,3220,788570,Protorothyris,Monongalia,Monongalia,West Virginia,US
1196,3221,788570,Protorothyris,Monongalia,Monongalia,West Virginia,US
1197,3207,788638,Thuringothyris,Gotha,Gotha,Thuringia,DE
1198,3208,788638,Thuringothyris,Gotha,Gotha,Thuringia,DE
1199,3209,788638,Thuringothyris,Gotha,Gotha,Thuringia,DE
1200,3210,788638,Thuringothyris,Gotha,Gotha,Thuringia,DE
1201,3211,788638,Thuringothyris,Gotha,Gotha,Thuringia,DE
1202,3212,788638,Thuringothyris,Gotha,Gotha,Thuringia,DE
1203,3213,788638,Thuringothyris,Gotha,Gotha,Thuringia,DE
1204,3214,788638,Thuringothyris,Gotha,Gotha,Thuringia,DE
1205,3206,788639,Eudibamus,Gotha,Gotha,Thuringia,DE
1206,3205,789102,Moradisaurus,Arlit,Arlit,Agadez,NE
1207,3199,789104,Captorhinus,Comanche,Comanche,Oklahoma,US
1208,3200,789104,Captorhinus,Comanche,Comanche,Oklahoma,US
1209,3201,789104,Captorhinus,Comanche,Comanche,Oklahoma,US
1210,3202,789104,Captorhinus,Comanche,Comanche,Oklahoma,US
1211,3203,789104,Captorhinus,Comanche,Comanche,Oklahoma,US
1212,3204,789104,Captorhinus,Comanche,Comanche,Oklahoma,US
1213,3198,789396,Captorhinus,Baylor,Baylor,Texas,US
1214,3197,789397,Labidosaurus,Baylor,Baylor,Texas,US
1215,3195,789398,Captorhinus,Baylor,Baylor,Texas,US
1216,3196,789398,Captorhinus,Baylor,Baylor,Texas,US
1217,3194,789656,Belebey,Gansu,,Gansu,CN
1218,3193,789746,Captorhinus,Baylor,Baylor,Texas,US
1219,3192,789759,Wapitisaurus,British Columbia,,British Columbia,CA
1220,3191,789764,Kapes,Orenburg,,Orenburg,RU
1221,3190,789766,Kapes,Ust-Vymskii,Ust-Vymskii,Komi,RU
1222,3187,789767,Bashkyroleter,Belebei,Belebei,Bashkortostan,RU
1223,3188,789767,Bashkyroleter,Belebei,Belebei,Bashkortostan,RU
1224,3189,789767,Bashkyroleter,Belebei,Belebei,Bashkortostan,RU
1225,3186,789771,Chalishevia,Bashkortostan,,Bashkortostan,RU
1226,3185,789773,Energosuchus,Bashkortostan,,Bashkortostan,RU
1227,3184,789995,Rautiania,Saraktash,Saraktash,Orenburg,RU
1228,3183,789996,Rautiania,Saraktash,Saraktash,Orenburg,RU
1229,3182,790004,Weigeltisaurus,Mansfelder Land,Mansfelder Land,Saxony Anhalt,DE
1230,3181,790009,Weigeltisaurus,Hersfeld-Rotenburg,Hersfeld-Rotenburg,Hesse,DE
1231,3180,790010,Weigeltisaurus,Hersfeld-Rotenburg,Hersfeld-Rotenburg,Hesse,DE
1232,3179,790011,Weigeltisaurus,Nordhausen,Nordhausen,Thuringia,DE
1233,3178,790024,Thadeosaurus,Tulear,,Tulear,MG
1234,3165,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1235,3166,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1236,3167,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1237,3168,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1238,3169,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1239,3170,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1240,3171,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1241,3172,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1242,3173,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1243,3174,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1244,3175,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1245,3176,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1246,3177,790114,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1247,3164,790115,Claudiosaurus,Tulear,,Tulear,MG
1248,3163,790147,Claudiosaurus,Fianarantsoa,,Fianarantsoa,MG
1249,3162,790203,Coelurosauravus,Tulear,,Tulear,MG
1250,3160,790204,Coelurosauravus,Tulear,,Tulear,MG
1251,3161,790204,Coelurosauravus,Tulear,,Tulear,MG
1252,3157,790205,Belebey,Orenburg,,Orenburg,RU
1253,3158,790205,Belebey,Orenburg,,Orenburg,RU
1254,3159,790205,Belebey,Orenburg,,Orenburg,RU
1255,3150,790206,Emeroleter,Kotelnich,Kotelnich,Kirov,RU
1256,3151,790206,Emeroleter,Kotelnich,Kotelnich,Kirov,RU
1257,3152,790206,Emeroleter,Kotelnich,Kotelnich,Kirov,RU
1258,3153,790206,Emeroleter,Kotelnich,Kotelnich,Kirov,RU
1259,3154,790206,Emeroleter,Kotelnich,Kotelnich,Kirov,RU
1260,3155,790206,Emeroleter,Kotelnich,Kotelnich,Kirov,RU
1261,3156,790206,Emeroleter,Kotelnich,Kotelnich,Kirov,RU
1262,3149,790207,Belebey,Abdulino,Abdulino,Orenburg,RU
1263,3147,790284,Protorosaurus,Mansfelder Land,Mansfelder Land,Saxony Anhalt,DE
1264,3148,790284,Protorosaurus,Mansfelder Land,Mansfelder Land,Saxony Anhalt,DE
1265,3146,790285,Weigeltisaurus,Mansfelder Land,Mansfelder Land,Saxony Anhalt,DE
1266,3145,790356,Captorhinus,Knox,Knox,Texas,US
1267,3144,790366,Labidosaurus,Knox,Knox,Texas,US
1268,3143,790369,Captorhinus,Knox,Knox,Texas,US
1269,3141,790388,Labidosaurikos,Baylor,Baylor,Texas,US
1270,3142,790388,Labidosaurikos,Baylor,Baylor,Texas,US
1271,3140,790389,Labidosaurikos,Knox,Knox,Texas,US
1272,3139,790390,Weigeltisaurus,Hersfeld-Rotenburg,Hersfeld-Rotenburg,Hesse,DE
1273,3137,790404,Kadimakara,Queensland,,Queensland,AU
1274,3138,790404,Kadimakara,Queensland,,Queensland,AU
1275,3135,790405,Kudnu,Queensland,,Queensland,AU
1276,3136,790405,Kudnu,Queensland,,Queensland,AU
1277,3134,790406,Parasaurus,Osterode,Osterode,Lower Saxony,DE
1278,3133,790462,Parasaurus,Ilm-Kreis,Ilm-Kreis,Thuringia,DE
1279,3132,790463,Parasaurus,Nordhausen,Nordhausen,Thuringia,DE
1280,3131,790482,Captorhinikos,Knox,Knox,Texas,US
1281,3130,790483,Captorhinikos,Knox,Knox,Texas,US
1282,3125,790486,Protorothyris,Archer,Archer,Texas,US
1283,3126,790486,Protorothyris,Archer,Archer,Texas,US
1284,3127,790486,Protorothyris,Archer,Archer,Texas,US
1285,3128,790486,Protorothyris,Archer,Archer,Texas,US
1286,3129,790486,Protorothyris,Archer,Archer,Texas,US
1287,3124,790487,Romeria,Archer,Archer,Texas,US
1288,3119,790511,Pareiasuchus,Eastern Cape,,Eastern Cape,ZA
1289,3120,790511,Pareiasuchus,Eastern Cape,,Eastern Cape,ZA
1290,3121,790511,Pareiasuchus,Eastern Cape,,Eastern Cape,ZA
1291,3122,790511,Pareiasuchus,Eastern Cape,,Eastern Cape,ZA
1292,3123,790511,Pareiasuchus,Eastern Cape,,Eastern Cape,ZA
1293,3118,791754,Zanclodon,Baden-Wurttemberg,,Baden-Wurttemberg,DE
1294,3117,791882,Parasaurus,Hersfeld-Rotenburg,Hersfeld-Rotenburg,Hesse,DE
1295,3116,791885,Parasaurus,Hersfeld-Rotenburg,Hersfeld-Rotenburg,Hesse,DE
1296,3115,791945,Protorosaurus,Hersfeld-Rotenburg,Hersfeld-Rotenburg,Hesse,DE
1297,3114,792227,Coelurosauravus,Mansfelder Land,Mansfelder Land,Saxony Anhalt,DE
1298,3113,792528,Sclerosaurus,Lorrach,Lorrach,Baden-Wurttemberg,DE
1299,3112,792529,Sclerosaurus,Basel-Stadt,,Basel-Stadt,CH
1300,3111,792533,Corosaurus,Natrona,Natrona,Wyoming,US
1301,3110,792534,Noteosuchus,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
1302,3098,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1303,3099,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1304,3100,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1305,3101,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1306,3102,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1307,3103,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1308,3104,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1309,3105,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1310,3106,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1311,3107,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1312,3108,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1313,3109,792535,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1314,3094,792536,Mesosuchus,Maletswai,Maletswai,Eastern Cape,ZA
1315,3095,792536,Mesosuchus,Maletswai,Maletswai,Eastern Cape,ZA
1316,3096,792536,Mesosuchus,Maletswai,Maletswai,Eastern Cape,ZA
1317,3097,792536,Mesosuchus,Maletswai,Maletswai,Eastern Cape,ZA
1318,3093,792537,Euparkeria,Maletswai,Maletswai,Eastern Cape,ZA
1319,3091,792593,Sauropareion,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
1320,3092,792593,Sauropareion,Inxuba Yethemba,Inxuba Yethemba,Eastern Cape,ZA
1321,3090,792619,Phaanthosaurus,Vetluga,Vetluga,Nizhegorod,RU
1322,3089,792621,Phaanthosaurus,Krasnye Baki,Krasnye Baki,Nizhnii Novgorod,RU
1323,3087,792622,Anomoiodon,Hildburghausen,Hildburghausen,Thuringia,DE
1324,3088,792622,Anomoiodon,Hildburghausen,Hildburghausen,Thuringia,DE
1325,3083,792642,Nyctiphruretus,Mezen',Mezen',Arkhangelsk,RU
1326,3084,792642,Nyctiphruretus,Mezen',Mezen',Arkhangelsk,RU
1327,3085,792642,Nyctiphruretus,Mezen',Mezen',Arkhangelsk,RU
1328,3086,792642,Nyctiphruretus,Mezen',Mezen',Arkhangelsk,RU
1329,3082,792722,Macroleter,Blaine,Blaine,Oklahoma,US
1330,3081,794729,Pareiasuchus,Lundazi,Lundazi,Eastern,ZM
1331,3080,795305,Archosaurus,Vyazniki,Vyazniki,Vladimir,RU
1332,3079,795309,Obirkovia,Vyazniki,Vyazniki,Vladimir,RU
1333,3078,795351,Archosaurus,Vyazniki,Vyazniki,Vladimir,RU
1334,3077,795352,Archosaurus,Tonshaevo,Tonshaevo,Nizhnii Novgorod,RU
1335,3076,796148,Kinelia,Grachevskii,Grachevskii,Orenburg,RU
1336,3073,797372,Macrocnemus,Varese,Varese,Piedmont,IT
1337,3074,797372,Macrocnemus,Varese,Varese,Piedmont,IT
1338,3075,797372,Macrocnemus,Varese,Varese,Piedmont,IT
1339,3071,797942,Macrocnemus,Mendrisio,Mendrisio,Ticino,CH
1340,3072,797942,Macrocnemus,Mendrisio,Mendrisio,Ticino,CH
1341,3070,797944,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1342,3069,797945,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1343,3067,797946,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1344,3068,797946,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1345,3063,797947,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1346,3064,797947,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1347,3065,797947,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1348,3066,797947,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1349,3061,797948,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1350,3062,797948,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1351,3058,797949,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1352,3059,797949,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1353,3060,797949,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1354,3053,797950,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1355,3054,797950,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1356,3055,797950,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1357,3056,797950,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1358,3057,797950,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1359,3052,797951,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1360,3047,797952,Serpianosaurus,Mendrisio,Mendrisio,Kanton Tessin,CH
1361,3048,797952,Serpianosaurus,Mendrisio,Mendrisio,Kanton Tessin,CH
1362,3049,797952,Serpianosaurus,Mendrisio,Mendrisio,Kanton Tessin,CH
1363,3050,797952,Serpianosaurus,Mendrisio,Mendrisio,Kanton Tessin,CH
1364,3051,797952,Serpianosaurus,Mendrisio,Mendrisio,Kanton Tessin,CH
1365,3046,797953,Macrocnemus,Mendrisio,Mendrisio,Kanton Tessin,CH
1366,3045,797954,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1367,3044,797955,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1368,3040,797956,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1369,3041,797956,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1370,3042,797956,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1371,3043,797956,Serpianosaurus,Mendrisio,Mendrisio,Ticino,CH
1372,3039,797957,Macrocnemus,Mendrisio,Mendrisio,Ticino,CH
1373,3038,799563,Adelosaurus,Durham,Durham,England,UK
1374,3037,799811,Nyctiboetus,Slobodskoi,Slobodskoi,Kirov,RU
1375,3036,799826,Rhipaeosaurus,Belebei,Belebei,Bashkortostan,RU
1376,3035,800076,Panphagia,San Juan,,San Juan,AR
1377,3032,800077,Captorhinikos,Cleveland,Cleveland,Oklahoma,US
1378,3033,800077,Captorhinikos,Cleveland,Cleveland,Oklahoma,US
1379,3034,800077,Captorhinikos,Cleveland,Cleveland,Oklahoma,US
1380,3031,800078,Captorhinikos,Cleveland,Cleveland,Oklahoma,US
1381,3030,800599,Utatsusaurus,Motoyoshui-gun,Motoyoshui-gun,Miyagi,JP
1382,3029,801922,Kenyasaurus,Kaloleni/Kinango,Kaloleni/Kinango,Coast,KE
1383,3028,803135,Procolophon,,,,AA
1384,3025,803158,Procolophon,,,,AA
1385,3026,803158,Procolophon,,,,AA
1386,3027,803158,Procolophon,,,,AA
1387,3024,805144,Eubrontes,Franklin,Franklin,Massachusetts,US
1388,3023,805166,Raeticodactylus,commune Filisur,commune Filisur,Canton Grisons,CH
1389,3022,805168,Caviramus,Canton Grisons,,Canton Grisons,CH
1390,3021,805204,Batrachopus,Franklin,Franklin,Massachusetts,US
1391,3020,806122,Doswellia,Hanover,Hanover,Virginia,US
1392,3017,806205,Qianosuchus,Panxian,Panxian,Guizhou,CN
1393,3018,806205,Qianosuchus,Panxian,Panxian,Guizhou,CN
1394,3019,806205,Qianosuchus,Panxian,Panxian,Guizhou,CN
1395,3016,806332,Turfanosuchus,Turfan,Turfan,Xinjiang,CN
1396,3015,806718,Trilophosaurus,Garza,Garza,Texas,US
1397,3014,806719,Trilophosaurus,Garza,Garza,Texas,US
1398,3013,806720,Trilophosaurus,Garza,Garza,Texas,US
1399,3012,806721,Leptosuchus,Garza,Garza,Texas,US
1400,3011,806914,Procolophon,Chris Hani,Chris Hani,Eastern Cape,ZA
1401,3010,806953,Labidosaurus,Baylor/Willbarger,Baylor/Willbarger,Texas,US
1402,3009,807183,Paliguana,Chris Hani,Chris Hani,Eastern Cape,ZA
1403,3008,807184,Procolophon,,,,AA
1404,3006,807814,Youngina,Camdeboo,Camdeboo,Eastern Cape,ZA
1405,3007,807814,Youngina,Camdeboo,Camdeboo,Eastern Cape,ZA
1406,3005,807815,Trilophosaurus,Arizona,,Arizona,US
1407,3004,807923,Machaeroprosopus,Arizona,,Arizona,US
1408,3003,808133,Youngina,Central Karoo,Central Karoo,Western Cape,ZA
1409,2998,808154,Youngina,Beaufort West,Beaufort West,Western Cape,ZA
1410,2999,808154,Youngina,Beaufort West,Beaufort West,Western Cape,ZA
1411,3000,808154,Youngina,Beaufort West,Beaufort West,Western Cape,ZA
1412,3001,808154,Youngina,Beaufort West,Beaufort West,Western Cape,ZA
1413,3002,808154,Youngina,Beaufort West,Beaufort West,Western Cape,ZA
1414,2996,808649,Eunotosaurus,Kareeberg,Kareeberg,Northern Cape,ZA
1415,2997,808649,Eunotosaurus,Kareeberg,Kareeberg,Northern Cape,ZA
1416,2995,809377,Kayentapus,Trentino-Alto Adige,,Trentino-Alto Adige,IT
1417,2994,809380,Kayentapus,Trentino-Alto Adige,,Trentino-Alto Adige,IT
1418,2993,811288,Fodonyx,Devon,Devon,England,UK
1419,2992,811289,Fodonyx,Devon,Devon,England,UK
1420,2991,811299,Fodonyx,Devon,Devon,England,UK
1421,2990,811300,Fodonyx,Devon,Devon,England,UK
1422,2989,811301,Fodonyx,Devon,Devon,England,UK
1423,2988,811302,Fodonyx,Devon,Devon,England,UK
1424,2987,811303,Fodonyx,Devon,Devon,England,UK
1425,2986,811309,Fodonyx,Devon,Devon,England,UK
1426,2985,811310,Fodonyx,Devon,Devon,England,UK
1427,2984,811311,Fodonyx,Devon,Devon,England,UK
1428,2983,811312,Fodonyx,Devon,Devon,England,UK
1429,2982,811313,Fodonyx,Devon,Devon,England,UK
1430,2981,811314,Fodonyx,Devon,Devon,England,UK
1431,2980,811315,Fodonyx,Devon,Devon,England,UK
1432,2979,811316,Fodonyx,Devon,Devon,England,UK
1433,2978,811318,Fodonyx,Devon,Devon,England,UK
1434,2977,811319,Fodonyx,Devon,Devon,England,UK
1435,2976,811320,Fodonyx,Devon,Devon,England,UK
1436,2975,811326,Bentonyx,Devon,Devon,England,UK
1437,2974,811330,Kapes,Devon,Devon,England,UK
1438,2973,811331,Kapes,Devon,Devon,England,UK
1439,2972,811337,Coartaredens,Devon,Devon,England,UK
1440,2971,811338,Coartaredens,Devon,Devon,England,UK
1441,2970,811340,Fodonyx,Devon,Devon,England,UK
1442,2969,811360,Tanystropheus,Devon,Devon,England,UK
1443,2968,811363,Fodonyx,Devon,Devon,England,UK
1444,2967,811364,Fodonyx,Devon,Devon,England,UK
1445,2966,811667,Scoloparia,Hants County,Hants County,Nova Scotia,CA
1446,2962,811738,Saurischichnus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
1447,2963,811738,Saurischichnus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
1448,2964,811738,Saurischichnus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
1449,2965,811738,Saurischichnus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
1450,2961,811765,Stegomus,Somerset,Somerset,New Jersey,US
1451,2960,811782,Hypsognathus,New Haven,New Haven,Connecticut,US
1452,2959,811785,Hypsognathus,Kings County,Kings County,Nova Scotia,CA
1453,2956,811795,Soturnia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1454,2957,811795,Soturnia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1455,2958,811795,Soturnia,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1456,2940,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1457,2941,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1458,2942,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1459,2943,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1460,2944,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1461,2945,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1462,2946,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1463,2947,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1464,2948,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1465,2949,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1466,2950,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1467,2951,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1468,2952,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1469,2953,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1470,2954,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1471,2955,811801,Clevosaurus,Faxinal do Soturno County,Faxinal do Soturno County,Rio Grande do Sul,BR
1472,2939,812265,Vancleavea,Rio Arriba,Rio Arriba,New Mexico,US
1473,2938,812267,Typothorax,Rio Arriba,Rio Arriba,New Mexico,US
1474,2937,814095,Arganaceras,Marrakech-Tensift-Al Haouz,,Marrakech-Tensift-Al Haouz,MA
1475,2936,814159,Australothyris,Karoo Hoogland,Karoo Hoogland,Northern Cape,ZA
1476,2927,814161,Deltavjatia,Kotelnich,Kotelnich,Kirov,RU
1477,2928,814161,Deltavjatia,Kotelnich,Kotelnich,Kirov,RU
1478,2929,814161,Deltavjatia,Kotelnich,Kotelnich,Kirov,RU
1479,2930,814161,Deltavjatia,Kotelnich,Kotelnich,Kirov,RU
1480,2931,814161,Deltavjatia,Kotelnich,Kotelnich,Kirov,RU
1481,2932,814161,Deltavjatia,Kotelnich,Kotelnich,Kirov,RU
