,occurrence_no_x,locality,county_original,state,cc,notes,genus,age_max,age_min
1133,781137,Pennsylvania,,Pennsylvania,US,,Grallator,208.5,201.4
1134,781138,Pennsylvania,Berks,Pennsylvania,US,,Grallator,227.0,208.5
1135,781139,Pennsylvania,Berks,Pennsylvania,US,,Batrachopus,227.0,208.5
1136,781140,Pennsylvania,Berks,Pennsylvania,US,,Brachychirotherium,227.0,208.5
1137,781141,Pennsylvania,Berks,Pennsylvania,US,,Grallator,227.0,208.5
1138,781142,Pennsylvania,Berks,Pennsylvania,US,,Gwyneddichnium,227.0,208.5
1139,781145,Pennsylvania,Berks,Pennsylvania,US,,Grallator,227.0,208.5
1140,781146,Pennsylvania,Berks,Pennsylvania,US,,Grallator,227.0,208.5
1141,781148,Pennsylvania,Berks,Pennsylvania,US,,Gwyneddichnium,227.0,208.5
1142,781149,Pennsylvania,Berks,Pennsylvania,US,,Brachychirotherium,227.0,208.5
1143,781150,Pennsylvania,Berks,Pennsylvania,US,,Grallator,227.0,208.5
1144,781154,Pennsylvania,Berks,Pennsylvania,US,,Batrachopus,208.5,201.4
1145,781155,Pennsylvania,Berks,Pennsylvania,US,,Grallator,208.5,201.4
1146,781502,Colorado,Las Animas,Colorado,US,,Grallator,227.0,208.5
1147,781503,Colorado,Las Animas,Colorado,US,,Brachychirotherium,227.0,208.5
1148,782127,Swietokrzyskie,,Swietokrzyskie,PL,,Grallator,201.4,199.5
1149,782162,Arizona,Navajo,Arizona,US,,Smilosuchus,227.0,208.5
1150,782162,Arizona,Navajo,Arizona,US,,Smilosuchus,227.0,208.5
1151,782162,Arizona,Navajo,Arizona,US,,Smilosuchus,227.0,208.5
1152,782166,Arizona,Navajo,Arizona,US,,Calyptosuchus,227.0,208.5
1153,782168,Arizona,Navajo,Arizona,US,,Rutiodon,227.0,208.5
1154,782169,Arizona,Navajo,Arizona,US,,Paratypothorax,227.0,208.5
1155,782173,Arizona,Navajo,Arizona,US,,Rutiodon,227.0,208.5
1156,782174,Arizona,Navajo,Arizona,US,,Typothorax,227.0,208.5
1157,782175,Arizona,Navajo,Arizona,US,,Paratypothorax,227.0,208.5
1158,782179,Arizona,Navajo,Arizona,US,,Rutiodon,227.0,208.5
1159,782180,Arizona,Navajo,Arizona,US,,Calyptosuchus,227.0,208.5
1160,782187,Texas,Randall,Texas,US,,Trilophosaurus,227.0,208.5
1161,782188,Texas,Randall,Texas,US,,Rutiodon,227.0,208.5
1162,782208,New Mexico,Quay,New Mexico,US,,Machaeroprosopus,227.0,208.5
1163,782209,New Mexico,Quay,New Mexico,US,,Redondasuchus,227.0,208.5
1164,785830,New Mexico,Quay,New Mexico,US,,Proganochelys,227.0,208.5
1165,785834,Western Cape,Beaufort West,Western Cape,ZA,,Saurorictus,259.51,254.14
1166,785851,Texas,Archer,Texas,US,,Protocaptorhinus,290.1,283.5
1167,785868,Tatarstan,Mamadysh,Tatarstan,RU,,Gecatogomphius,276.5,266.9
1168,786315,Agadez,Arlit,Agadez,NE,,Moradisaurus,254.14,251.902
1169,786315,Agadez,Arlit,Agadez,NE,,Moradisaurus,254.14,251.902
1170,786315,Agadez,Arlit,Agadez,NE,,Moradisaurus,254.14,251.902
1171,786382,Hessen,Waldeck-Frankenberg,Hessen,DE,,Protorosaurus,259.51,254.14
1172,786383,Hessen,Waldeck-Frankenberg,Hessen,DE,,Parasaurus,259.51,254.14
1173,786668,Agadez,Arlit,Agadez,NE,,Bunostegos,254.14,251.902
1174,786831,Eastern,Lundazi,Eastern,ZM,,Captorhinus,259.51,254.14
1175,787464,Oklahoma,Noble,Oklahoma,US,,Captorhinus,290.1,283.5
1176,787989,Texas,Archer,Texas,US,,Protocaptorhinus,290.1,283.5
1177,788176,Texas,Baylor,Texas,US,,Labidosaurikos,283.5,273.01
1178,788176,Texas,Baylor,Texas,US,,Labidosaurikos,283.5,273.01
1179,788480,Guizhou,,Guizhou,CN,,Odontochelys,233.4,227.0
1180,788480,Guizhou,,Guizhou,CN,,Odontochelys,233.4,227.0
1181,788480,Guizhou,,Guizhou,CN,,Odontochelys,233.4,227.0
1182,788481,Guizhou,,Guizhou,CN,,Qianichthyosaurus,233.4,227.0
1183,788482,Guizhou,,Guizhou,CN,,Guizhouichthyosaurus,233.4,227.0
1184,788483,Guizhou,,Guizhou,CN,,Guanlingsaurus,233.4,227.0
1185,788484,Guizhou,,Guizhou,CN,,Sinocyamodus,233.4,227.0
1186,788485,Guizhou,,Guizhou,CN,,Psephochelys,233.4,227.0
1187,788486,Guizhou,,Guizhou,CN,,Anshunsaurus,233.4,227.0
1188,788487,Guizhou,,Guizhou,CN,,Xinpusaurus,233.4,227.0
1189,788488,Guizhou,,Guizhou,CN,,Xinpusaurus,233.4,227.0
1190,788570,West Virginia,Monongalia,West Virginia,US,,Protorothyris,298.9,293.52
1191,788570,West Virginia,Monongalia,West Virginia,US,,Protorothyris,298.9,293.52
1192,788570,West Virginia,Monongalia,West Virginia,US,,Protorothyris,298.9,293.52
1193,788570,West Virginia,Monongalia,West Virginia,US,,Protorothyris,298.9,293.52
1194,788570,West Virginia,Monongalia,West Virginia,US,,Protorothyris,298.9,293.52
1195,788570,West Virginia,Monongalia,West Virginia,US,,Protorothyris,298.9,293.52
1196,788570,West Virginia,Monongalia,West Virginia,US,,Protorothyris,298.9,293.52
1197,788638,Thuringia,Gotha,Thuringia,DE,,Thuringothyris,290.1,283.5
1198,788638,Thuringia,Gotha,Thuringia,DE,,Thuringothyris,290.1,283.5
1199,788638,Thuringia,Gotha,Thuringia,DE,,Thuringothyris,290.1,283.5
1200,788638,Thuringia,Gotha,Thuringia,DE,,Thuringothyris,290.1,283.5
1201,788638,Thuringia,Gotha,Thuringia,DE,,Thuringothyris,290.1,283.5
1202,788638,Thuringia,Gotha,Thuringia,DE,,Thuringothyris,290.1,283.5
1203,788638,Thuringia,Gotha,Thuringia,DE,,Thuringothyris,290.1,283.5
1204,788638,Thuringia,Gotha,Thuringia,DE,,Thuringothyris,290.1,283.5
1205,788639,Thuringia,Gotha,Thuringia,DE,,Eudibamus,290.1,283.5
1206,789102,Agadez,Arlit,Agadez,NE,,Moradisaurus,254.14,251.902
1207,789104,Oklahoma,Comanche,Oklahoma,US,,Captorhinus,290.1,283.5
1208,789104,Oklahoma,Comanche,Oklahoma,US,,Captorhinus,290.1,283.5
1209,789104,Oklahoma,Comanche,Oklahoma,US,,Captorhinus,290.1,283.5
1210,789104,Oklahoma,Comanche,Oklahoma,US,,Captorhinus,290.1,283.5
1211,789104,Oklahoma,Comanche,Oklahoma,US,,Captorhinus,290.1,283.5
1212,789104,Oklahoma,Comanche,Oklahoma,US,,Captorhinus,290.1,283.5
1213,789396,Texas,Baylor,Texas,US,,Captorhinus,283.5,273.01
1214,789397,Texas,Baylor,Texas,US,,Labidosaurus,283.5,273.01
1215,789398,Texas,Baylor,Texas,US,,Captorhinus,283.5,273.01
1216,789398,Texas,Baylor,Texas,US,,Captorhinus,283.5,273.01
1217,789656,Gansu,,Gansu,CN,,Belebey,273.01,266.9
1218,789746,Texas,Baylor,Texas,US,,Captorhinus,283.5,273.01
1219,789759,British Columbia,,British Columbia,CA,,Wapitisaurus,251.2,248.9
1220,789764,Orenburg,,Orenburg,RU,,Kapes,251.2,247.2
1221,789766,Komi,Ust-Vymskii,Komi,RU,,Kapes,251.2,247.2
1222,789767,Bashkortostan,Belebei,Bashkortostan,RU,,Bashkyroleter,266.9,264.28
1223,789767,Bashkortostan,Belebei,Bashkortostan,RU,,Bashkyroleter,266.9,264.28
1224,789767,Bashkortostan,Belebei,Bashkortostan,RU,,Bashkyroleter,266.9,264.28
1225,789771,Bashkortostan,,Bashkortostan,RU,,Chalishevia,242.0,237.0
1226,789773,Bashkortostan,,Bashkortostan,RU,,Energosuchus,242.0,237.0
1227,789995,Orenburg,Saraktash,Orenburg,RU,,Rautiania,264.28,256.8
1228,789996,Orenburg,Saraktash,Orenburg,RU,,Rautiania,264.28,256.8
1229,790004,Saxony,Mansfelder Land,Saxony,DE,,Weigeltisaurus,259.51,254.14
1230,790009,Hessen,Hersfeld-Rotenburg,Hessen,DE,,Weigeltisaurus,259.51,254.14
1231,790010,Hessen,Hersfeld-Rotenburg,Hessen,DE,,Weigeltisaurus,259.51,254.14
1232,790011,Thuringia,Nordhausen,Thuringia,DE,,Weigeltisaurus,259.51,254.14
1233,790024,Tirol,,Tulear,MG,,Thadeosaurus,259.51,251.902
1234,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1235,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1236,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1237,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1238,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1239,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1240,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1241,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1242,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1243,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1244,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1245,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1246,790114,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1247,790115,Tulear,,Tulear,MG,,Claudiosaurus,259.51,251.902
1248,790147,Fianarantsoa,,Fianarantsoa,MG,,Claudiosaurus,259.51,251.902
1249,790203,Tulear,,Tulear,MG,,Coelurosauravus,259.51,251.902
1250,790204,Tulear,,Tulear,MG,,Coelurosauravus,259.51,251.902
1251,790204,Tulear,,Tulear,MG,,Coelurosauravus,259.51,251.902
1252,790205,Orenburg,,Orenburg,RU,,Belebey,266.9,264.28
1253,790205,Orenburg,,Orenburg,RU,,Belebey,266.9,264.28
1254,790205,Orenburg,,Orenburg,RU,,Belebey,266.9,264.28
1255,790206,Kirov,Kotelnich,Kirov,RU,,Emeroleter,264.28,259.51
1256,790206,Kirov,Kotelnich,Kirov,RU,,Emeroleter,264.28,259.51
1257,790206,Kirov,Kotelnich,Kirov,RU,,Emeroleter,264.28,259.51
1258,790206,Kirov,Kotelnich,Kirov,RU,,Emeroleter,264.28,259.51
1259,790206,Kirov,Kotelnich,Kirov,RU,,Emeroleter,264.28,259.51
1260,790206,Kirov,Kotelnich,Kirov,RU,,Emeroleter,264.28,259.51
1261,790206,Kirov,Kotelnich,Kirov,RU,,Emeroleter,264.28,259.51
1262,790207,Orenburg,Abdulino,Orenburg,RU,,Belebey,266.9,264.28
1263,790284,Saxony,Mansfelder Land,Saxony,DE,,Protorosaurus,259.51,254.14
1264,790284,Saxony,Mansfelder Land,Saxony,DE,,Protorosaurus,259.51,254.14
1265,790285,Saxony,Mansfelder Land,Saxony,DE,,Weigeltisaurus,259.51,254.14
1266,790356,Texas,Knox,Texas,US,,Captorhinus,283.5,273.01
1267,790366,Texas,Knox,Texas,US,,Labidosaurus,283.5,273.01
1268,790369,Texas,Knox,Texas,US,,Captorhinus,283.5,273.01
1269,790388,Texas,Baylor,Texas,US,,Labidosaurikos,283.5,273.01
1270,790388,Texas,Baylor,Texas,US,,Labidosaurikos,283.5,273.01
1271,790389,Texas,Knox,Texas,US,,Labidosaurikos,283.5,273.01
1272,790390,Hessen,Hersfeld-Rotenburg,Hessen,DE,,Weigeltisaurus,259.51,254.14
1273,790404,Queensland,,Queensland,AU,,Kadimakara,251.902,251.2
1274,790404,Queensland,,Queensland,AU,,Kadimakara,251.902,251.2
1275,790405,Queensland,,Queensland,AU,,Kudnu,251.902,251.2
1276,790405,Queensland,,Queensland,AU,,Kudnu,251.902,251.2
1277,790406,Saxony,Saxony,Saxony,DE,,Parasaurus,259.51,254.14
1278,790462,Thuringia,Ilm-Kreis,Thuringia,DE,,Parasaurus,259.51,254.14
1279,790463,Thuringia,Nordhausen,Thuringia,DE,,Parasaurus,259.51,254.14
1280,790482,Texas,Knox,Texas,US,,Captorhinikos,283.5,273.01
1281,790483,Texas,Knox,Texas,US,,Captorhinikos,283.5,273.01
1282,790486,Texas,Archer,Texas,US,,Protorothyris,298.9,293.52
1283,790486,Texas,Archer,Texas,US,,Protorothyris,298.9,293.52
1284,790486,Texas,Archer,Texas,US,,Protorothyris,298.9,293.52
1285,790486,Texas,Archer,Texas,US,,Protorothyris,298.9,293.52
1286,790486,Texas,Archer,Texas,US,,Protorothyris,298.9,293.52
1287,790487,Texas,Archer,Texas,US,,Romeria,298.9,293.52
1288,790511,Eastern Cape,,Eastern Cape,ZA,,Pareiasuchus,259.51,254.14
1289,790511,Eastern Cape,,Eastern Cape,ZA,,Pareiasuchus,259.51,254.14
1290,790511,Eastern Cape,,Eastern Cape,ZA,,Pareiasuchus,259.51,254.14
1291,790511,Eastern Cape,,Eastern Cape,ZA,,Pareiasuchus,259.51,254.14
1292,790511,Eastern Cape,,Eastern Cape,ZA,,Pareiasuchus,259.51,254.14
1293,791754,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Zanclodon,242.0,237.0
1294,791882,Hessen,Hersfeld-Rotenburg,Hessen,DE,,Parasaurus,259.51,254.14
1295,791885,Hessen,Hersfeld-Rotenburg,Hessen,DE,,Parasaurus,259.51,254.14
1296,791945,Hessen,Hersfeld-Rotenburg,Hessen,DE,,Protorosaurus,259.51,254.14
1297,792227,Saxony,Mansfelder Land,Saxony,DE,,Coelurosauravus,259.51,254.14
1298,792528,Baden-Wurttemberg,Lorrach,Baden-Wurttemberg,DE,,Sclerosaurus,247.2,244.7
1299,792529,Switzerland,,Basel-Landschaft,CH,,Sclerosaurus,247.2,244.7
1300,792533,Wyoming,Natrona,Wyoming,US,,Corosaurus,248.9,247.2
1301,792534,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,Noteosuchus,251.902,251.2
1302,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1303,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1304,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1305,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1306,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1307,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1308,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1309,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1310,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1311,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1312,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1313,792535,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1314,792536,Eastern Cape,Maletswai,Eastern Cape,ZA,,Mesosuchus,247.2,242.0
1315,792536,Eastern Cape,Maletswai,Eastern Cape,ZA,,Mesosuchus,247.2,242.0
1316,792536,Eastern Cape,Maletswai,Eastern Cape,ZA,,Mesosuchus,247.2,242.0
1317,792536,Eastern Cape,Maletswai,Eastern Cape,ZA,,Mesosuchus,247.2,242.0
1318,792537,Eastern Cape,Maletswai,Eastern Cape,ZA,,Euparkeria,247.2,242.0
1319,792593,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,Sauropareion,251.902,247.2
1320,792593,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,Sauropareion,251.902,247.2
1321,792619,Nizhegorod,Vetluga,Nizhegorod,RU,,Phaanthosaurus,251.902,251.2
1322,792621,Nizhegorod,Krasnye Baki,Nizhegorod,RU,,Phaanthosaurus,251.902,251.2
1323,792622,Thuringia,Hildburghausen,Thuringia,DE,,Anomoiodon,247.2,245.5
1324,792622,Thuringia,Hildburghausen,Thuringia,DE,,Anomoiodon,247.2,245.5
1325,792642,Arkhangelsk,Mezen',Arkhangelsk,RU,,Nyctiphruretus,273.01,264.28
1326,792642,Arkhangelsk,Mezen',Arkhangelsk,RU,,Nyctiphruretus,273.01,264.28
1327,792642,Arkhangelsk,Mezen',Arkhangelsk,RU,,Nyctiphruretus,273.01,264.28
1328,792642,Arkhangelsk,Mezen',Arkhangelsk,RU,,Nyctiphruretus,273.01,264.28
1329,792722,Oklahoma,Blaine,Oklahoma,US,,Macroleter,273.01,264.28
1330,794729,Eastern,Lundazi,Eastern,ZM,,Pareiasuchus,259.51,254.14
1331,795305,Vladimir,Vyazniki,Vladimir,RU,,Archosaurus,259.51,256.8
1332,795309,Vladimir,Vyazniki,Vladimir,RU,,Obirkovia,259.51,256.8
1333,795351,Vladimir,Vyazniki,Vladimir,RU,,Archosaurus,259.51,256.8
1334,795352,Nizhegorod,Tonshaevo,Nizhegorod,RU,,Archosaurus,259.51,256.8
1335,796148,Orenburg,Grachevskii,Orenburg,RU,,Kinelia,259.51,256.8
1336,797372,Piedmont,Varese,Piedmont,IT,,Macrocnemus,247.2,237.0
1337,797372,Piedmont,Varese,Piedmont,IT,,Macrocnemus,247.2,237.0
1338,797372,Piedmont,Varese,Piedmont,IT,,Macrocnemus,247.2,237.0
1339,797942,Switzerland,Mendrisio,Ticino,CH,,Macrocnemus,247.2,242.0
1340,797942,Switzerland,Mendrisio,Ticino,CH,,Macrocnemus,247.2,242.0
1341,797944,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,243.8,242.0
1342,797945,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,243.8,242.0
1343,797946,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,243.8,242.0
1344,797946,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,243.8,242.0
1345,797947,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,243.8,242.0
1346,797947,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,243.8,242.0
1347,797947,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,243.8,242.0
1348,797947,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,243.8,242.0
1349,797948,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1350,797948,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1351,797949,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1352,797949,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1353,797949,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1354,797950,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1355,797950,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1356,797950,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1357,797950,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1358,797950,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,242.0,239.7
1359,797951,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,247.2,242.0
1360,797952,Switzerland,Mendrisio,Kanton Tessin,CH,,Serpianosaurus,247.2,237.0
1361,797952,Switzerland,Mendrisio,Kanton Tessin,CH,,Serpianosaurus,247.2,237.0
1362,797952,Switzerland,Mendrisio,Kanton Tessin,CH,,Serpianosaurus,247.2,237.0
1363,797952,Switzerland,Mendrisio,Kanton Tessin,CH,,Serpianosaurus,247.2,237.0
1364,797952,Switzerland,Mendrisio,Kanton Tessin,CH,,Serpianosaurus,247.2,237.0
1365,797953,Switzerland,Mendrisio,Kanton Tessin,CH,,Macrocnemus,247.2,237.0
1366,797954,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,247.2,237.0
1367,797955,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,247.2,237.0
1368,797956,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,247.2,237.0
1369,797956,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,247.2,237.0
1370,797956,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,247.2,237.0
1371,797956,Switzerland,Mendrisio,Ticino,CH,,Serpianosaurus,247.2,237.0
1372,797957,Switzerland,Mendrisio,Ticino,CH,,Macrocnemus,242.0,237.0
1373,799563,England,Durham,England,UK,,Adelosaurus,259.51,254.14
1374,799811,Kirov,Slobodskoi,Kirov,RU,,Nyctiboetus,276.5,266.9
1375,799826,Bashkortostan,Belebei,Bashkortostan,RU,,Rhipaeosaurus,266.9,264.28
1376,800076,San Juan,,San Juan,AR,,Panphagia,237.0,227.0
1377,800077,Oklahoma,Cleveland,Oklahoma,US,,Captorhinikos,283.5,273.01
1378,800077,Oklahoma,Cleveland,Oklahoma,US,,Captorhinikos,283.5,273.01
1379,800077,Oklahoma,Cleveland,Oklahoma,US,,Captorhinikos,283.5,273.01
1380,800078,Oklahoma,Cleveland,Oklahoma,US,,Captorhinikos,283.5,273.01
1381,800599,Miyagi,Motoyoshui-gun,Miyagi,JP,,Utatsusaurus,251.2,247.2
1382,801922,Kaloleni,Kaloleni/Kinango,Kaloleni,KE,,Kenyasaurus,251.902,247.2
1387,805144,Massachusetts,Franklin,Massachusetts,US,,Eubrontes,201.4,199.5
1388,805166,Switzerland,commune Filisur,Canton Grisons,CH,,Raeticodactylus,213.2,201.4
1389,805168,Switzerland,,Canton Grisons,CH,,Caviramus,213.2,201.4
1390,805204,Massachusetts,Franklin,Massachusetts,US,,Batrachopus,201.4,199.5
1391,806122,Virginia,Hanover,Virginia,US,,Doswellia,237.0,227.0
1392,806205,Guizhou,Panxian,Guizhou,CN,,Qianosuchus,244.7,243.8
1393,806205,Guizhou,Panxian,Guizhou,CN,,Qianosuchus,244.7,243.8
1394,806205,Guizhou,Panxian,Guizhou,CN,,Qianosuchus,244.7,243.8
1395,806332,Xinjiang,Turfan,Xinjiang,CN,,Turfanosuchus,247.2,242.0
1396,806718,Texas,Garza,Texas,US,,Trilophosaurus,227.0,208.5
1397,806719,Texas,Garza,Texas,US,,Trilophosaurus,227.0,208.5
1398,806720,Texas,Garza,Texas,US,,Trilophosaurus,227.0,208.5
1399,806721,Texas,Garza,Texas,US,,Leptosuchus,227.0,208.5
1400,806914,Eastern Cape,Chris Hani,Eastern Cape,ZA,,Procolophon,251.902,247.2
1401,806953,Texas,Baylor/Willbarger,Texas,US,,Labidosaurus,283.5,273.01
1402,807183,Eastern Cape,Chris Hani,Eastern Cape,ZA,,Paliguana,251.902,247.2
1404,807814,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Youngina,259.51,251.902
1405,807814,Eastern Cape,Camdeboo,Eastern Cape,ZA,,Youngina,259.51,251.902
1406,807815,Arizona,,Arizona,US,,Trilophosaurus,227.0,208.5
1407,807923,Arizona,,Arizona,US,,Machaeroprosopus,227.0,208.5
1408,808133,Western Cape,Central Karoo,Western Cape,ZA,,Youngina,259.51,251.902
1409,808154,Western Cape,Beaufort West,Western Cape,ZA,,Youngina,259.51,254.14
1410,808154,Western Cape,Beaufort West,Western Cape,ZA,,Youngina,259.51,254.14
1411,808154,Western Cape,Beaufort West,Western Cape,ZA,,Youngina,259.51,254.14
1412,808154,Western Cape,Beaufort West,Western Cape,ZA,,Youngina,259.51,254.14
1413,808154,Western Cape,Beaufort West,Western Cape,ZA,,Youngina,259.51,254.14
1414,808649,Northern Cape,Kareeberg,Northern Cape,ZA,,Eunotosaurus,264.28,259.51
1415,808649,Northern Cape,Kareeberg,Northern Cape,ZA,,Eunotosaurus,264.28,259.51
1416,809377,Tirol,,Tirol,IT,,Kayentapus,201.4,199.5
1417,809380,Tirol,,Tirol,IT,,Kayentapus,201.4,199.5
1418,811288,England,Devon,England,UK,,Fodonyx,247.2,242.0
1419,811289,England,Devon,England,UK,,Fodonyx,247.2,242.0
1420,811299,England,Devon,England,UK,,Fodonyx,247.2,242.0
1421,811300,England,Devon,England,UK,,Fodonyx,247.2,242.0
1422,811301,England,Devon,England,UK,,Fodonyx,247.2,242.0
1423,811302,England,Devon,England,UK,,Fodonyx,247.2,242.0
1424,811303,England,Devon,England,UK,,Fodonyx,247.2,242.0
1425,811309,England,Devon,England,UK,,Fodonyx,247.2,242.0
1426,811310,England,Devon,England,UK,,Fodonyx,247.2,242.0
1427,811311,England,Devon,England,UK,,Fodonyx,247.2,242.0
1428,811312,England,Devon,England,UK,,Fodonyx,247.2,242.0
1429,811313,England,Devon,England,UK,,Fodonyx,247.2,242.0
1430,811314,England,Devon,England,UK,,Fodonyx,247.2,242.0
1431,811315,England,Devon,England,UK,,Fodonyx,247.2,242.0
1432,811316,England,Devon,England,UK,,Fodonyx,247.2,242.0
1433,811318,England,Devon,England,UK,,Fodonyx,247.2,242.0
1434,811319,England,Devon,England,UK,,Fodonyx,247.2,242.0
1435,811320,England,Devon,England,UK,,Fodonyx,247.2,242.0
1436,811326,England,Devon,England,UK,,Bentonyx,247.2,242.0
1437,811330,England,Devon,England,UK,,Kapes,247.2,242.0
1438,811331,England,Devon,England,UK,,Kapes,247.2,242.0
1439,811337,England,Devon,England,UK,,Coartaredens,247.2,242.0
1440,811338,England,Devon,England,UK,,Coartaredens,247.2,242.0
1441,811340,England,Devon,England,UK,,Fodonyx,247.2,242.0
1442,811360,England,Devon,England,UK,,Tanystropheus,247.2,242.0
1443,811363,England,Devon,England,UK,,Fodonyx,247.2,242.0
1444,811364,England,Devon,England,UK,,Fodonyx,247.2,242.0
1445,811667,Nova Scotia,Hants County,Nova Scotia,CA,,Scoloparia,237.0,227.0
1446,811738,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Saurischichnus,227.0,208.5
1447,811738,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Saurischichnus,227.0,208.5
1448,811738,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Saurischichnus,227.0,208.5
1449,811738,Baden-Wurttemberg,,Baden-Wurttemberg,DE,,Saurischichnus,227.0,208.5
1450,811765,New Jersey,Somerset,New Jersey,US,,Stegomus,227.0,208.5
1451,811782,Connecticut,New Haven,Connecticut,US,,Hypsognathus,208.5,201.4
1452,811785,Nova Scotia,Kings County,Nova Scotia,CA,,Hypsognathus,227.0,208.5
1453,811795,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Soturnia,227.0,208.5
1454,811795,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Soturnia,227.0,208.5
1455,811795,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Soturnia,227.0,208.5
1456,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Clevosaurus,227.0,208.5
1457,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Clevosaurus,227.0,208.5
1458,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Clevosaurus,227.0,208.5
1459,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Clevosaurus,227.0,208.5
1460,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Clevosaurus,227.0,208.5
1461,811801,Rio Grande do Sul,Faxinal do Soturno County,Rio Grande do Sul,BR,,Clevosaurus,227.0,208.5
