Locality,cc,id,Taxon,MaxAge,MinAge,Rotated Lat,Rotated Lon,Area
Arizona,US,4153,Chindesaurus,227.0,208.5,1.3531,-47.1801,4
Arizona,US,4151,Shuvosaurus,227.0,208.5,1.3531,-47.1801,4
Jura,FR,4150,Plateosaurus,227.0,208.5,30.9826,11.6474,3
Jura,FR,4149,Plateosaurus,227.0,208.5,30.9826,11.6474,3
Lorraine,FR,4148,Plateosaurus,208.5,201.4,37.6253,13.0683,3
Jura,FR,4147,Plateosaurus,227.0,208.5,29.0864,9.707,3
Jura,FR,4146,Gresslyosaurus,227.0,208.5,29.0864,9.707,3
England,UK,4145,Camelotia,208.5,201.4,34.0586,4.4792,3
Rio Grande do Sul,BR,4144,Staurikosaurus,237.0,227.0,-49.4771,-10.0175,4
Rio Grande do Sul,BR,4143,Spondylosoma,242.0,237.0,-49.0435,-14.582,4
Bavaria,DE,4142,Plateosaurus,227.0,208.5,34.4775,11.1969,3
Bavaria,DE,4141,Liliensternus,227.0,208.5,34.4775,11.1969,3
Baden-Wurttemberg,DE,4140,Zanclodon,242.0,237.0,27.7242,17.4803,3
Baden-Wurttemberg,DE,4139,Plateosaurus,208.5,201.4,37.6253,13.0683,3
Baden-Wurttemberg,DE,4138,Plateosaurus,227.0,208.5,32.5932,9.3339,3
Baden-Wurttemberg,DE,4136,Plateosaurus,208.5,201.4,37.6253,13.0683,3
Baden-Wurttemberg,DE,4137,Plateosaurus,208.5,201.4,37.6253,13.0683,3
Baden-Wurttemberg,DE,4135,Gresslyosaurus,227.0,208.5,32.5932,9.3339,3
Sachsen-Anhalt,DE,4110,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4111,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4112,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4113,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4114,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4115,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4116,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4117,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4118,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4119,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4120,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4121,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4122,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4123,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4124,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4125,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4126,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4127,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4128,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4129,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4130,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4131,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4132,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4133,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Sachsen-Anhalt,DE,4134,Plateosaurus,208.5,201.4,42.7067,10.1418,3
Thuringia,DE,4108,Ruehleia,227.0,208.5,34.4775,11.1969,3
Thuringia,DE,4109,Ruehleia,227.0,208.5,34.4775,11.1969,3
Thuringia,DE,4106,Liliensternus,227.0,208.5,34.4775,11.1969,3
Thuringia,DE,4107,Liliensternus,227.0,208.5,34.4775,11.1969,3
New Mexico,US,4105,Gojirasaurus,227.0,208.5,1.3572,-44.289,4
New Mexico,US,4104,Machaeroprosopus,227.0,208.5,1.3572,-44.289,4
New Mexico,US,4103,Rutiodon,227.0,208.5,1.3572,-44.289,4
New Mexico,US,4102,Rioarribasuchus,227.0,208.5,1.3572,-44.289,4
New Mexico,US,4101,Shuvosaurus,227.0,208.5,1.3572,-44.289,4
New Mexico,US,4100,Shuvosaurus,227.0,208.5,1.3572,-44.289,4
Arizona,US,4099,Typothorax,227.0,208.5,1.3531,-47.1801,4
Arizona,US,4098,Hesperosuchus,227.0,208.5,1.3531,-47.1801,4
Arizona,US,4097,Machaeroprosopus,227.0,208.5,1.3531,-47.1801,4
Arizona,US,4096,Revueltosaurus,227.0,208.5,1.3531,-47.1801,4
Yunnan,CN,4095,Lufengosaurus,201.4,199.5,52.1412,136.1873,2
Yunnan,CN,4094,Lufengosaurus,201.4,199.5,52.1412,136.1873,2
Yunnan,CN,4093,Lufengosaurus,201.4,199.5,52.1412,136.1873,2
Yunnan,CN,4092,Gyposaurus,201.4,199.5,52.1412,136.1873,2
Yunnan,CN,4091,Lufengosaurus,201.4,199.5,52.1412,136.1873,2
Yunnan,CN,4090,Lukousaurus,201.4,199.5,52.1412,136.1873,2
Yunnan,CN,4089,Sinosaurus,201.4,199.5,52.1412,136.1873,2
Basse-Normandie,FR,4088,Lophostropheus,208.5,199.5,35.7562,6.5658,3
Yunnan,CN,4087,Chinshakiangosaurus,201.4,199.5,52.1412,136.1873,2
Arizona,US,4086,Ammorhynchus,247.2,244.7,8.5619,-43.658,4
Arizona,US,4085,Ammorhynchus,247.2,244.7,8.5619,-43.658,4
Arizona,US,4084,Ammorhynchus,247.2,244.7,9.506,-46.6177,4
Arizona,US,4083,Ammorhynchus,247.2,244.7,9.506,-46.6177,4
Baden-Wurttemberg,DE,4082,Grallator,227.0,208.5,32.5932,9.3339,3
Baden-Wurttemberg,DE,4081,Grallator,227.0,208.5,34.4775,11.1969,3
Switzerland,CH,4080,Eudimorphodon,227.0,208.5,30.9826,11.6474,3
Switzerland,CH,4079,Eudimorphodon,208.5,201.4,37.6253,13.0683,3
Switzerland,CH,4078,Variodens,208.5,201.4,37.6253,13.0683,3
Connecticut,US,4077,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4076,Eubrontes,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4075,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4074,Eubrontes,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4073,Batrachopus,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4072,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4071,Eubrontes,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4070,Batrachopus,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4069,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4068,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4067,Eubrontes,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4066,Eubrontes,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4065,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4064,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4063,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4062,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4061,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4060,Eubrontes,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4059,Grallator,201.4,199.5,20.0114,-14.2092,4
Connecticut,US,4058,Eubrontes,201.4,199.5,20.0114,-14.2092,4
Yunnan,CN,4057,Eshanosaurus,201.4,199.5,52.1412,136.1873,2
England,UK,4046,Thecodontosaurus,208.5,201.4,35.9688,2.1884,3
